Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds

CHALLENGER MEN - SINGLES :  Grodzisk Mazowiecki (Poland),hard,header
12.08. 19:30,Kachmazov A.,0,4,4,,,,3,4,49%,68% (25/37),55% (21/38),78% (7/9),4% (1/26),38% (9/24),0% (0/0),5,61% (46/75),20% (10/50),45% (56/125),1,80% (8/10),0% (0/10),40% (8/20),['4'],['5'],[],[],[],1.41
12.08. 19:30,Huesler M.,2,6,6,,,,8,3,52%,96% (25/26),63% (15/24),0% (0/0),32% (12/37),45% (17/38),22% (2/9),5,80% (40/50),39% (29/75),55% (69/125),3,100% (10/10),20% (2/10),60% (12/20),[],[],[],[],[],2.80
CHALLENGER MEN - SINGLES :  Porto (Portugal),hard,header
01.08. 16:55,Kachmazov A.,0,4,6^4,,,,4,5,51%,66% (29/44),56% (24/43),27% (4/15),17% (7/42),44% (15/34),63% (10/16),7,29% (22/76),61% (53/87),46% (75/163),1,0% (0/11),91% (10/11),45% (10/22),['5'],"['1', '3', '5']",[],[],[],1.27
01.08. 16:55,Reymond A.,2,6,7^7,,,,9,0,55%,83% (35/42),56% (19/34),38% (6/16),25% (11/44),44% (19/43),73% (11/15),7,39% (34/87),71% (54/76),54% (88/163),3,9% (1/11),100% (11/11),55% (12/22),[],"['1', '3']",[],[],[],3.58
30.07. 19:55,Kachmazov A.,2,6,7,,,,7,6,52%,70% (21/30),36% (10/28),50% (4/8),63% (17/27),64% (18/28),88% (7/8),9,53% (31/58),64% (35/55),58% (66/113),6,60% (6/10),78% (7/9),68% (13/19),['1'],"['3', '4', '5']",[],[],[],1.23
30.07. 19:55,Sanchez Quilez A.,0,1,5,,,,0,5,49%,37% (10/27),36% (10/28),13% (1/8),30% (9/30),64% (18/28),50% (4/8),5,36% (20/55),47% (27/58),42% (47/113),2,22% (2/9),40% (4/10),32% (6/19),"['2', '3', '5']","['1', '4', '5', '6']",[],[],[],3.95
CHALLENGER MEN - SINGLES :  Segovia (Spain),hard,header
24.07. 20:40,Kachmazov A.,1,6,2,3,,,5,3,57%,65% (28/43),48% (16/33),29% (2/7),25% (10/40),56% (18/32),60% (3/5),6,58% (44/76),39% (28/72),49% (72/148),5,62% (8/13),25% (3/12),44% (11/25),[],"['2', '5']","['2', '3', '6']",[],[],1.37
24.07. 20:40,Wiskandt M.,2,2,6,6,,,4,2,56%,75% (30/40),44% (14/32),40% (2/5),35% (15/43),52% (17/33),71% (5/7),6,61% (44/72),42% (32/76),51% (76/148),3,75% (9/12),38% (5/13),56% (14/25),"['4', '6']",[],['2'],[],[],2.96
22.07. 18:35,Kachmazov A.,2,3,7,6,,,4,5,42%,74% (23/31),51% (22/43),0% (0/5),41% (21/51),64% (28/44),78% (7/9),11,61% (45/74),52% (49/95),56% (94/169),5,64% (9/14),50% (7/14),57% (16/28),"['3', '6']","['3', '5']",['1'],[],[],1.55
22.07. 18:35,Montes-De La Torre I.,1,6,5,1,,,0,8,54%,59% (30/51),36% (16/44),22% (2/9),26% (8/31),49% (21/43),100% (5/5),7,48% (46/95),39% (29/74),44% (75/169),3,50% (7/14),36% (5/14),43% (12/28),[],"['2', '4', '6']","['1', '2', '4', '6']",[],[],2.38
CHALLENGER MEN - SINGLES :  Trieste (Italy),clay,header
08.07. 18:10,Kachmazov A.,0,6^3,6^4,,,,3,6,51%,80% (32/40),61% (23/38),50% (2/4),20% (10/50),50% (19/38),33% (2/6),5,71% (55/78),33% (29/88),51% (84/166),2,83% (10/12),17% (2/12),50% (12/24),"['1', '3', '3', '6']","['2', '7']",[],[],[],2.24
08.07. 18:10,Gomez F. A.,2,7^7,7^7,,,,10,5,57%,80% (40/50),50% (19/38),67% (4/6),20% (8/40),39% (15/38),50% (2/4),4,67% (59/88),29% (23/78),49% (82/166),3,83% (10/12),17% (2/12),50% (12/24),"['1', '3']",[],[],[],[],1.61
CHALLENGER MEN - SINGLES :  Karlsruhe (Germany),clay,header
03.07. 15:50,Kachmazov A.,1,6,4,5,,,7,7,52%,78% (39/50),26% (12/47),53% (8/15),32% (20/62),66% (27/41),43% (6/14),7,53% (51/97),46% (47/103),49% (98/200),3,56% (9/16),40% (6/15),48% (15/31),['3'],"['2', '4', '6']","['2', '3', '7']",[],[],2.15
03.07. 15:50,Masur D.,2,3,6,7,,,1,5,60%,68% (42/62),34% (14/41),57% (8/14),22% (11/50),74% (35/47),47% (7/15),7,54% (56/103),47% (46/97),51% (102/200),5,60% (9/15),44% (7/16),52% (16/31),"['2', '5']","['2', '4']","['1', '3']",[],[],1.59
CHALLENGER MEN - SINGLES :  Blois (France),clay,header
21.06. 17:00,Kachmazov A.,0,3,4,,,,3,1,59%,64% (25/39),44% (12/27),67% (6/9),25% (8/32),30% (6/20),100% (1/1),4,56% (37/66),27% (14/52),43% (51/118),2,67% (6/9),10% (1/10),37% (7/19),"['3', '5']",['2'],[],[],[],1.88
21.06. 17:00,Hemery C.,2,6,6,,,,8,2,62%,75% (24/32),70% (14/20),0% (0/1),36% (14/39),56% (15/27),33% (3/9),5,73% (38/52),44% (29/66),57% (67/118),5,90% (9/10),33% (3/9),63% (12/19),['1'],[],[],[],[],1.83
20.06. 19:25,Kachmazov A.,2,6,6,,,,10,3,59%,83% (24/29),65% (13/20),0% (0/0),29% (9/31),57% (12/21),75% (3/4),8,76% (37/49),40% (21/52),57% (58/101),3,100% (9/9),33% (3/9),67% (12/18),[],[],[],[],[],2.36
20.06. 19:25,Kirkin E.,0,2,4,,,,7,0,60%,71% (22/31),43% (9/21),25% (1/4),17% (5/29),35% (7/20),0% (0/0),4,60% (31/52),24% (12/49),43% (43/101),1,67% (6/9),0% (0/9),33% (6/18),"['2', '5']",['4'],[],[],[],1.55
20.06. 14:10,Kachmazov A.,2,6,7,,,,14,4,48%,85% (23/27),59% (17/29),0% (0/1),37% (15/41),63% (20/32),40% (4/10),7,71% (40/56),48% (35/73),58% (75/129),3,90% (9/10),40% (4/10),65% (13/20),[],['4'],[],[],[],3.13
20.06. 14:10,Bouquet L.,0,2,5,,,,6,1,56%,63% (26/41),38% (12/32),60% (6/10),15% (4/27),41% (12/29),100% (1/1),5,52% (38/73),29% (16/56),42% (54/129),2,60% (6/10),10% (1/10),35% (7/20),"['1', '4']","['3', '6']",[],[],[],1.34
19.06. 19:45,Kachmazov A.,2,6,7^8,,,,11,0,61%,73% (37/51),63% (20/32),100% (6/6),15% (5/33),46% (12/26),33% (1/3),7,69% (57/83),29% (17/59),52% (74/142),3,100% (11/11),10% (1/10),57% (12/21),[],['2'],[],[],[],1.67
19.06. 19:45,Bourgue M.,0,3,6^6,,,,8,2,56%,85% (28/33),54% (14/26),67% (2/3),27% (14/51),38% (12/32),0% (0/6),6,71% (42/59),31% (26/83),48% (68/142),1,90% (9/10),0% (0/11),43% (9/21),['5'],"['2', '5', '7']",[],[],[],2.02
CHALLENGER MEN - SINGLES :  Lyon (France),clay,header
12.06. 17:55,Kachmazov A.,0,0,2,,,,3,3,61%,57% (16/28),22% (4/18),44% (4/9),28% (8/29),40% (10/25),0% (0/6),3,43% (20/46),33% (18/54),38% (38/100),1,29% (2/7),0% (0/7),14% (2/14),"['1', '3', '5']","['2', '4']",[],[],[],5.52
12.06. 17:55,Muller A.,2,6,6,,,,2,2,54%,72% (21/29),60% (15/25),100% (6/6),43% (12/28),78% (14/18),56% (5/9),6,67% (36/54),57% (26/46),62% (62/100),6,100% (7/7),71% (5/7),86% (12/14),[],[],[],[],[],1.15
10.06. 18:50,Kachmazov A.,2,6,6,,,,3,3,42%,77% (17/22),60% (18/30),100% (1/1),50% (7/14),54% (13/24),100% (4/4),5,67% (35/52),53% (20/38),61% (55/90),5,100% (8/8),57% (4/7),80% (12/15),[],[],[],[],[],3.31
10.06. 18:50,Malige M.,0,1,2,,,,1,6,37%,50% (7/14),46% (11/24),0% (0/4),23% (5/22),40% (12/30),0% (0/1),4,47% (18/38),33% (17/52),39% (35/90),1,43% (3/7),0% (0/8),20% (3/15),"['2', '4']","['1', '3']",[],[],[],1.31
CHALLENGER MEN - SINGLES :  Prostejov (Czech Republic),clay,header
03.06. 16:30,Kachmazov A.,1,4,6,4,,,8,9,47%,72% (34/47),52% (28/54),70% (7/10),11% (4/38),41% (16/39),40% (2/5),5,61% (62/101),26% (20/77),46% (82/178),3,80% (12/15),13% (2/15),47% (14/30),['5'],[],"['3', '5']",[],[],1.65
03.06. 16:30,Paulson A.,2,6,4,6,,,4,3,49%,89% (34/38),59% (23/39),60% (3/5),28% (13/47),48% (26/54),30% (3/10),7,74% (57/77),39% (39/101),54% (96/178),4,87% (13/15),20% (3/15),53% (16/30),[],['6'],['3'],[],[],2.18
CHALLENGER MEN - SINGLES :  Vicenza (Italy),clay,header
28.05. 21:30,Kachmazov A.,0,6^10,5,,,,2,2,58%,67% (35/52),49% (18/37),25% (1/4),23% (12/52),54% (15/28),50% (2/4),6,60% (53/89),34% (27/80),47% (80/169),5,75% (9/12),17% (2/12),46% (11/24),"['1', '3', '3', '4', '7', '10', '11']",['7'],[],[],[],1.39
28.05. 21:30,Andreev A.,2,7^12,7,,,,3,1,65%,77% (40/52),46% (13/28),50% (2/4),33% (17/52),51% (19/37),75% (3/4),7,66% (53/80),40% (36/89),53% (89/169),4,83% (10/12),25% (3/12),54% (13/24),"['2', '4', '3', '4', '7', '10']",[],[],[],[],2.89
CHALLENGER MEN - SINGLES :  Vicenza (Italy) - Qualification,clay,header
27.05. 17:05,Kachmazov A.,2,7,6,,,,11,1,66%,77% (30/39),60% (12/20),0% (0/1),39% (15/38),42% (8/19),75% (3/4),9,71% (42/59),40% (23/57),56% (65/116),3,91% (10/11),30% (3/10),62% (13/21),['3'],[],[],[],[],2.23
27.05. 17:05,Giannessi A.,0,5,3,,,,2,5,67%,61% (23/38),58% (11/19),25% (1/4),23% (9/39),40% (8/20),100% (1/1),4,60% (34/57),29% (17/59),44% (51/116),3,70% (7/10),9% (1/11),38% (8/21),"['4', '7']",['5'],[],[],[],1.62
