Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
24.06.,Olivieri G. A.,2,,,,,,0,3,79%,58% (33/57),47% (7/15),38% (3/8),41% (28/68),69% (22/32),41% (7/17),56% (40/72),50% (50/100),52% (90/172),7,0,62% (8/13),50% (7/14),56% (15/27),"['3', '2', '6', '3']","['3', '3']","['1', '0', '2', '1', '4', '3', '6', '3']",[],[],1.23
24.06.,Huertas Del Pino C.,1,,,,,,0,3,68%,59% (40/68),31% (10/32),59% (10/17),42% (24/57),53% (8/15),63% (5/8),50% (50/100),44% (32/72),48% (82/172),3,3,50% (7/14),38% (5/13),44% (12/27),[],"['2', '1', '4', '3', '6', '3']","['1', '1', '2', '2']",[],[],3.90
15.06.,De La Fuente S.,2,,,,,,1,1,71%,67% (26/39),50% (8/16),67% (2/3),36% (10/28),77% (20/26),50% (5/10),62% (34/55),56% (30/54),59% (64/109),8,0,88% (7/8),63% (5/8),75% (12/16),"['2', '1', '4', '1']","['1', '0', '3', '2', '5', '2']",[],[],[],2.12
15.06.,Huertas Del Pino C.,0,,,,,,1,5,52%,64% (18/28),23% (6/26),50% (5/10),33% (13/39),50% (8/16),33% (1/3),44% (24/54),38% (21/55),41% (45/109),2,1,38% (3/8),13% (1/8),25% (4/16),[],"['2', '2']",[],[],[],1.67
10.06.,Bagnis F.,2,,,,,,2,2,64%,70% (31/44),40% (10/25),57% (4/7),45% (21/47),72% (13/18),71% (5/7),59% (41/69),52% (34/65),56% (75/134),6,0,70% (7/10),56% (5/9),63% (12/19),"['3', '1', '4', '2', '5', '3']","['2', '3', '4', '3']",[],[],[],1.30
10.06.,Huertas Del Pino C.,0,,,,,,4,1,72%,55% (26/47),28% (5/18),29% (2/7),30% (13/44),60% (15/25),43% (3/7),48% (31/65),41% (28/69),44% (59/134),4,0,44% (4/9),30% (3/10),37% (7/19),"['2', '3', '3', '4']","['3', '1']",[],[],[],3.47
11.05.,Linde Palacios S. A.,1,,,,,,2,2,49%,81% (17/21),68% (15/22),0% (0/1),23% (7/30),54% (14/26),100% (1/1),74% (32/43),38% (21/56),54% (53/99),6,0,86% (6/7),13% (1/8),47% (7/15),"['4', '4']",[],[],[],[],4.95
11.05.,Huertas Del Pino C.,0,,,,,,2,4,54%,77% (23/30),46% (12/26),0% (0/1),19% (4/21),32% (7/22),100% (1/1),63% (35/56),26% (11/43),46% (46/99),4,0,88% (7/8),14% (1/7),53% (8/15),"['4', '3']",[],[],[],[],1.15
06.05.,Kuzuhara B.,2,,,,,,0,0,67%,55% (40/73),56% (20/36),75% (12/16),45% (28/62),55% (21/38),40% (6/15),55% (60/109),49% (49/100),52% (109/209),6,0,69% (9/13),46% (6/13),58% (15/26),"['2', '0', '6', '4']","['1', '1']","['1', '0', '4', '1', '6', '1']",[],[],2.00
06.05.,Huertas Del Pino C.,1,,,,,,4,7,62%,55% (34/62),45% (17/38),60% (9/15),45% (33/73),44% (16/36),25% (4/16),51% (51/100),45% (49/109),48% (100/209),4,2,54% (7/13),31% (4/13),42% (11/26),"['1', '2']","['1', '0', '4', '3', '6', '3']",[],[],[],1.74
05.05.,Huertas Del Pino C.,2,,,,,,9,2,65%,83% (25/30),50% (8/16),0% (0/0),40% (10/25),65% (13/20),40% (4/10),72% (33/46),51% (23/45),62% (56/91),4,0,100% (8/8),57% (4/7),80% (12/15),"['2', '0', '5', '1']","['2', '1', '4', '1']",[],[],[],1.79
05.05.,Estevez J.,0,,,,,,0,1,56%,60% (15/25),35% (7/20),60% (6/10),17% (5/30),50% (8/16),0% (0/0),49% (22/45),28% (13/46),38% (35/91),6,3,43% (3/7),0% (0/8),20% (3/15),[],[],[],[],[],1.94
04.05.,Huertas Del Pino C.,2,,,,,,1,1,62%,64% (18/28),76% (13/17),50% (1/2),51% (24/47),67% (10/15),38% (5/13),69% (31/45),55% (34/62),61% (65/107),6,0,88% (7/8),63% (5/8),75% (12/16),"['2', '1', '4', '1', '6', '1']","['2', '0', '4', '2']",[],[],[],1.55
04.05.,Klintcharov A.,0,,,,,,0,0,76%,49% (23/47),33% (5/15),62% (8/13),36% (10/28),24% (4/17),50% (1/2),45% (28/62),31% (14/45),39% (42/107),4,0,38% (3/8),13% (1/8),25% (4/16),[],"['1', '2']",[],[],[],2.36
01.05.,Pucinelli de Almeida M.,2,,,,,,3,6,65%,75% (36/48),46% (12/26),83% (5/6),34% (11/32),68% (17/25),57% (4/7),65% (48/74),49% (28/57),58% (76/131),6,0,90% (9/10),44% (4/9),68% (13/19),"['5', '5', '7', '5']","['2', '0', '4', '0']",[],[],[],1.31
01.05.,Huertas Del Pino C.,0,,,,,,0,2,56%,66% (21/32),32% (8/25),43% (3/7),25% (12/48),54% (14/26),17% (1/6),51% (29/57),35% (26/74),42% (55/131),4,0,56% (5/9),10% (1/10),32% (6/19),"['3', '2']",[],[],[],[],3.26
29.04.,Huertas Del Pino C.,2,,,,,,5,1,68%,72% (53/74),54% (19/35),83% (10/12),33% (18/54),41% (14/34),43% (3/7),66% (72/109),36% (32/88),53% (104/197),5,0,88% (14/16),20% (3/15),55% (17/31),"['5', '3']","['4', '3']","['1', '0']",[],[],3.63
29.04.,Kicker N.,1,,,,,,0,2,61%,67% (36/54),59% (20/34),57% (4/7),28% (21/74),46% (16/35),17% (2/12),64% (56/88),34% (37/109),47% (93/197),5,0,80% (12/15),13% (2/16),45% (14/31),[],"['5', '5', '7', '5']",[],[],[],1.26
28.04.,Huertas Del Pino C.,1,,,,,,1,1,39%,75% (9/12),63% (12/19),50% (1/2),29% (4/14),58% (15/26),33% (3/9),68% (21/31),48% (19/40),56% (40/71),8,0,80% (4/5),50% (3/6),64% (7/11),"['2', '1', '3', '2']","['1', '0']",[],[],[],2.53
28.04.,Mager G.,0,,,,,,1,3,35%,71% (10/14),42% (11/26),67% (6/9),25% (3/12),37% (7/19),50% (1/2),53% (21/40),32% (10/31),44% (31/71),2,0,50% (3/6),20% (1/5),36% (4/11),"['2', '2']",[],[],[],[],1.48
27.04.,Huertas Del Pino C.,2,,,,,,5,1,69%,77% (24/31),50% (7/14),67% (2/3),61% (20/33),52% (12/23),42% (5/12),69% (31/45),57% (32/56),62% (63/101),8,0,88% (7/8),63% (5/8),75% (12/16),"['3', '2', '6', '3']","['2', '0', '3', '1', '5', '1']",[],[],[],1.03
27.04.,Albuquerque Dietrich P.,0,,,,,,1,5,59%,39% (13/33),48% (11/23),58% (7/12),23% (7/31),50% (7/14),33% (1/3),43% (24/56),31% (14/45),38% (38/101),2,1,38% (3/8),13% (1/8),25% (4/16),[],"['1', '2']",[],[],[],10.00
24.04.,Dellien Velasco M. A.,2,,,,,,2,1,70%,74% (26/35),60% (9/15),0% (0/1),36% (14/39),65% (15/23),50% (4/8),70% (35/50),47% (29/62),57% (64/112),7,0,89% (8/9),44% (4/9),67% (12/18),"['2', '0', '6', '4']","['2', '0', '6', '2']",[],[],[],1.23
24.04.,Huertas Del Pino C.,0,,,,,,3,1,63%,64% (25/39),35% (8/23),50% (4/8),26% (9/35),40% (6/15),100% (1/1),53% (33/62),30% (15/50),43% (48/112),3,1,56% (5/9),11% (1/9),33% (6/18),"['2', '3']",[],[],[],[],3.88
23.04.,Huertas Del Pino C.,2,,,,,,5,3,65%,73% (47/64),44% (15/34),50% (3/6),30% (16/53),45% (20/44),60% (3/5),63% (62/98),37% (36/97),50% (98/195),7,0,80% (12/15),19% (3/16),48% (15/31),"['5', '4']",[],"['2', '2', '6', '6']",[],[],1.65
23.04.,Rodriguez L. J.,1,,,,,,0,5,55%,70% (37/53),55% (24/44),40% (2/5),27% (17/64),56% (19/34),50% (3/6),63% (61/97),37% (36/98),50% (97/195),3,1,81% (13/16),20% (3/15),52% (16/31),[],"['5', '3']","['2', '1', '6', '5']",[],[],2.16
22.04.,Huertas Del Pino C.,2,,,,,,10,3,57%,83% (29/35),42% (11/26),100% (3/3),39% (15/38),44% (11/25),43% (3/7),66% (40/61),41% (26/63),53% (66/124),5,0,100% (9/9),33% (3/9),67% (12/18),"['4', '3', '6', '3']","['2', '0']",[],[],[],1.33
22.04.,Leite W.,0,,,,,,2,1,60%,61% (23/38),56% (14/25),57% (4/7),17% (6/35),58% (15/26),0% (0/3),59% (37/63),34% (21/61),47% (58/124),5,2,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],3.14
21.04.,Huertas Del Pino C.,2,,,,,,5,1,68%,79% (22/28),54% (7/13),0% (0/0),41% (14/34),69% (18/26),42% (5/12),71% (29/41),53% (32/60),60% (61/101),7,0,100% (7/7),63% (5/8),80% (12/15),"['1', '0', '6', '3']","['2', '0', '4', '0', '6', '0']",[],[],[],1.08
21.04.,Carou I.,0,,,,,,3,7,57%,59% (20/34),31% (8/26),58% (7/12),21% (6/28),46% (6/13),0% (0/0),47% (28/60),29% (12/41),40% (40/101),3,0,38% (3/8),0% (0/7),20% (3/15),[],[],[],[],[],6.80
03.04.,Soto M.,2,,,,,,0,4,57%,71% (37/52),55% (22/40),33% (2/6),30% (17/57),59% (22/37),67% (4/6),64% (59/92),41% (39/94),53% (98/186),8,0,75% (12/16),25% (4/16),50% (16/32),"['3', '2']","['1', '0', '2', '3', '4', '3']",[],[],[],1.22
03.04.,Huertas Del Pino C.,1,,,,,,12,6,61%,70% (40/57),41% (15/37),33% (2/6),29% (15/52),45% (18/40),67% (4/6),59% (55/94),36% (33/92),47% (88/186),2,0,75% (12/16),25% (4/16),50% (16/32),"['4', '4', '6', '4']","['1', '1', '3', '1']",[],[],[],4.02
01.04.,Huertas Del Pino C.,2,,,,,,2,7,52%,74% (28/38),54% (19/35),50% (2/4),38% (19/50),60% (24/40),38% (5/13),64% (47/73),48% (43/90),55% (90/163),4,0,85% (11/13),42% (5/12),64% (16/25),[],"['2', '0', '3', '1', '5', '1']","['1', '0', '3', '0']",[],[],1.01
01.04.,Albieri G.,1,,,,,,0,10,56%,62% (31/50),40% (16/40),62% (8/13),26% (10/38),46% (16/35),50% (2/4),52% (47/90),36% (26/73),45% (73/163),6,1,58% (7/12),15% (2/13),36% (9/25),"['2', '1']","['1', '2']",[],[],[],12.20
31.03.,Huertas Del Pino C.,2,,,,,,7,4,56%,75% (41/55),43% (19/44),70% (7/10),39% (22/57),53% (18/34),63% (5/8),61% (60/99),44% (40/91),53% (100/190),7,0,79% (11/14),33% (5/15),55% (16/29),[],"['2', '0', '4', '0', '6', '2']","['4', '4', '7', '5']",[],[],1.39
31.03.,Orlov V.,1,,,,,,2,4,63%,61% (35/57),47% (16/34),38% (3/8),25% (14/55),57% (25/44),30% (3/10),56% (51/91),39% (39/99),47% (90/190),3,0,67% (10/15),21% (3/14),45% (13/29),"['4', '2']","['2', '5']","['3', '2']",[],[],2.85
30.03.,Huertas Del Pino C.,2,,,,,,3,4,59%,61% (20/33),57% (13/23),57% (4/7),55% (17/31),60% (18/30),60% (6/10),59% (33/56),57% (35/61),58% (68/117),7,0,60% (6/10),75% (6/8),67% (12/18),"['1', '2', '5', '4']","['1', '0', '2', '1', '4', '1', '5', '2']",[],[],[],1.09
