Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
26.08.,Moriya H.,2,,,,,,1,4,58%,63% (31/49),56% (20/36),50% (4/8),38% (17/45),58% (26/45),55% (6/11),60% (51/85),48% (43/90),54% (94/175),5,0,71% (10/14),43% (6/14),57% (16/28),"['4', '2', '6', '2']","['2', '0']","['4', '2', '5', '3', '6', '4']",[],[],2.10
26.08.,Yevseyev D.,1,,,,,,12,1,50%,62% (28/45),42% (19/45),45% (5/11),37% (18/49),44% (16/36),50% (4/8),52% (47/90),40% (34/85),46% (81/175),5,0,57% (8/14),29% (4/14),43% (12/28),[],"['3', '4', '5', '4']","['3', '4', '4', '5']",[],[],1.62
13.08.,Dellien Velasco M. A.,2,,,,,,1,2,63%,74% (26/35),48% (10/21),80% (4/5),40% (19/47),61% (14/23),57% (4/7),17,28,100% (2/2),64% (36/56),48% (34/71),55% (70/127),8,0,89% (8/9),40% (4/10),63% (12/19),"['1', '2', '3', '2']","['1', '0', '6', '3']",[],[],[],20.5
13.08.,Yevseyev D.,0,,,,,,1,2,67%,60% (28/47),39% (9/23),43% (3/7),26% (9/35),52% (11/21),20% (1/5),9,30,67% (6/9),52% (37/71),36% (20/56),45% (57/127),2,0,60% (6/10),11% (1/9),37% (7/19),"['2', '0']",[],[],[],[],1.72
12.08.,Yevseyev D.,2,,,,,,2,2,51%,68% (15/22),62% (13/21),50% (1/2),59% (19/32),75% (12/16),55% (6/11),5,16,0% (0/2),65% (28/43),65% (31/48),65% (59/91),7,0,86% (6/7),86% (6/7),86% (12/14),"['1', '0', '4', '1', '5', '2']","['1', '0', '3', '0', '5', '0']",[],[],[],19.5
12.08.,Zapata Miralles B.,0,,,,,,0,4,67%,41% (13/32),25% (4/16),45% (5/11),32% (7/22),38% (8/21),50% (1/2),8,42,67% (2/3),35% (17/48),35% (15/43),35% (32/91),3,0,14% (1/7),14% (1/7),14% (2/14),"['2', '4']",[],[],[],[],1.60
05.08.,Kym J.,2,,,,,,2,6,47%,69% (18/26),55% (16/29),67% (4/6),44% (17/39),74% (17/23),63% (5/8),22,32,80% (8/10),62% (34/55),55% (34/62),58% (68/117),6,0,78% (7/9),56% (5/9),67% (12/18),"['4', '2', '6', '2']","['2', '0', '4', '2', '6', '4']",[],[],[],1.14
05.08.,Yevseyev D.,0,,,,,,0,3,63%,56% (22/39),26% (6/23),38% (3/8),31% (8/26),45% (13/29),33% (2/6),10,17,100% (6/6),45% (28/62),38% (21/55),42% (49/117),4,1,44% (4/9),22% (2/9),33% (6/18),[],"['2', '3', '4', '5']",[],[],[],5.05
29.07.,Butvilas E.,2,,,,,,4,5,62%,73% (32/44),48% (13/27),60% (3/5),39% (20/51),54% (13/24),40% (4/10),27,38,50% (6/12),63% (45/71),44% (33/75),53% (78/146),7,0,80% (8/10),40% (4/10),60% (12/20),"['1', '0', '5', '2']","['1', '0', '6', '5']",[],[],[],1.31
29.07.,Yevseyev D.,0,,,,,,0,1,68%,61% (31/51),46% (11/24),60% (6/10),27% (12/44),52% (14/27),40% (2/5),14,32,44% (4/9),56% (42/75),37% (26/71),47% (68/146),3,1,60% (6/10),20% (2/10),40% (8/20),[],"['2', '2', '6', '6']",[],[],[],3.27
22.07.,Hemery C.,2,,,,,,8,1,82%,74% (34/46),50% (5/10),88% (7/8),48% (14/29),41% (7/17),100% (4/4),24,23,63% (5/8),66% (37/56),50% (23/46),59% (60/102),7,0,89% (8/9),44% (4/9),67% (12/18),"['2', '0', '5', '3']","['1', '0', '6', '3']",[],[],[],1.28
22.07.,Yevseyev D.,0,,,,,,1,2,63%,52% (15/29),59% (10/17),0% (0/4),26% (12/46),50% (5/10),13% (1/8),8,15,57% (4/7),50% (23/46),34% (19/56),41% (42/102),3,0,56% (5/9),11% (1/9),33% (6/18),"['3', '4']",[],[],[],[],3.47
06.07.,Gima S.,2,,,,,,2,1,47%,74% (23/31),63% (22/35),50% (1/2),30% (15/50),53% (8/15),67% (2/3),68% (45/66),35% (23/65),52% (68/131),6,0,91% (10/11),18% (2/11),55% (12/22),"['2', '0']","['2', '1']",[],[],[],2.63
06.07.,Yevseyev D.,0,,,,,,1,0,77%,70% (35/50),47% (7/15),33% (1/3),26% (8/31),37% (13/35),50% (1/2),65% (42/65),32% (21/66),48% (63/131),4,0,82% (9/11),9% (1/11),45% (10/22),"['2', '3']",[],[],[],[],1.45
17.06.,Tirante T. A.,2,,,,,,1,4,56%,70% (21/30),42% (10/24),50% (3/6),54% (15/28),68% (21/31),70% (7/10),57% (31/54),61% (36/59),59% (67/113),5,0,63% (5/8),78% (7/9),71% (12/17),"['1', '2', '4', '3', '5', '4']","['1', '0', '3', '0', '5', '0', '6', '1']",[],[],[],1.26
17.06.,Yevseyev D.,0,,,,,,0,5,47%,46% (13/28),32% (10/31),30% (3/10),30% (9/30),58% (14/24),50% (3/6),39% (23/59),43% (23/54),41% (46/113),5,0,22% (2/9),38% (3/8),29% (5/17),"['2', '0', '4', '4']","['1', '5']",[],[],[],3.63
08.06.,Opelka R.,2,,,,,,16,5,58%,82% (37/45),39% (13/33),75% (3/4),36% (13/36),46% (13/28),75% (3/4),35,45,81% (17/21),64% (50/78),41% (26/64),54% (76/142),6,0,90% (9/10),33% (3/9),63% (12/19),"['2', '0', '5', '1']","['5', '4']",[],[],[],1.24
08.06.,Yevseyev D.,0,,,,,,4,1,56%,64% (23/36),54% (15/28),25% (1/4),18% (8/45),61% (20/33),25% (1/4),10,9,75% (6/8),59% (38/64),36% (28/78),46% (66/142),4,2,67% (6/9),10% (1/10),37% (7/19),[],"['5', '5']",[],[],[],3.80
04.06.,Buse I.,2,,,,,,1,1,68%,80% (20/25),75% (9/12),0% (0/0),55% (17/31),59% (10/17),71% (5/7),78% (29/37),56% (27/48),66% (56/85),9,0,100% (7/7),63% (5/8),80% (12/15),"['1', '0', '3', '0', '5', '0']","['4', '3', '6', '3']",[],[],[],1.26
