Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
24.08.,Spizzirri E.,3,,,,,,5,3,72%,67% (58/86),61% (20/33),80% (8/10),34% (30/89),62% (21/34),31% (4/13),31,27,47% (8/17),66% (78/119),41% (51/123),53% (129/242),6,0,88% (15/17),24% (4/17),56% (19/34),2222,"['5', '3', '7', '5']","['6', '4']","['3', '3']",[],[],1.46
24.08.,Dostanic S.,0,,,,,,13,4,72%,66% (59/89),38% (13/34),69% (9/13),33% (28/86),39% (13/33),20% (2/10),39,36,43% (10/23),59% (72/123),34% (41/119),47% (113/242),4,0,76% (13/17),12% (2/17),44% (15/34),2089,"['4', '5']",[],"['3', '2']",[],[],2.78
20.08.,Sonego L.,2,,,,,,7,6,70%,74% (57/77),48% (16/33),71% (5/7),34% (26/76),50% (18/36),38% (3/8),28,41,48% (11/23),66% (73/110),39% (44/112),53% (117/222),7,0,88% (15/17),19% (3/16),55% (18/33),"['4', '2']","['3', '4']","['4', '4']",[],[],1.18
20.08.,Dostanic S.,1,,,,,,6,6,68%,66% (50/76),50% (18/36),63% (5/8),26% (20/77),52% (17/33),29% (2/7),29,54,100% (28/28),61% (68/112),34% (37/110),47% (105/222),3,3,81% (13/16),12% (2/17),45% (15/33),[],"['2', '0']","['1', '0']",[],[],5.05
18.08.,Dostanic S.,2,,,,,,3,2,61%,81% (22/27),65% (11/17),75% (3/4),31% (9/29),65% (15/23),57% (4/7),7,12,88% (7/8),75% (33/44),46% (24/52),59% (57/96),7,0,89% (8/9),44% (4/9),67% (12/18),"['2', '1']","['1', '0', '2', '1', '5', '2']",[],[],[],18.5
18.08.,Vukic A.,0,,,,,,8,6,56%,69% (20/29),35% (8/23),43% (3/7),19% (5/27),35% (6/17),25% (1/4),13,28,75% (3/4),54% (28/52),25% (11/44),41% (39/96),3,0,56% (5/9),11% (1/9),33% (6/18),[],"['1', '1']",[],[],[],1.22
07.08.,Hussey G.,1,,,,,,6,4,65%,61% (42/69),57% (21/37),75% (9/12),33% (16/49),50% (11/22),80% (4/5),18,30,71% (10/14),59% (63/106),38% (27/71),51% (90/177),5,1,79% (11/14),29% (4/14),54% (15/28),[],"['1', '0', '6', '5']","['1', '0', '3', '0']",[],[],2.25
07.08.,Dostanic S.,1,,,,,,4,1,69%,67% (33/49),50% (11/22),20% (1/5),39% (27/69),43% (16/37),25% (3/12),24,43,67% (14/21),62% (44/71),41% (43/106),49% (87/177),5,0,71% (10/14),21% (3/14),46% (13/28),"['6', '4']","['4', '4']","['1', '3']",[],[],1.60
05.08.,Dostanic S.,1,,,,,,7,5,62%,77% (41/53),58% (19/33),67% (2/3),23% (12/53),56% (19/34),33% (2/6),45,46,89% (16/18),70% (60/86),36% (31/87),53% (91/173),7,2,92% (12/13),15% (2/13),54% (14/26),[],"['3', '4']","['2', '0']",[],[],1.79
05.08.,Tomic B.,1,,,,,,5,2,61%,77% (41/53),44% (15/34),67% (4/6),23% (12/53),42% (14/33),33% (1/3),14,29,43% (3/7),64% (56/87),30% (26/86),47% (82/173),3,0,85% (11/13),8% (1/13),46% (12/26),[],"['4', '2']",[],[],[],1.94
29.07.,Spizzirri E.,2,,,,,,5,0,81%,70% (30/43),50% (5/10),33% (1/3),43% (24/56),75% (18/24),36% (5/14),18,21,57% (4/7),66% (35/53),53% (42/80),58% (77/133),6,0,78% (7/9),63% (5/8),71% (12/17),"['1', '1', '3', '1', '5', '3']","['2', '1', '5', '2']",[],[],[],1.55
29.07.,Dostanic S.,0,,,,,,5,1,70%,57% (32/56),25% (6/24),64% (9/14),30% (13/43),50% (5/10),67% (2/3),19,39,72% (13/18),48% (38/80),34% (18/53),42% (56/133),4,3,38% (3/8),22% (2/9),29% (5/17),"['1', '0', '2', '3']",[],[],[],[],2.36
28.07.,Dostanic S.,2,,,,,,12,5,60%,83% (40/48),38% (12/32),33% (1/3),26% (12/47),57% (20/35),60% (3/5),32,33,67% (6/9),65% (52/80),39% (32/82),52% (84/162),6,0,83% (10/12),25% (3/12),54% (13/24),"['2', '1', '6', '5']","['1', '0']",[],[],[],1.70
28.07.,Maloney P.,0,,,,,,18,9,57%,74% (35/47),43% (15/35),40% (2/5),17% (8/48),63% (20/32),67% (2/3),31,32,50% (1/2),61% (50/82),35% (28/80),48% (78/162),4,1,75% (9/12),17% (2/12),46% (11/24),"['5', '5']","['3', '3']",[],[],[],2.08
27.07.,Dostanic S.,2,,,,,,7,3,61%,79% (26/33),62% (13/21),0% (0/1),29% (10/34),60% (18/30),67% (4/6),21,25,73% (8/11),72% (39/54),44% (28/64),57% (67/118),8,0,90% (9/10),40% (4/10),65% (13/20),"['1', '0', '4', '1']","['3', '2', '6', '5']",[],[],[],1.12
27.07.,Weekes J.,0,,,,,,5,9,53%,71% (24/34),40% (12/30),33% (2/6),21% (7/33),38% (8/21),100% (1/1),13,26,75% (3/4),56% (36/64),28% (15/54),43% (51/118),2,0,60% (6/10),10% (1/10),35% (7/20),[],"['5', '5']",[],[],[],5.50
20.07.,Wu Tung-Lin,2,,,,,,1,4,67%,75% (30/40),65% (13/20),100% (4/4),38% (15/39),45% (9/20),43% (3/7),12,22,63% (5/8),72% (43/60),41% (24/59),56% (67/119),8,0,100% (9/9),30% (3/10),63% (12/19),"['1', '0']","['3', '2', '6', '3']",[],[],[],2.06
20.07.,Dostanic S.,0,,,,,,8,3,66%,62% (24/39),55% (11/20),57% (4/7),25% (10/40),35% (7/20),0% (0/4),15,30,0% (0/1),59% (35/59),28% (17/60),44% (52/119),2,0,70% (7/10),0% (0/9),37% (7/19),[],[],[],[],[],1.71
30.06.,Martin A.,2,,,,,,1,6,60%,72% (36/50),59% (20/34),0% (0/2),32% (20/62),50% (16/32),50% (4/8),12,29,86% (6/7),67% (56/84),38% (36/94),52% (92/178),7,0,87% (13/15),25% (4/16),55% (17/31),"['2', '1']","['1', '0']","['1', '0', '6', '3']",[],[],1.84
30.06.,Dostanic S.,1,,,,,,5,6,66%,68% (42/62),50% (16/32),50% (4/8),28% (14/50),41% (14/34),100% (2/2),24,53,58% (14/24),62% (58/94),33% (28/84),48% (86/178),3,0,75% (12/16),13% (2/15),45% (14/31),[],"['3', '3', '7', '5']",[],[],[],1.88
04.06.,Noguchi R.,2,,,,,,6,1,61%,68% (40/59),49% (18/37),50% (3/6),43% (28/65),58% (29/50),26% (7/27),60% (58/96),50% (57/115),55% (115/211),7,0,77% (10/13),50% (7/14),63% (17/27),"['2', '1']","['2', '1', '3', '2', '5', '2']","['2', '1', '4', '1', '6', '1']",[],[],2.21
04.06.,Dostanic S.,1,,,,,,6,5,57%,57% (37/65),42% (21/50),74% (20/27),32% (19/59),51% (19/37),50% (3/6),50% (58/115),40% (38/96),45% (96/211),3,2,50% (7/14),23% (3/13),37% (10/27),"['2', '2', '7', '5']","['2', '2']",[],[],[],1.62
03.06.,Dostanic S.,2,,,,,,5,4,57%,74% (35/47),61% (22/36),100% (3/3),33% (14/43),42% (16/38),33% (1/3),69% (57/83),37% (30/81),53% (87/164),5,0,100% (11/11),9% (1/11),55% (12/22),[],"['1', '0']",[],[],[],2.48
03.06.,Zheng M.,0,,,,,,2,5,53%,67% (29/43),58% (22/38),67% (2/3),26% (12/47),39% (14/36),0% (0/3),63% (51/81),31% (26/83),47% (77/164),5,4,91% (10/11),0% (0/11),45% (10/22),[],[],[],[],[],1.50
06.04.,Perez A.,2,,,,,,2,4,58%,67% (30/45),56% (18/32),100% (3/3),37% (10/27),43% (9/21),60% (3/5),62% (48/77),40% (19/48),54% (67/125),6,0,100% (9/9),33% (3/9),67% (12/18),"['2', '1']","['2', '1', '5', '2']",[],[],[],2.36
06.04.,Dostanic S.,0,,,,,,3,4,56%,63% (17/27),57% (12/21),40% (2/5),33% (15/45),44% (14/32),0% (0/3),60% (29/48),38% (29/77),46% (58/125),4,2,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],1.55
30.03.,Dostanic S.,2,,,,,,[],"['1', '0', '2', '1', '4', '3']","['1', '0', '6', '3']",[],[],1.59
30.03.,Martin A.,1,,,,,,"['2', '0', '6', '2']","['1', '1', '3', '3']",[],[],[],2.24
29.03.,Dostanic S.,2,,,,,,"['2', '2', '4', '2', '6', '2']","['2', '0']",[],[],[],1.68
29.03.,Blanch Dar.,0,,,,,,"['1', '0']",[],[],[],[],2.06
27.03.,Dostanic S.,2,,,,,,"['1', '2']","['3', '2', '6', '3']","['3', '3', '5', '3']",[],[],1.09
27.03.,Dickerson R.,1,,,,,,"['2', '0', '7', '5']",[],"['1', '0']",[],[],6.15
26.03.,Dostanic S.,2,,,,,,"['2', '1', '5', '2']","['4', '3']",[],[],[],1.09
26.03.,Chopra K.,0,,,,,,[],[],[],[],[],6.10
25.02.,Lestienne C.,2,,,,,,2,3,48%,66% (19/29),58% (18/31),67% (4/6),40% (17/43),68% (17/25),44% (4/9),62% (37/60),50% (34/68),55% (71/128),6,0,80% (8/10),44% (4/9),63% (12/19),"['2', '2', '4', '2']","['1', '2', '3', '2']",[],[],[],1.68
25.02.,Dostanic S.,0,,,,,,2,2,63%,60% (26/43),32% (8/25),56% (5/9),34% (10/29),42% (13/31),33% (2/6),50% (34/68),38% (23/60),45% (57/128),4,0,56% (5/9),20% (2/10),37% (7/19),"['2', '1']","['2', '0']",[],[],[],2.11
24.02.,Rybakov A.,2,,,,,,4,9,59%,73% (45/62),47% (20/43),60% (6/10),22% (11/50),53% (20/38),83% (5/6),62% (65/105),35% (31/88),50% (96/193),7,0,76% (13/17),29% (5/17),53% (18/34),[],"['2', '0', '7', '5']","['2', '4', '5', '5', '7', '5']",[],[],3.10
24.02.,Dostanic S.,1,,,,,,8,5,57%,78% (39/50),47% (18/38),17% (1/6),27% (17/62),53% (23/43),40% (4/10),65% (57/88),38% (40/105),50% (97/193),3,0,71% (12/17),24% (4/17),47% (16/34),"['4', '3']","['3', '4']","['1', '0', '3', '0']",[],[],1.34
23.02.,Dostanic S.,2,,,,,,5,2,69%,70% (31/44),45% (9/20),80% (4/5),38% (19/50),62% (21/34),29% (4/14),63% (40/64),48% (40/84),54% (80/148),7,0,89% (8/9),44% (4/9),67% (12/18),"['1', '0', '2', '1', '4', '1']","['5', '4']",[],[],[],1.43
23.02.,Quan R.,0,,,,,,0,11,60%,62% (31/50),38% (13/34),71% (10/14),30% (13/44),55% (11/20),20% (1/5),52% (44/84),38% (24/64),46% (68/148),3,1,56% (5/9),11% (1/9),33% (6/18),"['1', '1']",[],[],[],[],2.69
30.01.,Smith C.,2,,,,,,2,5,62%,69% (31/45),50% (14/28),80% (8/10),31% (11/36),57% (13/23),50% (4/8),62% (45/73),41% (24/59),52% (69/132),6,0,80% (8/10),40% (4/10),60% (12/20),"['6', '4']","['2', '0', '4', '0', '6', '4']",[],[],[],1.56
30.01.,Dostanic S.,0,,,,,,3,3,61%,69% (25/36),43% (10/23),50% (4/8),31% (14/45),50% (14/28),20% (2/10),59% (35/59),38% (28/73),48% (63/132),4,2,60% (6/10),20% (2/10),40% (8/20),[],"['2', '5', '4', '5']",[],[],[],2.33
29.01.,Dostanic S.,2,,,,,,9,7,56%,93% (37/40),61% (19/31),100% (2/2),22% (11/50),49% (17/35),33% (1/3),79% (56/71),33% (28/85),54% (84/156),8,0,100% (12/12),8% (1/12),54% (13/24),[],"['7', '5']",[],[],[],1.37
29.01.,Seggerman R.,0,,,,,,18,4,59%,78% (39/50),51% (18/35),67% (2/3),8% (3/40),39% (12/31),0% (0/2),67% (57/85),21% (15/71),46% (72/156),2,0,92% (11/12),0% (0/12),46% (11/24),[],[],[],[],[],2.99
09.01.,Zheng M.,2,,,,,,[],"['2', '1']","['2', '1', '4', '3', '6', '3']",[],[],2.15
09.01.,Dostanic S.,1,,,,,,[],[],"['3', '3']",[],[],1.64
08.01.,Dostanic S.,2,,,,,,"['1', '0', '4', '1', '6', '3']","['2', '0']",[],[],[],1.39
08.01.,Papoe R. M.,0,,,,,,"['2', '4']",[],[],[],[],2.81
23.11.2024,Dostanic S.,2,,,,,,"['1', '2']","['2', '0', '4', '0']","['1', '0', '4', '1', '6', '3']",[],[],1.53
23.11.2024,Gray A.,1,,,,,,"['2', '0', '3', '1', '5', '1']",[],"['2', '4']",[],[],2.37
22.11.2024,Dostanic S.,2,,,,,,"['1', '1', '3', '1', '5', '1']","['1', '0', '3', '0']",[],[],[],1.07
22.11.2024,Burnett E.,0,,,,,,"['1', '0']",[],[],[],[],7.15
21.11.2024,Dostanic S.,2,,,,,,"['1', '0', '3', '0']","['2', '1', '4', '3', '6', '3']",[],[],[],1.20
21.11.2024,Harper C.,0,,,,,,[],"['3', '3']",[],[],[],4.09
20.11.2024,Dostanic S.,2,,,,,,"['3', '2', '5', '4']","['3', '2', '5', '2']",[],[],[],1.21
20.11.2024,Valiev I.,0,,,,,,"['4', '4']",[],[],[],[],4.08
17.11.2024,Dostanic S.,2,,,,,,"['1', '0', '2', '1', '5', '4']","['1', '0', '3', '2', '5', '2']",[],[],[],1.19
17.11.2024,Valiev I.,0,,,,,,"['1', '1', '3', '3']","['1', '1']",[],[],[],4.24
16.11.2024,Dostanic S.,2,,,,,,"['2', '3', '5', '4']","['5', '4']",[],[],[],1.11
16.11.2024,Willwerth B.,0,,,,,,"['2', '0']",[],[],[],[],5.69
15.11.2024,Dostanic S.,2,,,,,,"['1', '1']","['4', '3']","['1', '0', '3', '0', '6', '1']",[],[],1.16
15.11.2024,Jones M.,1,,,,,,"['1', '0']",[],[],[],[],4.67
14.11.2024,Dostanic S.,2,,,,,,"['1', '1', '3', '1', '5', '1', '6', '2']","['2', '0', '4', '0']",[],[],[],-
14.11.2024,Long D.,0,,,,,,"['1', '0', '2', '5']",[],[],[],[],-
13.11.2024,Dostanic S.,2,,,,,,"['1', '0', '4', '1', '6', '1']","['2', '0', '4', '0', '6', '0']",[],[],[],1.20
13.11.2024,Dickerson R.,0,,,,,,[],[],[],[],[],4.14
05.11.2024,Cassone M.,2,,,,,,7,0,67%,63% (34/54),74% (20/27),50% (2/4),34% (18/53),50% (12/24),38% (3/8),67% (54/81),39% (30/77),53% (84/158),8,0,85% (11/13),23% (3/13),54% (14/26),"['3', '1']",[],"['2', '1', '6', '3']",[],[],1.54
05.11.2024,Dostanic S.,1,,,,,,6,2,69%,66% (35/53),50% (12/24),63% (5/8),37% (20/54),26% (7/27),50% (2/4),61% (47/77),33% (27/81),47% (74/158),2,0,77% (10/13),15% (2/13),46% (12/26),[],"['2', '0', '6', '2']",[],[],[],2.38
04.11.2024,Dostanic S.,2,,,,,,8,2,66%,70% (40/57),41% (12/29),67% (6/9),41% (20/49),70% (16/23),60% (6/10),60% (52/86),50% (36/72),56% (88/158),8,0,77% (10/13),50% (6/12),64% (16/25),[],"['1', '1', '2', '2', '4', '2', '6', '2']","['2', '0', '5', '1']",[],[],1.44
04.11.2024,Williams C.,1,,,,,,4,2,68%,59% (29/49),30% (7/23),40% (4/10),30% (17/57),59% (17/29),33% (3/9),50% (36/72),40% (34/86),44% (70/158),2,0,50% (6/12),23% (3/13),36% (9/25),"['3', '2']","['1', '0', '2', '1']",[],[],[],2.66
03.11.2024,Dostanic S.,2,,,,,,5,5,64%,64% (47/73),54% (22/41),81% (13/16),33% (19/57),39% (13/33),60% (3/5),61% (69/114),36% (32/90),50% (101/204),7,3,80% (12/15),27% (4/15),53% (16/30),"['3', '1']","['2', '0']","['3', '2', '5', '2']",[],[],2.02
03.11.2024,Nanda G.,1,,,,,,3,2,63%,67% (38/57),61% (20/33),40% (2/5),36% (26/73),46% (19/41),19% (3/16),64% (58/90),39% (45/114),50% (103/204),3,3,73% (11/15),20% (3/15),47% (14/30),"['2', '3', '4', '3']","['2', '3']",[],[],[],1.73
26.10.2024,Monday J.,2,,,,,,"['1', '2', '3', '2', '5', '2']","['5', '4']",[],[],[],1.47
26.10.2024,Dostanic S.,0,,,,,,"['2', '0']",[],[],[],[],2.53
24.10.2024,Dostanic S.,2,,,,,,"['3', '2', '5', '2']",[],"['2', '0', '5', '1']",[],[],1.19
24.10.2024,Alvarez Valdes L. C.,1,,,,,,[],"['2', '0', '5', '1']",[],[],[],4.19
19.10.2024,Paroulek T.,2,,,,,,"['4', '3']","['2', '1', '4', '1']","['2', '1']",[],[],3.79
19.10.2024,Dostanic S.,1,,,,,,"['4', '4', '6', '4']",[],[],[],[],1.23
