Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
24.08.2024,Alkaya M.,2,,,,,,"['4', '2', '5', '3']","['1', '0', '3', '4']","['1', '1', '7', '5']",[],[],1.85
24.08.2024,Gabashvili T.,1,,,,,,"['3', '4']","['2', '2', '4', '2', '5', '3']","['1', '0']",[],[],1.87
23.08.2024,Gabashvili T.,2,,,,,,"['2', '1', '5', '2']","['1', '0', '4', '1', '6', '1']",[],[],[],-
23.08.2024,Ouakaa A.,0,,,,,,[],[],[],[],[],-
22.08.2024,Gabashvili T.,2,,,,,,"['1', '0', '5', '2']","['2', '1', '4', '1']",[],[],[],-
22.08.2024,Trochu P.,0,,,,,,[],[],[],[],[],-
21.08.2024,Gabashvili T.,2,,,,,,"['6', '6']","['4', '3', '6', '3']",[],[],[],-
21.08.2024,Rodriguez R.,0,,,,,,"['6', '5']",[],[],[],[],-
01.08.2024,Gabashvili T.,1,,,,,,"['1', '0', '6', '5']","['4', '5']",[],[],[],-
01.08.2024,Bouchelaghem C.,0,,,,,,"['5', '5']","['5', '3']",[],[],[],-
31.07.2024,Gabashvili T.,2,,,,,,"['3', '1']","['3', '2']",[],[],[],-
31.07.2024,Lehmann N.,0,,,,,,[],[],[],[],[],-
28.09.2023,Lopez San Martin A.,2,,,,,,"['3', '4', '6', '5']","['1', '0', '2', '1', '6', '3']",[],[],[],-
28.09.2023,Gabashvili T.,0,,,,,,"['4', '2']","['1', '1']",[],[],[],-
27.09.2023,Gabashvili T.,2,,,,,,"['3', '5']","['1', '1', '3', '3', '6', '4']","['2', '0', '5', '1']",[],[],-
27.09.2023,Lopez N.,1,,,,,,"['3', '2', '5', '2']","['1', '0', '3', '2']",[],[],[],-
06.11.2021,Durasovic V.,2,,,,,,10,2,53%,74% (35/47),50% (21/42),60% (3/5),32% (13/41),19% (8/43),75% (3/4),67% (46/69),39% (28/71),53% (74/140),83% (10/12),25% (3/12),54% (13/24),[],"['1', '0']","['4', '2']",[],[],1.51
06.11.2021,Gabashvili T.,1,,,,,,3,12,49%,68% (28/41),53% (23/43),25% (1/4),26% (12/47),45% (19/42),40% (2/5),61% (43/71),33% (23/69),47% (66/140),75% (9/12),17% (2/12),46% (11/24),"['2', '2']","['1', '1', '4', '2']",[],[],[],2.58
11.10.2021,Zuk K.,2,,,,,,10,8,52%,72% (39/54),52% (26/50),33% (2/6),26% (14/54),49% (21/43),57% (4/7),63% (65/104),42% (41/97),53% (106/201),76% (13/17),25% (4/16),52% (17/33),"['2', '1']","['1', '2']","['2', '2', '5', '3']",[],[],1.41
11.10.2021,Gabashvili T.,1,,,,,,9,6,56%,74% (40/54),37% (16/43),43% (3/7),28% (15/54),32% (16/50),67% (4/6),58% (56/97),38% (39/104),47% (95/201),75% (12/16),24% (4/17),48% (16/33),"['2', '2', '7', '5']","['2', '0']","['2', '1']",[],[],2.88
08.10.2021,Kuzmanov D.,2,,,,,,1,0,71%,88% (21/24),50% (5/10),0% (0/1),57% (12/21),57% (16/28),67% (6/9),76% (26/34),63% (31/49),69% (57/83),86% (6/7),86% (6/7),86% (12/14),"['1', '0', '2', '1', '5', '2']","['1', '0', '3', '0', '5', '0']",[],[],[],1.48
08.10.2021,Gabashvili T.,0,,,,,,0,3,43%,43% (9/21),32% (9/28),33% (3/9),13% (3/24),50% (5/10),100% (1/1),37% (18/49),24% (8/34),31% (26/83),14% (1/7),14% (1/7),14% (2/14),"['1', '1']",[],[],[],[],2.60
07.10.2021,Gabashvili T.,2,,,,,,2,5,53%,73% (27/37),45% (15/33),33% (2/6),41% (19/46),40% (18/45),45% (5/11),60% (42/70),47% (43/91),53% (85/161),67% (8/12),42% (5/12),54% (13/24),"['3', '1', '4', '2', '5', '3']","['4', '3', '6', '5']",[],[],[],2.93
07.10.2021,Borges N.,0,,,,,,3,6,51%,59% (27/46),47% (21/45),55% (6/11),27% (10/37),39% (13/33),67% (4/6),53% (48/91),40% (28/70),47% (76/161),58% (7/12),33% (4/12),46% (11/24),"['2', '3', '3', '4', '4', '5']","['5', '5']",[],[],[],1.41
05.10.2021,Gabashvili T.,2,,,,,,0,6,44%,64% (18/28),54% (19/35),57% (4/7),47% (26/55),48% (11/23),43% (6/14),59% (37/63),53% (41/78),55% (78/141),70% (7/10),60% (6/10),65% (13/20),"['3', '1', '5', '5', '7', '5']","['3', '1', '4', '2', '6', '2']",[],[],[],2.97
05.10.2021,Sanchez Izquierdo N.,0,,,,,,0,4,71%,53% (29/55),35% (8/23),57% (8/14),36% (10/28),29% (10/35),43% (3/7),47% (37/78),41% (26/63),45% (63/141),40% (4/10),30% (3/10),35% (7/20),"['2', '3', '4', '3']","['2', '3']",[],[],[],1.38
