Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
CHALLENGER MEN - SINGLES :  Campinas (Brazil),clay,header
16.10. 19:40,Dellien Velasco M. A.,0,0,2,,,,0,1,64%,48% (14/29),38% (6/16),38% (3/8),20% (4/20),41% (12/29),0% (0/3),4,44% (20/45),33% (16/49),38% (36/94),1,29% (2/7),0% (0/7),14% (2/14),[],[],[],[],[],2.69
16.10. 19:40,Burruchaga R. A.,2,6,6,,,,2,3,41%,80% (16/20),59% (17/29),100% (3/3),52% (15/29),63% (10/16),63% (5/8),7,67% (33/49),56% (25/45),62% (58/94),6,100% (7/7),71% (5/7),86% (12/14),"['1', '0', '3', '0', '5', '0']","['2', '1', '5', '2']",[],[],[],1.43
15.10. 18:40,Dellien Velasco M. A.,2,7,6,,,,2,4,49%,63% (17/27),46% (13/28),20% (1/5),53% (17/32),59% (23/39),54% (7/13),6,55% (30/55),56% (40/71),56% (70/126),6,60% (6/10),64% (7/11),62% (13/21),"['1', '2', '3', '2', '6', '5']","['1', '0', '3', '0', '5', '2', '6', '3']",[],[],[],1.80
15.10. 18:40,Soto M.,0,5,3,,,,1,9,45%,47% (15/32),41% (16/39),46% (6/13),37% (10/27),54% (15/28),80% (4/5),6,44% (31/71),45% (25/55),44% (56/126),2,36% (4/11),40% (4/10),38% (8/21),"['2', '0', '5', '5']","['2', '4', '3', '5']",[],[],[],1.93
CHALLENGER MEN - SINGLES :  Villa Maria (Argentina),clay,header
08.10. 21:55,Dellien Velasco M. A.,0,4,4,,,,1,2,66%,64% (28/44),48% (11/23),67% (6/9),21% (7/33),41% (9/22),50% (1/2),6,58% (39/67),29% (16/55),45% (55/122),2,70% (7/10),10% (1/10),40% (8/20),[],"['2', '4']",[],[],[],1.99
08.10. 21:55,Boyer T.,2,6,6,,,,2,0,60%,79% (26/33),59% (13/22),50% (1/2),36% (16/44),52% (12/23),33% (3/9),9,71% (39/55),42% (28/67),55% (67/122),4,90% (9/10),30% (3/10),60% (12/20),"['5', '4']","['2', '1', '4', '1']",[],[],[],1.75
CHALLENGER MEN - SINGLES :  Buenos Aires 3 (Argentina),clay,header
02.10. 19:40,Dellien Velasco M. A.,0,4,4,,,,0,1,63%,56% (24/43),60% (15/25),57% (4/7),27% (9/33),41% (12/29),25% (1/4),4,57% (39/68),34% (21/62),46% (60/130),2,70% (7/10),10% (1/10),40% (8/20),[],"['3', '5']",[],[],[],3.33
02.10. 19:40,Ugo Carabelli C.,2,6,6,,,,0,0,53%,73% (24/33),59% (17/29),75% (3/4),44% (19/43),40% (10/25),43% (3/7),6,66% (41/62),43% (29/68),54% (70/130),3,90% (9/10),30% (3/10),60% (12/20),"['3', '2']","['2', '1', '5', '2']",[],[],[],1.30
01.10. 19:10,Dellien Velasco M. A.,2,7,6,,,,1,1,73%,71% (37/52),42% (8/19),50% (2/4),41% (18/44),54% (15/28),44% (4/9),7,63% (45/71),46% (33/72),55% (78/143),3,82% (9/11),36% (4/11),59% (13/22),"['2', '3', '6', '5']","['1', '2', '5', '4']",[],[],[],1.40
01.10. 19:10,Aboian V.,0,5,4,,,,1,2,61%,59% (26/44),46% (13/28),56% (5/9),29% (15/52),58% (11/19),50% (2/4),5,54% (39/72),37% (26/71),45% (65/143),2,64% (7/11),18% (2/11),41% (9/22),"['3', '1']","['2', '0']",[],[],[],2.81
CHALLENGER MEN - SINGLES :  Antofagasta (Chile),clay,header
