Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
CHALLENGER MEN - SINGLES :  Porto Alegre (Brazil),clay,header
30.04. 01:00,Alves M.,1,6^1,7^7,4,,,5,6,54%,72% (48/67),45% (26/58),76% (13/17),28% (22/79),53% (19/36),38% (3/8),59% (74/125),36% (41/115),48% (115/240),5,4,76% (13/17),18% (3/17),47% (16/34),[],[],[],[],[],2.14
30.04. 01:00,Midon L.,2,7^7,6^3,6,,,4,3,69%,72% (57/79),47% (17/36),63% (5/8),28% (19/67),55% (32/58),24% (4/17),64% (74/115),41% (51/125),52% (125/240),5,0,82% (14/17),24% (4/17),53% (18/34),[],[],[],[],[],1.66
CHALLENGER MEN - SINGLES :  San Luis Potosi (Mexico),clay,header
19.04. 01:40,Alves M.,1,6^1,6,5,,,8,4,65%,65% (43/66),44% (16/36),50% (5/10),25% (15/61),61% (31/51),46% (6/13),58% (59/102),40% (44/110),49% (103/212),4,3,69% (11/16),38% (6/16),53% (17/32),[],[],[],[],[],1.22
19.04. 01:40,Martin D.,2,7^7,2,7,,,7,8,54%,75% (46/61),39% (20/51),54% (7/13),35% (23/66),56% (20/36),50% (5/10),60% (66/110),42% (43/102),51% (109/212),6,0,63% (10/16),31% (5/16),47% (15/32),[],[],[],[],[],4.02
17.04. 07:50,Alves M.,2,6,6,,,,8,10,51%,80% (32/40),47% (18/38),86% (6/7),20% (6/30),60% (12/20),60% (3/5),64% (50/78),36% (18/50),53% (68/128),6,0,90% (9/10),33% (3/9),63% (12/19),[],[],[],[],[],2.19
17.04. 07:50,Soto M.,0,3,4,,,,5,4,60%,80% (24/30),40% (8/20),40% (2/5),20% (8/40),53% (20/38),14% (1/7),64% (32/50),36% (28/78),47% (60/128),4,0,67% (6/9),10% (1/10),37% (7/19),[],[],[],[],[],1.64
15.04. 02:20,Alves M.,2,7^7,6,,,,2,0,58%,74% (29/39),57% (16/28),33% (1/3),31% (12/39),53% (24/45),27% (3/11),67% (45/67),43% (36/84),54% (81/151),6,0,82% (9/11),27% (3/11),55% (12/22),[],[],[],[],[],1.36
15.04. 02:20,Aguilar J. C. M.,0,6^5,4,,,,4,11,46%,69% (27/39),47% (21/45),73% (8/11),26% (10/39),43% (12/28),67% (2/3),57% (48/84),33% (22/67),46% (70/151),4,0,73% (8/11),18% (2/11),45% (10/22),[],[],[],[],[],2.99
CHALLENGER MEN - SINGLES :  Mexico City (Mexico),clay,header
08.04. 05:35,Alves M.,0,3,6^3,,,,8,6,55%,70% (28/40),42% (14/33),57% (4/7),19% (7/36),38% (8/21),100% (1/1),58% (42/73),26% (15/57),44% (57/130),3,4,73% (8/11),10% (1/10),43% (9/21),[],[],[],[],[],2.19
08.04. 05:35,Duckworth J.,2,6,7^7,,,,6,3,63%,81% (29/36),62% (13/21),0% (0/1),30% (12/40),58% (19/33),43% (3/7),74% (42/57),42% (31/73),56% (73/130),7,0,90% (9/10),27% (3/11),57% (12/21),[],[],[],[],[],1.63
CHALLENGER MEN - SINGLES :  Morelos (Mexico),hard,header
02.04. 04:50,Alves M.,0,3,4,,,,4,4,51%,68% (19/28),33% (9/27),38% (3/8),29% (8/28),46% (13/28),33% (2/6),51% (28/55),38% (21/56),44% (49/111),3,0,50% (5/10),22% (2/9),37% (7/19),[],[],[],[],[],2.53
02.04. 04:50,Pacheco Mendez R.,2,6,6,,,,2,4,50%,71% (20/28),54% (15/28),67% (4/6),32% (9/28),67% (18/27),63% (5/8),63% (35/56),49% (27/55),56% (62/111),7,0,78% (7/9),50% (5/10),63% (12/19),[],[],[],[],[],1.48
CHALLENGER MEN - SINGLES :  Santiago (Chile),clay,header
11.03. 22:10,Alves M.,1,5,7^7,3,,,6,3,55%,81% (42/52),57% (24/42),50% (2/4),14% (8/58),44% (18/41),0% (0/2),70% (66/94),26% (26/99),48% (92/193),4,0,88% (14/16),0% (0/17),42% (14/33),[],[],[],[],[],3.90
11.03. 22:10,Monteiro T.,2,7,6^1,6,,,8,6,59%,86% (50/58),56% (23/41),100% (2/2),19% (10/52),43% (18/42),50% (2/4),74% (73/99),30% (28/94),52% (101/193),6,0,100% (17/17),13% (2/16),58% (19/33),[],[],[],[],[],1.23
ATP - SINGLES :  Rio de Janeiro (Brazil) - Qualification,clay,header
16.02. 00:40,Alves M.,0,5,6^4,,,,8,3,62%,80% (36/45),54% (15/28),50% (1/2),20% (10/51),41% (15/37),0% (0/5),70% (51/73),28% (25/88),47% (76/161),4,0,92% (11/12),0% (0/12),46% (11/24),[],[],[],[],[],2.31
16.02. 00:40,Faria J.,2,7,7^7,,,,4,4,58%,80% (41/51),59% (22/37),100% (5/5),20% (9/45),46% (13/28),50% (1/2),72% (63/88),30% (22/73),53% (85/161),6,0,100% (12/12),8% (1/12),54% (13/24),[],[],[],[],[],1.62
CHALLENGER MEN - SINGLES :  Rosario (Argentina),clay,header
05.02. 03:15,Alves M.,1,5,6,1,,,8,2,59%,71% (45/63),42% (18/43),70% (7/10),23% (14/61),52% (11/21),25% (1/4),59% (63/106),30% (25/82),47% (88/188),3,0,79% (11/14),7% (1/14),43% (12/28),[],[],[],[],[],1.93
05.02. 03:15,Dellien Velasco M. A.,2,7,3,6,,,10,3,74%,77% (47/61),48% (10/21),75% (3/4),29% (18/63),58% (25/43),30% (3/10),70% (57/82),41% (43/106),53% (100/188),7,0,93% (13/14),21% (3/14),57% (16/28),[],[],[],[],[],1.80
CHALLENGER MEN - SINGLES :  Rosario (Argentina) - Qualification,clay,header
03.02. 23:40,Alves M.,2,6,6,,,,1,0,66%,77% (27/35),56% (10/18),100% (4/4),46% (12/26),60% (12/20),80% (4/5),70% (37/53),52% (24/46),62% (61/99),7,0,100% (8/8),50% (4/8),75% (12/16),[],[],[],[],[],1.17
