Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
26.08.,Kuzmanov D.,2,,,,,,3,1,58%,90% (28/31),64% (14/22),100% (2/2),26% (8/31),53% (9/17),50% (2/4),79% (42/53),35% (17/48),58% (59/101),7,0,100% (10/10),22% (2/9),63% (12/19),"['3', '1']","['5', '4']",[],[],[],1.50
26.08.,Popko D.,0,,,,,,1,0,65%,74% (23/31),47% (8/17),50% (2/4),10% (3/31),36% (8/22),0% (0/2),65% (31/48),21% (11/53),42% (42/101),3,2,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],2.48
21.08.,Blanchet U.,2,,,,,,2,6,39%,79% (23/29),52% (24/46),83% (5/6),32% (12/37),64% (14/22),60% (3/5),63% (47/75),44% (26/59),54% (73/134),6,0,90% (9/10),33% (3/9),63% (12/19),"['3', '1', '5', '3']","['3', '2']",[],[],[],1.49
21.08.,Popko D.,0,,,,,,3,5,63%,68% (25/37),36% (8/22),40% (2/5),21% (6/29),48% (22/46),17% (1/6),56% (33/59),37% (28/75),46% (61/134),4,0,67% (6/9),10% (1/10),37% (7/19),"['3', '4']",[],[],[],[],2.58
18.08.,Popko D.,2,,,,,,8,2,53%,89% (33/37),52% (17/33),50% (1/2),25% (10/40),54% (13/24),33% (2/6),71% (50/70),33% (21/64),53% (71/134),6,0,91% (10/11),20% (2/10),57% (12/21),"['5', '4']","['2', '0']",[],[],[],19.0
18.08.,Seyboth Wild T.,0,,,,,,6,1,63%,80% (32/40),46% (11/24),67% (4/6),24% (9/37),48% (16/33),50% (1/2),67% (43/64),29% (20/70),47% (63/134),4,3,80% (8/10),9% (1/11),43% (9/21),"['5', '5']",[],[],[],[],1.29
04.08.,Skatov T.,2,,,,,,2,2,52%,77% (24/31),52% (15/29),75% (6/8),31% (8/26),64% (18/28),100% (5/5),16,27,75% (6/8),65% (39/60),48% (26/54),57% (65/114),8,0,80% (8/10),50% (5/10),65% (13/20),"['2', '1', '3', '2', '5', '2']","['3', '4', '6', '5']",[],[],[],1.41
04.08.,Popko D.,0,,,,,,8,3,48%,69% (18/26),36% (10/28),0% (0/5),23% (7/31),48% (14/29),25% (2/8),15,28,80% (4/5),52% (28/54),35% (21/60),43% (49/114),2,0,50% (5/10),20% (2/10),35% (7/20),"['2', '2']","['4', '2']",[],[],[],2.77
30.07.,Choinski J.,2,,,,,,6,1,64%,71% (34/48),74% (20/27),50% (1/2),33% (14/43),47% (15/32),50% (3/6),27,36,80% (8/10),72% (54/75),39% (29/75),55% (83/150),5,0,92% (12/13),23% (3/13),58% (15/26),[],"['2', '0', '5', '1']","['1', '0']",[],[],1.33
30.07.,Popko D.,1,,,,,,2,0,57%,67% (29/43),53% (17/32),50% (3/6),29% (14/48),26% (7/27),50% (1/2),15,29,43% (3/7),61% (46/75),28% (21/75),45% (67/150),5,1,77% (10/13),8% (1/13),42% (11/26),"['3', '1']",[],[],[],[],3.15
