Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds

CHALLENGER MEN - SINGLES :  Tulln (Austria),clay,header
04.09. 13:35,Molleker R.,2,7,6,,,,5,2,48%,87% (26/30),61% (20/33),0% (0/0),24% (10/42),52% (13/25),33% (2/6),6,73% (46/63),34% (23/67),53% (69/130),3,100% (11/11),18% (2/11),59% (13/22),"['6', '5']","['2', '1']",[],[],[],2.29
04.09. 13:35,Royer V.,0,5,4,,,,10,2,63%,76% (32/42),48% (12/25),67% (4/6),13% (4/30),39% (13/33),0% (0/0),5,66% (44/67),27% (17/63),47% (61/130),1,82% (9/11),0% (0/11),41% (9/22),[],[],[],[],[],1.59
02.09. 18:40,Molleker R.,2,4,7^7,6,,,10,1,53%,82% (40/49),60% (26/43),50% (1/2),32% (19/60),39% (13/33),40% (2/5),9,72% (66/92),34% (32/93),53% (98/185),5,93% (14/15),14% (2/14),55% (16/29),[],[],"['2', '0', '5', '1']",[],[],1.86
02.09. 18:40,Pucinelli de Almeida M.,1,6,6^4,1,,,5,2,65%,68% (41/60),61% (20/33),60% (3/5),18% (9/49),40% (17/43),50% (1/2),5,66% (61/93),28% (26/92),47% (87/185),3,86% (12/14),7% (1/15),45% (13/29),"['6', '4']",[],[],[],[],1.88
CHALLENGER MEN - SINGLES :  Mallorca (Spain),hard,header
27.08. 19:00,Molleker R.,0,6^5,0,,,,0,5,50%,64% (25/39),44% (17/39),50% (3/6),6% (2/31),41% (9/22),0% (0/0),4,54% (42/78),21% (11/53),40% (53/131),1,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],2.66
27.08. 19:00,Couacaud E.,2,7^7,6,,,,18,2,58%,94% (29/31),59% (13/22),0% (0/0),36% (14/39),56% (22/39),50% (3/6),10,79% (42/53),46% (36/78),60% (78/131),7,100% (9/9),33% (3/9),67% (12/18),[],"['1', '0', '3', '0', '5', '0']",[],[],[],1.45
ATP - SINGLES :  US Open (USA) - Qualification,hard,header
20.08. 05:15,Molleker R.,1,6,4,5,,,4,5,46%,62% (28/45),60% (32/53),43% (3/7),23% (14/62),56% (15/27),60% (3/5),5,61% (60/98),33% (29/89),48% (89/187),3,75% (12/16),19% (3/16),47% (15/32),"['4', '3', '5', '4']",[],"['4', '5']",[],[],2.42
20.08. 05:15,Hsu Y. H.,2,4,6,7,,,4,0,70%,77% (48/62),44% (12/27),40% (2/5),38% (17/45),36% (19/53),57% (4/7),4,67% (60/89),39% (38/98),52% (98/187),3,81% (13/16),25% (4/16),53% (17/32),"['4', '4']","['6', '4']","['4', '2', '7', '5']",[],[],1.57
CHALLENGER MEN - SINGLES :  Bonn (Germany),clay,header
06.08. 22:30,Molleker R.,1,6,6^2,1,,,6,4,65%,66% (40/61),45% (15/33),43% (3/7),28% (13/47),50% (18/36),75% (3/4),5,59% (55/94),37% (31/83),49% (86/177),3,71% (10/14),23% (3/13),48% (13/27),"['2', '1', '5', '2']","['4', '3']",[],[],[],1.86
06.08. 22:30,Landaluce M.,2,2,7^7,6,,,10,5,57%,72% (34/47),50% (18/36),25% (1/4),34% (21/61),55% (18/33),57% (4/7),8,63% (52/83),41% (39/94),51% (91/177),6,77% (10/13),29% (4/14),52% (14/27),[],"['4', '4']","['2', '1', '4', '1', '6', '1']",[],[],1.88
CHALLENGER MEN - SINGLES :  Luedenscheid (Germany),clay,header
30.07. 21:05,Molleker R.,0,3,4,,,,1,4,51%,68% (23/34),48% (16/33),50% (3/6),16% (6/38),55% (17/31),0% (0/5),5,58% (39/67),33% (23/69),46% (62/136),1,70% (7/10),0% (0/9),37% (7/19),[],[],[],[],[],2.84
30.07. 21:05,Van De Zandschulp B.,2,6,6,,,,8,2,55%,84% (32/38),45% (14/31),100% (5/5),32% (11/34),52% (17/33),50% (3/6),7,67% (46/69),42% (28/67),54% (74/136),3,100% (9/9),30% (3/10),63% (12/19),"['1', '0', '6', '3']","['6', '4']",[],[],[],1.40
CHALLENGER MEN - SINGLES :  Zug (Switzerland),clay,header
25.07. 14:40,Molleker R.,0,4,2,,,,2,5,58%,67% (24/36),38% (10/26),57% (4/7),33% (16/49),38% (11/29),0% (0/9),4,55% (34/62),35% (27/78),44% (61/140),1,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],1.63
25.07. 14:40,Shelbayh A.,2,6,6,,,,5,0,63%,67% (33/49),62% (18/29),100% (9/9),33% (12/36),62% (16/26),43% (3/7),7,65% (51/78),45% (28/62),56% (79/140),5,100% (9/9),33% (3/9),67% (12/18),"['1', '0']","['2', '1', '4', '1']",[],[],[],2.21
23.07. 23:40,Molleker R.,2,7^7,6^3,7^7,,,12,8,52%,78% (53/68),45% (28/62),67% (8/12),29% (22/77),51% (27/53),40% (4/10),6,62% (81/130),38% (49/130),50% (130/260),3,78% (14/18),22% (4/18),50% (18/36),"['1', '4', '4', '5']","['5', '5']","['3', '2']",[],[],2.43
23.07. 23:40,Stricker D.,1,6^2,7^7,6^5,,,23,8,59%,71% (55/77),49% (26/53),60% (6/10),22% (15/68),55% (34/62),33% (4/12),8,62% (81/130),38% (49/130),50% (130/260),4,78% (14/18),22% (4/18),50% (18/36),"['2', '0', '4', '0']","['1', '0']","['4', '4']",[],[],1.53
ATP - SINGLES :  Hamburg (Germany),clay,header
15.07. 21:40,Molleker R.,1,4,6,4,,,6,3,62%,63% (40/63),46% (18/39),50% (5/10),30% (16/53),50% (20/40),40% (4/10),24,26,67% (20/30),6,57% (58/102),39% (36/93),48% (94/195),3,67% (10/15),27% (4/15),47% (14/30),"['3', '5']","['1', '1', '6', '4']","['2', '2']",[],[],2.67
