Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ITF MEN - SINGLES :  M25 Yinchuan (China),hard,header
ITF MEN - SINGLES :  M25 Luzhou (China),hard,header
ITF MEN - SINGLES :  M25 Anning (China),clay,header
CHALLENGER MEN - SINGLES :  Wuxi (China) - Qualification,hard,header
ITF MEN - SINGLES :  M25 Luzhou (China),hard,header
ITF MEN - SINGLES :  M25 Anning (China),clay,header
CHALLENGER MEN - SINGLES :  Wuxi (China) - Qualification,hard,header
05.05. 13:30,Li Z.,0,4,2,,,,6,1,75%,65% (26/40),38% (5/13),57% (4/7),30% (8/27),30% (9/30),0% (0/5),4,58% (31/53),30% (17/57),44% (48/110),1,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],1.61
05.05. 13:30,Haliak M.,2,6,6,,,,3,3,47%,70% (19/27),70% (21/30),100% (5/5),35% (14/40),62% (8/13),43% (3/7),9,70% (40/57),42% (22/53),56% (62/110),3,100% (9/9),33% (3/9),67% (12/18),"['4', '3']","['1', '0', '5', '2']",[],[],[],2.24
CHALLENGER MEN - SINGLES :  Matsuyama (Japan),hard,header
07.11.2023,Li Z.,1,6,4,4,,,1,1,62%,63% (38/60),59% (22/37),79% (11/14),25% (15/60),60% (15/25),75% (3/4),8,62% (60/97),35% (30/85),49% (90/182),3,79% (11/14),21% (3/14),50% (14/28),"['2', '0', '6', '2']","['3', '3']",[],[],[],1.88
07.11.2023,Sweeny D.,2,2,6,6,,,5,2,71%,75% (45/60),40% (10/25),25% (1/4),37% (22/60),41% (15/37),21% (3/14),7,65% (55/85),38% (37/97),51% (92/182),3,79% (11/14),21% (3/14),50% (14/28),[],"['3', '2', '5', '4']","['2', '1']",[],[],1.85
CHALLENGER MEN - SINGLES :  Matsuyama (Japan) - Qualification,hard,header
06.11.2023,Li Z.,2,4,6,6,,,7,0,64%,73% (38/52),48% (14/29),67% (6/9),41% (21/51),41% (12/29),45% (5/11),11,64% (52/81),41% (33/80),53% (85/161),5,79% (11/14),36% (5/14),57% (16/28),[],"['4', '2', '6', '4']","['2', '0', '4', '0', '6', '2']",[],[],1.40
06.11.2023,Ito T.,1,6,4,2,,,5,5,64%,59% (30/51),59% (17/29),55% (6/11),27% (14/52),52% (15/29),33% (3/9),9,59% (47/80),36% (29/81),47% (76/161),3,64% (9/14),21% (3/14),43% (12/28),"['4', '3']","['4', '5']","['1', '4']",[],[],2.82
05.11.2023,Li Z.,2,6,7^7,,,,3,2,64%,76% (34/45),76% (19/25),100% (2/2),19% (6/31),38% (10/26),50% (1/2),5,76% (53/70),28% (16/57),54% (69/127),3,100% (11/11),10% (1/10),57% (12/21),"['5', '3']",[],[],[],[],1.65
05.11.2023,Kumar O.,0,3,6^4,,,,3,0,54%,81% (25/31),62% (16/26),50% (1/2),24% (11/45),24% (6/25),0% (0/2),4,72% (41/57),24% (17/70),46% (58/127),1,90% (9/10),0% (0/11),43% (9/21),[],[],[],[],[],2.17
CHALLENGER MEN - SINGLES :  Shenzhen 3 (China),hard,header
19.10.2023,Li Z.,0,6^4,4,,,,2,6,55%,67% (34/51),48% (20/42),67% (4/6),21% (8/39),43% (15/35),14% (1/7),4,58% (53/91),31% (23/74),46% (76/165),2,82% (9/11),9% (1/11),45% (10/22),[],"['4', '4']",[],[],[],3.49
19.10.2023,Duckworth J.,2,7^7,6,,,,12,0,53%,79% (31/39),57% (20/35),86% (6/7),33% (17/51),52% (22/42),33% (2/6),5,69% (51/74),42% (38/91),54% (89/165),3,91% (10/11),18% (2/11),55% (12/22),[],"['1', '0', '5', '4']",[],[],[],1.28
17.10.2023,Li Z.,2,6,7^7,,,,3,4,49%,78% (29/37),68% (26/38),100% (3/3),26% (9/35),48% (15/31),25% (1/4),11,73% (55/75),36% (24/66),56% (79/141),3,100% (11/11),10% (1/10),57% (12/21),"['4', '2']",[],[],[],[],1.22
17.10.2023,Trongcharoenchaikul W.,0,3,6^0,,,,5,4,53%,74% (26/35),52% (16/31),75% (3/4),22% (8/37),32% (12/38),0% (0/3),5,64% (42/66),27% (20/75),44% (62/141),1,90% (9/10),0% (0/11),43% (9/21),[],[],[],[],[],4.02
CHALLENGER MEN - SINGLES :  Shenzhen 3 (China) - Qualification,hard,header
16.10.2023,Li Z.,2,6,6,,,,3,6,51%,79% (23/29),54% (15/28),83% (5/6),44% (14/32),67% (22/33),63% (5/8),7,67% (38/57),55% (36/65),61% (74/122),5,88% (7/8),63% (5/8),75% (12/16),"['2', '0', '4', '0']","['1', '0', '3', '0', '6', '3']",[],[],[],1.17
16.10.2023,Yang J.,0,1,3,,,,4,6,49%,56% (18/32),33% (11/33),38% (3/8),21% (6/29),46% (13/28),17% (1/6),3,45% (29/65),33% (19/57),39% (48/122),2,38% (3/8),13% (1/8),25% (4/16),[],"['3', '5']",[],[],[],4.65
15.10.2023,Li Z.,2,6,6,,,,6,2,51%,92% (22/24),57% (13/23),50% (1/2),38% (10/26),64% (14/22),67% (4/6),9,74% (35/47),50% (24/48),62% (59/95),3,89% (8/9),50% (4/8),71% (12/17),"['1', '1', '4', '2']","['1', '0', '4', '1']",[],[],[],1.07
15.10.2023,Matuszewski P.,0,3,2,,,,4,3,54%,62% (16/26),36% (8/22),33% (2/6),8% (2/24),43% (10/23),50% (1/2),4,50% (24/48),26% (12/47),38% (36/95),1,50% (4/8),11% (1/9),29% (5/17),"['1', '0']",[],[],[],[],7.55
CHALLENGER MEN - SINGLES :  Shenzhen 2 (China),hard,header
11.10.2023,Li Z.,0,4,4,,,,6,3,56%,75% (24/32),48% (12/25),50% (2/4),19% (8/42),53% (10/19),0% (0/2),5,63% (36/57),30% (18/61),46% (54/118),1,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],2.41
11.10.2023,Zhukayev B.,2,6,6,,,,19,3,69%,81% (34/42),47% (9/19),100% (2/2),25% (8/32),52% (13/25),50% (2/4),5,70% (43/61),37% (21/57),54% (64/118),3,100% (10/10),20% (2/10),60% (12/20),"['3', '2']","['2', '1']",[],[],[],1.53
CHALLENGER MEN - SINGLES :  Shenzhen 2 (China) - Qualification,hard,header
10.10.2023,Li Z.,2,6,6,,,,4,3,59%,92% (24/26),67% (12/18),0% (0/0),41% (14/34),59% (10/17),100% (3/3),6,82% (36/44),47% (24/51),63% (60/95),5,100% (9/9),38% (3/8),71% (12/17),"['3', '1', '5', '1']","['4', '3']",[],[],[],1.28
