Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ITF MEN - SINGLES :  M25 Punta del Este 2 (Uruguay),clay,header
ITF MEN - SINGLES :  M25 Punta del Este (Uruguay),clay,header
ATP - SINGLES :  Davis Cup - World Group (World) - Qualification,-,header
ITF MEN - SINGLES :  M25 Punta del Este (Uruguay),clay,header
ATP - SINGLES :  Davis Cup - World Group (World) - Qualification,-,header
ITF MEN - SINGLES :  M25 Punta del Este (Uruguay),clay,header
ATP - SINGLES :  Davis Cup - World Group (World) - Qualification,-,header
ATP - SINGLES :  Davis Cup - World Group (World) - Qualification,-,header
02.02. 21:30,Pucinelli de Almeida M.,0,4,4,,,,1,3,70%,71% (35/49),43% (9/21),75% (6/8),16% (5/32),33% (8/24),0% (0/2),63% (43/68),23% (13/56),45% (56/124),5,0,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],0
02.02. 21:30,Mpetshi Perricard G.,2,6,6,,,,11,5,57%,84% (27/32),67% (16/24),100% (2/2),29% (14/49),57% (12/21),25% (2/8),77% (43/56),37% (25/68),55% (68/124),5,0,100% (10/10),20% (2/10),60% (12/20),"['1', '0']","['3', '2']",[],[],[],0
CHALLENGER MEN - SINGLES :  Sao Paulo 5 (Brazil),hard,header
CHALLENGER MEN - SINGLES :  Sao Paulo 5 (Brazil),hard,header
CHALLENGER MEN - SINGLES :  Sao Paulo 5 (Brazil),hard,header
CHALLENGER MEN - SINGLES :  Sao Paulo 5 (Brazil),hard,header
CHALLENGER MEN - SINGLES :  Sao Paulo 5 (Brazil),hard,header
19.11.2024,Pucinelli de Almeida M.,0,2,6^4,,,,3,4,59%,72% (28/39),41% (11/27),25% (1/4),29% (10/35),33% (10/30),17% (1/6),59% (39/66),31% (20/65),45% (59/131),3,0,70% (7/10),10% (1/10),40% (8/20),[],"['4', '4']",[],[],[],3.39
19.11.2024,Kovacevic A.,2,6,7^7,,,,5,1,54%,71% (25/35),67% (20/30),83% (5/6),28% (11/39),59% (16/27),75% (3/4),69% (45/65),41% (27/66),55% (72/131),7,0,90% (9/10),30% (3/10),60% (12/20),"['3', '2', '5', '2']","['1', '0']",[],[],[],1.29
CHALLENGER MEN - SINGLES :  Montevideo (Uruguay),clay,header
13.11.2024,Pucinelli de Almeida M.,0,2,0,,,,3,1,67%,31% (9/29),43% (6/14),33% (3/9),28% (9/32),44% (4/9),33% (1/3),35% (15/43),32% (13/41),33% (28/84),4,1,14% (1/7),14% (1/7),14% (2/14),"['1', '1']",[],[],[],[],2.03
13.11.2024,Collarini A.,2,6,6,,,,0,1,78%,72% (23/32),56% (5/9),67% (2/3),69% (20/29),57% (8/14),67% (6/9),68% (28/41),65% (28/43),67% (56/84),6,0,86% (6/7),86% (6/7),86% (12/14),"['1', '0', '2', '1', '4', '1']","['1', '0', '3', '0', '5', '0']",[],[],[],1.72
CHALLENGER MEN - SINGLES :  Montevideo (Uruguay) - Qualification,clay,header
12.11.2024,Pucinelli de Almeida M.,1,6^6,6,3,,,3,4,69%,64% (48/75),48% (16/33),50% (5/10),36% (27/76),42% (10/24),42% (5/12),59% (64/108),37% (37/100),49% (101/208),5,0,67% (10/15),31% (5/16),48% (15/31),"['4', '4', '6', '6']","['2', '1', '3', '2']","['2', '1']",[],[],1.23
12.11.2024,Villanueva G.,2,7^8,4,6,,,0,0,76%,64% (49/76),58% (14/24),58% (7/12),36% (27/75),52% (17/33),50% (5/10),63% (63/100),41% (44/108),51% (107/208),5,0,69% (11/16),33% (5/15),52% (16/31),"['4', '3', '6', '5']","['2', '2']","['2', '2', '4', '2']",[],[],3.90
10.11.2024,Pucinelli de Almeida M.,2,6,6,,,,0,2,66%,65% (20/31),50% (8/16),40% (2/5),54% (19/35),66% (19/29),78% (7/9),60% (28/47),59% (38/64),59% (66/111),4,0,63% (5/8),78% (7/9),71% (12/17),"['1', '0', '3', '0', '5', '2']","['1', '0', '3', '0', '5', '2', '6', '3']",[],[],[],1.03
10.11.2024,Cigarran T.,0,2,3,,,,0,6,55%,46% (16/35),34% (10/29),22% (2/9),35% (11/31),50% (8/16),60% (3/5),41% (26/64),40% (19/47),41% (45/111),6,3,22% (2/9),38% (3/8),29% (5/17),"['2', '4']","['2', '4', '3', '5']",[],[],[],10.50
ITF MEN - SINGLES :  M25 Lajeado (Brazil),clay,header
CHALLENGER MEN - SINGLES :  Curitiba (Brazil),clay,header
24.10.2024,Pucinelli de Almeida M.,0,5,1,,,,2,4,65%,61% (20/33),39% (7/18),0% (0/4),11% (3/27),48% (15/31),25% (1/4),53% (27/51),31% (18/58),41% (45/109),2,0,56% (5/9),10% (1/10),32% (6/19),"['2', '3']",[],[],[],[],1.68
24.10.2024,Faria J.,2,7,6,,,,5,5,47%,89% (24/27),52% (16/31),75% (3/4),39% (13/33),61% (11/18),100% (4/4),69% (40/58),47% (24/51),59% (64/109),8,0,90% (9/10),44% (4/9),68% (13/19),"['3', '1', '7', '5']","['2', '0', '5', '1']",[],[],[],2.11
23.10.2024,Pucinelli de Almeida M.,2,6,5,7^7,,,10,6,54%,65% (41/63),53% (28/53),58% (7/12),35% (22/62),51% (19/37),50% (5/10),59% (69/116),41% (41/99),51% (110/215),7,0,71% (12/17),31% (5/16),52% (17/33),"['3', '3', '5', '3']","['2', '3']","['1', '0', '3', '0']",[],[],1.54
23.10.2024,Prado Angelo J. C.,1,3,7,6^4,,,4,2,63%,65% (40/62),49% (18/37),50% (5/10),35% (22/63),47% (25/53),42% (5/12),59% (58/99),41% (47/116),49% (105/215),3,1,69% (11/16),29% (5/17),48% (16/33),"['3', '2']","['2', '0', '7', '5']","['3', '5', '5', '5']",[],[],2.38
CHALLENGER MEN - SINGLES :  Campinas (Brazil),clay,header
18.10.2024,Pucinelli de Almeida M.,0,6^6,1,,,,0,4,50%,66% (19/29),45% (13/29),0% (0/4),28% (12/43),50% (19/38),40% (2/5),55% (32/58),38% (31/81),45% (63/139),4,0,56% (5/9),20% (2/10),37% (7/19),"['4', '4', '5', '5']",[],[],[],[],2.38
18.10.2024,Barrios Vera T.,2,7^8,6,,,,1,2,53%,72% (31/43),50% (19/38),60% (3/5),34% (10/29),55% (16/29),100% (4/4),62% (50/81),45% (26/58),55% (76/139),6,0,80% (8/10),44% (4/9),63% (12/19),"['1', '0', '5', '4']","['3', '1', '5', '1']",[],[],[],1.54
15.10.2024,Pucinelli de Almeida M.,2,6,6,,,,1,2,58%,64% (21/33),63% (15/24),67% (4/6),38% (10/26),83% (20/24),75% (6/8),63% (36/57),60% (30/50),62% (66/107),7,0,75% (6/8),75% (6/8),75% (12/16),"['2', '3', '3', '4', '5', '4']","['1', '0', '3', '0', '5', '0']",[],[],[],1.83
15.10.2024,Vallejo D.,0,4,0,,,,1,6,52%,62% (16/26),17% (4/24),25% (2/8),36% (12/33),38% (9/24),33% (2/6),40% (20/50),37% (21/57),38% (41/107),3,0,25% (2/8),25% (2/8),25% (4/16),"['3', '1', '4', '2']",[],[],[],[],1.89
CHALLENGER MEN - SINGLES :  Campinas (Brazil) - Qualification,clay,header
14.10.2024,Pucinelli de Almeida M.,2,6,6,,,,4,0,54%,95% (21/22),63% (12/19),0% (0/0),38% (6/16),58% (14/24),67% (4/6),80% (33/41),50% (20/40),65% (53/81),5,0,100% (8/8),57% (4/7),80% (12/15),"['2', '0', '4', '0']","['1', '0', '4', '1']",[],[],[],1.13
14.10.2024,Gimenez I.,0,1,2,,,,0,8,40%,63% (10/16),42% (10/24),33% (2/6),5% (1/22),37% (7/19),0% (0/0),50% (20/40),20% (8/41),35% (28/81),5,1,43% (3/7),0% (0/8),20% (3/15),[],[],[],[],[],5.50
13.10.2024,Pucinelli de Almeida M.,2,6,6,,,,1,3,60%,67% (18/27),61% (11/18),83% (5/6),62% (8/13),77% (17/22),86% (6/7),64% (29/45),71% (25/35),68% (54/80),8,0,86% (6/7),100% (6/6),92% (12/13),"['2', '0', '4', '0', '6', '0']","['2', '0', '4', '0', '5', '1']",[],[],[],1.01
13.10.2024,Noale S.,0,0,1,,,,0,3,37%,38% (5/13),23% (5/22),14% (1/7),33% (9/27),39% (7/18),17% (1/6),29% (10/35),36% (16/45),33% (26/80),2,1,0% (0/6),14% (1/7),8% (1/13),[],"['1', '4']",[],[],[],12.50
CHALLENGER MEN - SINGLES :  Villa Maria (Argentina),clay,header
12.10.2024,Pucinelli de Almeida M.,0,6^7,2,,,,3,3,70%,56% (33/59),40% (10/25),73% (11/15),22% (8/36),55% (12/22),100% (2/2),51% (43/84),34% (20/58),44% (63/142),4,4,60% (6/10),20% (2/10),40% (8/20),"['2', '0', '4', '4']",[],[],[],[],2.99
12.10.2024,Cerundolo J. M.,2,7^9,6,,,,5,5,62%,78% (28/36),45% (10/22),0% (0/2),44% (26/59),60% (15/25),27% (4/15),66% (38/58),49% (41/84),56% (79/142),6,0,80% (8/10),40% (4/10),60% (12/20),"['1', '2', '4', '3']","['3', '1', '6', '2']",[],[],[],1.36
10.10.2024,Pucinelli de Almeida M.,2,6,6,,,,1,1,75%,66% (27/41),64% (9/14),67% (2/3),48% (15/31),50% (7/14),40% (4/10),65% (36/55),49% (22/45),58% (58/100),5,0,89% (8/9),50% (4/8),71% (12/17),"['2', '0', '4', '0', '5', '1']","['4', '3']",[],[],[],1.55
10.10.2024,Ambrogi L. E.,0,1,4,,,,0,3,69%,52% (16/31),50% (7/14),60% (6/10),34% (14/41),36% (5/14),33% (1/3),51% (23/45),35% (19/55),42% (42/100),5,1,50% (4/8),11% (1/9),29% (5/17),"['1', '4']",[],[],[],[],2.36
10.10.2024,Pucinelli de Almeida M.,2,7^7,6,,,,1,2,62%,70% (33/47),45% (13/29),60% (3/5),33% (13/39),50% (11/22),75% (3/4),61% (46/76),39% (24/61),51% (70/137),5,0,82% (9/11),27% (3/11),55% (12/22),"['2', '0', '5', '5']","['3', '2']",[],[],[],2.99
10.10.2024,Comesana F.,0,6^4,4,,,,1,3,64%,67% (26/39),50% (11/22),25% (1/4),30% (14/47),55% (16/29),40% (2/5),61% (37/61),39% (30/76),49% (67/137),5,0,73% (8/11),18% (2/11),45% (10/22),"['1', '2', '4', '3']",[],[],[],[],1.37
CHALLENGER MEN - SINGLES :  Villa Maria (Argentina) - Qualification,clay,header
08.10.2024,Pucinelli de Almeida M.,2,6,6,,,,1,0,71%,74% (26/35),64% (9/14),50% (1/2),47% (22/47),55% (16/29),33% (4/12),71% (35/49),50% (38/76),58% (73/125),8,0,89% (8/9),44% (4/9),67% (12/18),"['2', '0', '4', '0']","['2', '1', '6', '3']",[],[],[],1.25
08.10.2024,Barrena A.,0,3,3,,,,1,3,62%,53% (25/47),45% (13/29),67% (8/12),26% (9/35),36% (5/14),50% (1/2),50% (38/76),29% (14/49),42% (52/125),2,0,56% (5/9),11% (1/9),33% (6/18),"['2', '5']",[],[],[],[],3.70
06.10.2024,Pucinelli de Almeida M.,2,6,6,,,,0,2,56%,69% (20/29),57% (13/23),33% (1/3),48% (19/40),86% (12/14),71% (5/7),63% (33/52),57% (31/54),60% (64/106),6,0,78% (7/9),63% (5/8),71% (12/17),"['2', '0', '4', '0']","['1', '0', '2', '1', '4', '1']",[],[],[],1.14
06.10.2024,La Serna J. M.,0,3,2,,,,1,4,74%,53% (21/40),14% (2/14),29% (2/7),31% (9/29),43% (10/23),67% (2/3),43% (23/54),37% (19/52),40% (42/106),4,1,38% (3/8),22% (2/9),29% (5/17),"['2', '5']","['1', '1']",[],[],[],5.13
CHALLENGER MEN - SINGLES :  Buenos Aires 3 (Argentina) - Qualification,clay,header
29.09.2024,Pucinelli de Almeida M.,1,6,1,4,,,1,2,69%,59% (32/54),42% (10/24),33% (3/9),32% (21/66),65% (24/37),29% (4/14),54% (42/78),44% (45/103),48% (87/181),5,0,54% (7/13),29% (4/14),41% (11/27),"['1', '2', '3', '4', '5', '4']","['1', '2']",[],[],[],1.16
29.09.2024,Huertas Del Pino C.,2,4,6,6,,,6,3,64%,68% (45/66),35% (13/37),71% (10/14),41% (22/54),58% (14/24),67% (6/9),56% (58/103),46% (36/78),52% (94/181),5,0,71% (10/14),46% (6/13),59% (16/27),"['2', '0', '3', '1']","['2', '0', '3', '1', '5', '1']","['1', '0']",[],[],4.31
CHALLENGER MEN - SINGLES :  Antofagasta (Chile),clay,header
26.09.2024,Pucinelli de Almeida M.,1,6,3,3,,,1,8,44%,67% (28/42),41% (22/54),54% (7/13),33% (18/54),54% (15/28),44% (4/9),52% (50/96),40% (33/82),47% (83/178),3,0,57% (8/14),31% (4/13),44% (12/27),"['2', '0', '5', '1']","['1', '2', '2', '3']",[],[],[],2.06
26.09.2024,Collarini A.,2,3,6,6,,,2,4,66%,67% (36/54),46% (13/28),56% (5/9),33% (14/42),59% (32/54),46% (6/13),60% (49/82),48% (46/96),53% (95/178),7,0,69% (9/13),43% (6/14),56% (15/27),"['2', '5']","['2', '0', '3', '1', '5', '3']","['4', '3', '6', '3']",[],[],1.70
24.09.2024,Pucinelli de Almeida M.,2,6,6,,,,1,1,75%,81% (22/27),67% (6/9),0% (0/0),62% (21/34),56% (14/25),63% (5/8),78% (28/36),59% (35/59),66% (63/95),8,0,100% (7/7),71% (5/7),86% (12/14),"['4', '2', '6', '2']","['2', '0', '4', '0', '6', '0']",[],[],[],1.08
24.09.2024,Nunez D. A.,0,2,0,,,,0,2,58%,38% (13/34),44% (11/25),38% (3/8),19% (5/27),33% (3/9),0% (0/0),41% (24/59),22% (8/36),34% (32/95),2,0,29% (2/7),0% (0/7),14% (2/14),[],[],[],[],[],6.84
CHALLENGER MEN - SINGLES :  Tulln (Austria),clay,header
02.09.2024,Pucinelli de Almeida M.,1,6,6^4,1,,,5,2,65%,68% (41/60),61% (20/33),60% (3/5),18% (9/49),40% (17/43),50% (1/2),66% (61/93),28% (26/92),47% (87/185),3,0,86% (12/14),7% (1/15),45% (13/29),"['6', '4']",[],[],[],[],1.88
02.09.2024,Molleker R.,2,4,7^7,6,,,10,1,53%,82% (40/49),60% (26/43),50% (1/2),32% (19/60),39% (13/33),40% (2/5),72% (66/92),34% (32/93),53% (98/185),7,0,93% (14/15),14% (2/14),55% (16/29),[],[],"['2', '0', '5', '1']",[],[],1.86
CHALLENGER MEN - SINGLES :  Como (Italy),clay,header
