Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
19.08.,Zhukayev B.,2,,,,,,15,11,54%,76% (56/74),40% (25/62),64% (7/11),28% (22/78),54% (27/50),43% (3/7),60% (81/136),38% (49/128),49% (130/264),6,3,75% (12/16),18% (3/17),45% (15/33),[],"['1', '1', '5', '5']","['1', '0']",[],[],20.0
19.08.,Pinnington Jones J.,1,,,,,,11,11,61%,72% (56/78),46% (23/50),57% (4/7),24% (18/74),60% (37/62),36% (4/11),62% (79/128),40% (55/136),51% (134/264),4,1,82% (14/17),25% (4/16),55% (18/33),"['2', '0']","['1', '0', '5', '4']","['1', '1']",[],[],1.27
01.08.,Olivieri G. A.,2,,,,,,3,0,72%,67% (42/63),50% (12/24),67% (6/9),36% (21/59),62% (18/29),36% (5/14),62% (54/87),45% (39/87),53% (93/174),7,0,75% (9/12),38% (5/13),56% (14/25),[],"['2', '1', '5', '2']","['1', '2', '3', '2', '6', '3']",[],[],1.85
01.08.,Pinnington Jones J.,1,,,,,,3,7,67%,63% (37/59),38% (11/29),64% (9/14),33% (21/63),50% (12/24),33% (3/9),55% (48/87),38% (33/87),47% (81/174),3,2,62% (8/13),25% (3/12),44% (11/25),"['2', '0', '6', '2']",[],"['2', '0']",[],[],1.87
30.07.,Pinnington Jones J.,2,,,,,,5,3,64%,65% (33/51),72% (21/29),50% (1/2),33% (20/60),54% (13/24),29% (2/7),68% (54/80),39% (33/84),53% (87/164),5,0,91% (10/11),18% (2/11),55% (12/22),"['4', '4']","['3', '2']",[],[],[],1.65
30.07.,Nicod J.,0,,,,,,2,4,71%,67% (40/60),46% (11/24),71% (5/7),35% (18/51),28% (8/29),50% (1/2),61% (51/84),33% (26/80),47% (77/164),5,0,82% (9/11),9% (1/11),45% (10/22),"['2', '1']",[],[],[],[],2.16
29.07.,Pinnington Jones J.,2,,,,,,2,2,71%,73% (37/51),67% (14/21),50% (1/2),36% (15/42),48% (16/33),57% (4/7),71% (51/72),42% (31/74),56% (82/146),7,0,92% (12/13),31% (4/13),62% (16/26),[],"['2', '0']","['1', '0', '4', '1', '6', '1']",[],[],1.58
29.07.,Gima S.,1,,,,,,3,2,56%,62% (26/42),52% (17/33),43% (3/7),27% (14/51),33% (7/21),50% (1/2),58% (43/74),29% (21/72),44% (64/146),3,1,69% (9/13),8% (1/13),38% (10/26),"['3', '2']",[],[],[],[],2.29
13.07.,Pinnington Jones J.,2,,,,,,2,3,69%,69% (40/58),58% (15/26),83% (5/6),26% (9/34),43% (10/23),100% (2/2),65% (55/84),33% (19/57),52% (74/141),9,0,91% (10/11),18% (2/11),55% (12/22),"['4', '3']","['3', '4']",[],[],[],1.64
13.07.,Edmund K.,0,,,,,,5,1,60%,74% (25/34),57% (13/23),0% (0/2),31% (18/58),42% (11/26),17% (1/6),67% (38/57),35% (29/84),48% (67/141),1,0,82% (9/11),9% (1/11),45% (10/22),[],"['3', '1']",[],[],[],2.19
