Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ATP - SINGLES :  Almaty (Kazakhstan),hard,header
17.10. 11:40,Zhukayev B.,0,3,,,,,4,0,89%,100% (8/8),100% (1/1),0% (0/0),60% (6/10),38% (3/8),33% (1/3),5,2,50% (1/2),6,100% (9/9),50% (9/18),67% (18/27),2,100% (2/2),50% (1/2),75% (3/4),"['3', '1']",[],[],[],[],5.05
17.10. 11:40,Machac T.,0,1,,,,,0,0,56%,40% (4/10),63% (5/8),67% (2/3),0% (0/8),0% (0/1),0% (0/0),4,8,75% (3/4),3,50% (9/18),0% (0/9),33% (9/27),1,50% (1/2),0% (0/2),25% (1/4),[],[],[],[],[],1.18
15.10. 14:45,Zhukayev B.,2,6,6,,,,8,2,66%,85% (28/33),59% (10/17),0% (0/0),26% (7/27),57% (13/23),38% (3/8),22,18,82% (14/17),7,76% (38/50),40% (20/50),58% (58/100),5,100% (9/9),38% (3/8),71% (12/17),"['6', '4']","['3', '1', '5', '1']",[],[],[],1.79
15.10. 14:45,Hassan B.,0,4,1,,,,1,1,54%,74% (20/27),43% (10/23),63% (5/8),15% (5/33),41% (7/17),0% (0/0),16,17,73% (11/15),4,60% (30/50),24% (12/50),42% (42/100),1,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],2.02
ATP - SINGLES :  Shanghai (China),hard,header
03.10. 14:35,Zhukayev B.,0,6^0,4,,,,14,1,68%,69% (31/45),52% (11/21),33% (1/3),20% (9/45),38% (8/21),13% (1/8),25,30,64% (14/22),5,64% (42/66),29% (22/76),45% (64/142),3,82% (9/11),9% (1/11),45% (10/22),"['2', '1']",[],[],[],[],4.34
03.10. 14:35,Safiullin R.,2,7^7,6,,,,5,2,68%,80% (36/45),62% (13/21),88% (7/8),31% (14/45),48% (10/21),67% (2/3),22,20,100% (8/8),8,71% (54/76),36% (24/66),55% (78/142),3,91% (10/11),18% (2/11),55% (12/22),"['4', '4']","['5', '4']",[],[],[],1.23
ATP - SINGLES :  Shanghai (China) - Qualification,hard,header
01.10. 09:40,Zhukayev B.,2,7,2,6,,,13,2,67%,82% (45/55),48% (13/27),60% (3/5),24% (13/55),47% (14/30),40% (2/5),32,13,85% (11/13),6,71% (58/82),32% (27/85),51% (85/167),3,87% (13/15),13% (2/15),50% (15/30),"['7', '5']",[],"['6', '4']",[],[],2.68
01.10. 09:40,Harris B.,1,5,6,4,,,8,2,65%,76% (42/55),53% (16/30),60% (3/5),18% (10/55),52% (14/27),40% (2/5),28,19,100% (9/9),6,68% (58/85),29% (24/82),49% (82/167),5,87% (13/15),13% (2/15),50% (15/30),[],"['3', '2', '5', '2']",[],[],[],1.48
30.09. 09:55,Zhukayev B.,2,6,6,,,,5,1,59%,87% (26/30),52% (11/21),0% (0/0),33% (7/21),54% (15/28),50% (3/6),20,20,60% (9/15),6,73% (37/51),45% (22/49),59% (59/100),3,100% (9/9),38% (3/8),71% (12/17),"['4', '2']","['1', '0', '4', '1']",[],[],[],0
30.09. 09:55,van Wyk K.,0,3,2,,,,3,2,43%,67% (14/21),46% (13/28),50% (3/6),13% (4/30),48% (10/21),0% (0/0),12,21,100% (5/5),4,55% (27/49),27% (14/51),41% (41/100),1,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],0
CHALLENGER MEN - SINGLES :  Nonthaburi 4 (Thailand),hard,header
25.09. 10:05,Zhukayev B.,0,6^5,4,,,,12,1,65%,72% (33/46),64% (16/25),75% (3/4),11% (5/46),41% (9/22),0% (0/0),5,69% (49/71),21% (14/68),45% (63/139),1,91% (10/11),0% (0/11),45% (10/22),[],[],[],[],[],1.39
25.09. 10:05,Oliveira G.,2,7^7,6,,,,9,4,68%,89% (41/46),59% (13/22),0% (0/0),28% (13/46),36% (9/25),25% (1/4),9,79% (54/68),31% (22/71),55% (76/139),3,100% (11/11),9% (1/11),55% (12/22),[],"['1', '0']",[],[],[],2.85
ATP - SINGLES :  Chengdu (China) - Qualification,hard,header
18.09. 12:20,Zhukayev B.,0,4,4,,,,10,4,59%,73% (30/41),48% (14/29),67% (4/6),15% (5/34),29% (5/17),0% (0/0),18,23,57% (8/14),5,63% (44/70),20% (10/51),45% (54/121),1,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],1.80
18.09. 12:20,Gomez F. A.,2,6,6,,,,6,0,67%,85% (29/34),71% (12/17),0% (0/0),27% (11/41),52% (15/29),33% (2/6),30,18,86% (6/7),9,80% (41/51),37% (26/70),55% (67/121),3,100% (10/10),20% (2/10),60% (12/20),"['3', '2']","['2', '1']",[],[],[],1.94
17.09. 15:10,Zhukayev B.,2,7^7,6,,,,15,2,56%,91% (32/35),64% (18/28),100% (1/1),35% (16/46),38% (9/24),25% (1/4),27,31,63% (12/19),6,79% (50/63),36% (25/70),56% (75/133),3,100% (11/11),9% (1/11),55% (12/22),[],"['1', '0']",[],[],[],2.42
17.09. 15:10,Moro Canas A.,0,6^5,4,,,,4,3,66%,65% (30/46),63% (15/24),75% (3/4),9% (3/35),36% (10/28),0% (0/1),16,30,60% (3/5),5,64% (45/70),21% (13/63),44% (58/133),1,91% (10/11),0% (0/11),45% (10/22),[],[],[],[],[],1.57
ATP - SINGLES :  Davis Cup - World Group I (World),-,header
15.09. 16:30,Zhukayev B.,2,3,6,10,,,0,0,0%,0% (0/0),0% (0/0),0% (0/0),0% (0/0),0% (0/0),0% (0/0),0,0,0,0% (0/0),0% (0/0),0% (0/0),0,0% (0/0),0% (0/0),0% (0/0),[],[],[],[],[],0
15.09. 16:30,Hjorth P.,1,6,4,8,,,0,0,0%,0% (0/0),0% (0/0),0% (0/0),0% (0/0),0% (0/0),0% (0/0),0,0,0,0% (0/0),0% (0/0),0% (0/0),0,0% (0/0),0% (0/0),0% (0/0),[],[],[],[],[],0
CHALLENGER MEN - SINGLES :  Shanghai (China),hard,header
CHALLENGER MEN - SINGLES :  Shanghai (China),hard,header
06.09. 08:40,Zhukayev B.,0,6^6,3,,,,12,4,70%,78% (39/50),43% (9/21),88% (7/8),15% (7/47),31% (5/16),0% (0/1),4,68% (48/71),19% (12/63),45% (60/134),1,90% (9/10),0% (0/11),43% (9/21),[],[],[],[],[],2.02
06.09. 08:40,Wong C.,2,7^8,6,,,,11,2,75%,85% (40/47),69% (11/16),100% (1/1),22% (11/50),57% (12/21),13% (1/8),7,81% (51/63),32% (23/71),55% (74/134),3,100% (11/11),10% (1/10),57% (12/21),[],"['3', '1']",[],[],[],1.74
04.09. 10:10,Zhukayev B.,2,7^7,6^2,7,,,16,7,60%,83% (60/72),54% (26/48),100% (5/5),21% (14/66),36% (15/42),50% (1/2),6,72% (86/120),27% (29/108),50% (115/228),2,94% (16/17),16% (3/19),53% (19/36),[],"['6', '4']","['7', '5']",[],[],1.83
04.09. 10:10,Barrios Vera T.,1,6^4,7^7,5,,,8,2,61%,79% (52/66),64% (27/42),50% (1/2),17% (12/72),46% (22/48),0% (0/5),6,73% (79/108),28% (34/120),50% (113/228),1,84% (16/19),6% (1/17),47% (17/36),[],[],[],[],[],1.98
