Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
11.06.,Jansson O.,2,,,,,,"['2', '0']","['1', '2', '4', '3', '6', '3']",[],[],[],2.08
11.06.,Kaukovalta P.,0,,,,,,[],"['2', '0']",[],[],[],1.69
21.05.,Ahti V.,2,,,,,,[],"['3', '1', '4', '2']","['4', '5']",[],[],2.08
21.05.,Kaukovalta P.,1,,,,,,"['4', '2']","['2', '3']","['2', '0']",[],[],1.69
13.03.,Story J.,2,,,,,,"['3', '1', '5', '1']","['6', '5']",[],[],[],1.18
13.03.,Kaukovalta P.,0,,,,,,[],[],[],[],[],4.43
07.11.2024,Virtanen O.,2,,,,,,6,2,51%,86% (18/21),55% (11/20),50% (2/4),35% (12/34),73% (24/33),46% (6/13),71% (29/41),54% (36/67),60% (65/108),8,0,75% (6/8),67% (6/9),71% (12/17),"['1', '2', '3', '2', '4', '3', '6', '3']","['4', '2', '6', '2']",[],[],[],1.01
07.11.2024,Kaukovalta P.,0,,,,,,3,7,51%,65% (22/34),27% (9/33),54% (7/13),14% (3/21),45% (9/20),50% (2/4),46% (31/67),29% (12/41),40% (43/108),2,1,33% (3/9),25% (2/8),29% (5/17),"['2', '0', '3', '3']",[],[],[],[],12.50
05.11.2024,Kaukovalta P.,2,,,,,,14,6,58%,75% (47/63),44% (20/45),63% (5/8),32% (19/60),45% (18/40),33% (3/9),62% (67/108),37% (37/100),50% (104/208),6,0,81% (13/16),20% (3/15),52% (16/31),"['2', '0', '4', '2']","['2', '1']",[],[],[],2.23
05.11.2024,Paldanius O.,1,,,,,,2,7,60%,68% (41/60),55% (22/40),67% (6/9),25% (16/63),56% (25/45),38% (3/8),63% (63/100),38% (41/108),50% (104/208),4,2,80% (12/15),19% (3/16),48% (15/31),"['1', '2']","['4', '4', '6', '4']",[],[],[],1.61
23.10.2024,Sachko V.,2,,,,,,"['2', '3']","['1', '0', '5', '2']","['1', '0', '4', '1', '6', '1']",[],[],1.08
23.10.2024,Kaukovalta P.,1,,,,,,"['3', '1', '4', '2', '6', '2']","['3', '5']",[],[],[],6.61
01.10.2024,Knaff A.,2,,,,,,[],"['2', '1', '5', '2']","['3', '2', '4', '3', '5', '4']",[],[],1.37
01.10.2024,Kaukovalta P.,1,,,,,,"['1', '0', '6', '3']",[],"['3', '3', '4', '4']",[],[],2.89
25.09.2024,Wiskandt M.,2,,,,,,"['2', '1', '4', '1', '6', '3']","['2', '0', '4', '0']",[],[],[],1.19
25.09.2024,Kaukovalta P.,0,,,,,,"['2', '4']",[],[],[],[],4.24
23.09.2024,Kaukovalta P.,2,,,,,,"['3', '1']","['3', '2', '5', '4']",[],[],[],3.72
23.09.2024,Eriksson S.,0,,,,,,[],"['4', '4', '5', '5']",[],[],[],1.24
03.09.2024,Hjorth P.,2,,,,,,"['4', '2', '7', '5']","['2', '0', '5', '1']",[],[],[],1.42
03.09.2024,Kaukovalta P.,0,,,,,,"['4', '5']",[],[],[],[],2.72
29.08.2024,Stewart H.,2,,,,,,"['3', '3', '5', '3']","['3', '2', '5', '4']",[],[],[],1.11
29.08.2024,Kaukovalta P.,0,,,,,,"['3', '2']","['3', '3']",[],[],[],5.88
27.08.2024,Kaukovalta P.,2,,,,,,"['3', '1', '5', '1']","['4', '3', '5', '4']",[],[],[],1.30
27.08.2024,Bazilevskiy V.,0,,,,,,[],"['4', '4']",[],[],[],3.34
09.08.2024,Tudorica A. N.,2,,,,,,"['2', '0', '5', '1']","['1', '2', '4', '3']",[],[],[],1.29
09.08.2024,Kaukovalta P.,0,,,,,,[],"['2', '0']",[],[],[],3.37
08.08.2024,Kaukovalta P.,2,,,,,,"['3', '2', '6', '3']","['6', '4']",[],[],[],1.58
08.08.2024,Carlsson Seger T.,0,,,,,,[],[],[],[],[],2.28
07.08.2024,Kaukovalta P.,2,,,,,,[],"['5', '3']","['1', '0', '2', '1', '4', '3']",[],[],1.31
07.08.2024,Bladelius H.,1,,,,,,"['3', '2', '5', '2']",[],"['1', '1', '2', '2']",[],[],3.24
22.07.2024,Moeller M.,2,,,,,,2,4,52%,74% (20/27),52% (13/25),0% (0/2),44% (7/16),69% (18/26),71% (5/7),63% (33/52),60% (25/42),62% (58/94),7,0,78% (7/9),63% (5/8),71% (12/17),"['2', '0', '5', '3']","['1', '2', '3', '2', '5', '2']",[],[],[],1.06
22.07.2024,Kaukovalta P.,0,,,,,,4,7,38%,56% (9/16),31% (8/26),29% (2/7),26% (7/27),48% (12/25),100% (2/2),40% (17/42),37% (19/52),38% (36/94),3,2,38% (3/8),22% (2/9),29% (5/17),"['1', '2']","['2', '0']",[],[],[],8.20
23.01.2024,Tamm K.,2,,,,,,"['2', '1', '4', '1', '6', '1']","['6', '4']",[],[],[],2.30
23.01.2024,Kaukovalta P.,0,,,,,,[],[],[],[],[],1.57
18.01.2024,Visker N.,2,,,,,,"['1', '0', '6', '3']","['2', '0']",[],[],[],1.63
18.01.2024,Kaukovalta P.,0,,,,,,[],[],[],[],[],2.18
16.01.2024,Duda F.,0,,,,,,"['3', '2']",[],[],[],[],2.45
16.01.2024,Kaukovalta P.,0,,,,,,"['5', '5']",[],[],[],[],1.51
21.11.2023,Raonic M.,2,,,,,,18,1,72%,97% (33/34),85% (11/13),0% (0/0),25% (9/36),50% (12/24),40% (2/5),34,16,70% (7/10),94% (44/47),35% (21/60),61% (65/107),100% (11/11),20% (2/10),62% (13/21),"['5', '3']","['6', '5']",[],[],[],1.06
21.11.2023,Kaukovalta P.,0,,,,,,11,0,60%,75% (27/36),50% (12/24),60% (3/5),3% (1/34),15% (2/13),0% (0/0),16,16,38% (6/16),65% (39/60),6% (3/47),39% (42/107),80% (8/10),0% (0/11),38% (8/21),[],[],[],[],[],7.84
12.11.2023,Moller E.,2,,,,,,3,3,46%,76% (19/25),66% (19/29),0% (0/2),24% (12/49),78% (21/27),50% (4/8),70% (38/54),43% (33/76),55% (71/130),82% (9/11),36% (4/11),59% (13/22),"['3', '2', '5', '4']","['1', '0', '6', '5']",[],[],[],1.49
12.11.2023,Kaukovalta P.,0,,,,,,6,4,64%,76% (37/49),22% (6/27),50% (4/8),24% (6/25),34% (10/29),100% (2/2),57% (43/76),30% (16/54),45% (59/130),64% (7/11),18% (2/11),41% (9/22),"['3', '3']","['4', '4']",[],[],[],2.52
06.11.2023,Munar J.,2,,,,,,1,4,66%,73% (27/37),47% (9/19),0% (0/3),32% (10/31),58% (18/31),83% (5/6),64% (36/56),45% (28/62),54% (64/118),73% (8/11),45% (5/11),59% (13/22),"['4', '3', '6', '5']","['1', '0', '2', '1', '3', '2']",[],[],[],1.18
06.11.2023,Kaukovalta P.,0,,,,,,2,3,50%,68% (21/31),42% (13/31),17% (1/6),27% (10/37),53% (10/19),100% (3/3),55% (34/62),36% (20/56),46% (54/118),55% (6/11),27% (3/11),41% (9/22),"['5', '5']","['1', '1', '2', '2']",[],[],[],4.55
10.09.2023,Kaukovalta P.,2,,,,,,[],[],[],[],[],1.34
10.09.2023,Shimanov O.,1,,,,,,[],[],[],[],[],3.04
09.09.2023,Kaukovalta P.,2,,,,,,[],[],[],[],[],1.44
09.09.2023,Stice T.,0,,,,,,[],[],[],[],[],2.63
