Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds

CHALLENGER MEN - SINGLES :  Todi (Italy),clay,header
18.08. 00:20,Rodriguez Taverna S.,0,4,3,,,,3,0,69%,61% (27/44),40% (8/20),50% (4/8),24% (10/41),50% (9/18),25% (1/4),8,55% (35/64),32% (19/59),44% (54/123),2,60% (6/10),11% (1/9),37% (7/19),['5'],"['2', '4', '6']",[],[],[],1.35
18.08. 00:20,Taberner C.,2,6,6,,,,0,1,69%,76% (31/41),50% (9/18),75% (3/4),39% (17/44),60% (12/20),50% (4/8),6,68% (40/59),45% (29/64),56% (69/123),4,89% (8/9),40% (4/10),63% (12/19),[],['2'],[],[],[],3.07
16.08. 21:40,Rodriguez Taverna S.,2,3,7^7,6,,,2,2,57%,78% (40/51),53% (20/38),63% (5/8),30% (18/61),43% (15/35),50% (2/4),10,67% (60/89),34% (33/96),50% (93/185),4,81% (13/16),13% (2/15),48% (15/31),"['3', '6']","['3', '4']",['1'],[],[],1.71
16.08. 21:40,Cretu C.,1,6,6^5,4,,,4,6,64%,70% (43/61),57% (20/35),50% (2/4),22% (11/51),47% (18/38),38% (3/8),7,66% (63/96),33% (29/89),50% (92/185),3,87% (13/15),19% (3/16),52% (16/31),[],"['1', '4', '7']","['2', '6']",[],[],2.06
15.08. 19:10,Rodriguez Taverna S.,2,2,6,6,,,5,2,63%,74% (34/46),44% (12/27),50% (3/6),41% (22/54),52% (15/29),40% (4/10),6,63% (46/73),45% (37/83),53% (83/156),3,77% (10/13),31% (4/13),54% (14/26),"['1', '3', '6']",[],[],[],[],1.67
15.08. 19:10,Giustino L.,1,6,2,4,,,2,4,65%,59% (32/54),48% (14/29),60% (6/10),26% (12/46),56% (15/27),50% (3/6),5,55% (46/83),37% (27/73),47% (73/156),4,69% (9/13),23% (3/13),46% (12/26),['1'],"['1', '5']",['2'],[],[],2.14
14.08. 16:50,Rodriguez Taverna S.,2,7^9,6,,,,6,0,65%,79% (34/43),74% (17/23),0% (0/0),30% (15/50),43% (6/14),50% (1/2),8,77% (51/66),33% (21/64),55% (72/130),5,100% (11/11),10% (1/10),57% (12/21),"['2', '5', '6']",[],[],[],[],2.80
14.08. 16:50,Castagnola L.,0,6^7,3,,,,0,1,78%,70% (35/50),57% (8/14),50% (1/2),21% (9/43),26% (6/23),0% (0/0),5,67% (43/64),23% (15/66),45% (58/130),1,90% (9/10),0% (0/11),43% (9/21),"['2', '5', '6', '9']",['2'],[],[],[],1.41
12.08. 21:20,Rodriguez Taverna S.,2,6,0,6,,,3,7,53%,77% (30/39),50% (17/34),63% (5/8),35% (18/52),41% (12/29),30% (3/10),6,64% (47/73),37% (30/81),50% (77/154),3,75% (9/12),23% (3/13),48% (12/25),[],"['2', '4', '6']",[],[],[],2.38
12.08. 21:20,Jianu F. C.,1,4,6,3,,,2,3,64%,65% (34/52),59% (17/29),70% (7/10),23% (9/39),50% (17/34),38% (3/8),6,63% (51/81),36% (26/73),50% (77/154),7,77% (10/13),25% (3/12),52% (13/25),['4'],[],"['2', '6']",[],[],1.55
CHALLENGER MEN - SINGLES :  Liberec (Czech Republic),clay,header
31.07. 16:35,Rodriguez Taverna S.,0,6^6,6^5,,,,2,5,59%,66% (40/61),45% (19/42),73% (8/11),27% (16/59),65% (24/37),30% (3/10),5,57% (59/103),42% (40/96),50% (99/199),3,75% (9/12),25% (3/12),50% (12/24),"['4', '2', '8']","['3', '6', '2', '4', '5', '7']",[],[],[],3.95
31.07. 16:35,Moreno De Alboran N.,2,7^8,7^7,,,,3,6,61%,73% (43/59),35% (13/37),70% (7/10),34% (21/61),55% (23/42),27% (3/11),5,58% (56/96),43% (44/103),50% (100/199),3,75% (9/12),25% (3/12),50% (12/24),"['2', '2', '5', '6']","['5', '6', '2', '4', '5']",[],[],[],1.23
29.07. 18:55,Rodriguez Taverna S.,2,7,5,7^9,,,6,3,65%,71% (55/77),36% (15/42),62% (8/13),27% (17/62),56% (29/52),50% (5/10),7,59% (70/119),40% (46/114),50% (116/233),3,72% (13/18),28% (5/18),50% (18/36),"['2', '5']","['3', '7']","['5', '2', '3', '7']",[],[],1.49
29.07. 18:55,Masur D.,1,5,7,6^7,,,2,13,54%,73% (45/62),44% (23/52),50% (5/10),29% (22/77),64% (27/42),38% (5/13),7,60% (68/114),41% (49/119),50% (117/233),3,72% (13/18),28% (5/18),50% (18/36),"['1', '4', '6']",['3'],"['4', '1', '6', '7', '9']",[],[],2.53
CHALLENGER MEN - SINGLES :  Tampere (Finland),clay,header
24.07. 20:20,Rodriguez Taverna S.,0,3,2,,,,0,5,48%,61% (19/31),45% (15/33),63% (5/8),26% (10/39),35% (6/17),0% (0/0),4,53% (34/64),29% (16/56),42% (50/120),1,63% (5/8),0% (0/9),29% (5/17),['3'],"['2', '5']",[],[],[],2.69
24.07. 20:20,Barranco Cosano J.,2,6,6,,,,0,2,70%,74% (29/39),65% (11/17),0% (0/0),39% (12/31),55% (18/33),38% (3/8),10,71% (40/56),47% (30/64),58% (70/120),3,100% (9/9),38% (3/8),71% (12/17),[],[],[],[],[],1.44
22.07. 18:40,Rodriguez Taverna S.,2,6,6,,,,4,6,54%,78% (25/32),59% (16/27),100% (3/3),31% (11/36),54% (14/26),38% (3/8),9,69% (41/59),40% (25/62),55% (66/121),3,100% (9/9),30% (3/10),63% (12/19),[],[],[],[],[],1.58
22.07. 18:40,Vrbensky M.,0,4,3,,,,6,4,58%,69% (25/36),46% (12/26),63% (5/8),22% (7/32),41% (11/27),0% (0/3),5,60% (37/62),31% (18/59),45% (55/121),1,70% (7/10),0% (0/9),37% (7/19),['2'],"['1', '6']",[],[],[],2.31
CHALLENGER MEN - SINGLES :  Amersfoort (Netherlands),clay,header
17.07. 18:30,Rodriguez Taverna S.,0,3,2,,,,0,0,54%,53% (17/32),44% (12/27),43% (3/7),31% (10/32),25% (4/16),0% (0/2),4,49% (29/59),29% (14/48),40% (43/107),1,56% (5/9),0% (0/8),29% (5/17),"['1', '6']","['4', '6']",[],[],[],1.62
