Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
25.08.,Brancaccio R.,2,,,,,,1,1,57%,67% (24/36),59% (16/27),50% (2/4),49% (20/41),44% (11/25),40% (4/10),63% (40/63),47% (31/66),55% (71/129),6,0,80% (8/10),40% (4/10),60% (12/20),"['1', '0', '2', '3', '5', '4']","['1', '0']",[],[],[],1.53
25.08.,Iannaccone F.,0,,,,,,0,0,62%,51% (21/41),56% (14/25),60% (6/10),33% (12/36),41% (11/27),50% (2/4),53% (35/66),37% (23/63),45% (58/129),4,0,60% (6/10),20% (2/10),40% (8/20),"['1', '1', '3', '1']",[],[],[],[],2.40
24.08.,Iannaccone F.,2,,,,,,3,3,67%,84% (36/43),57% (12/21),0% (0/2),29% (11/38),39% (12/31),50% (3/6),13,38,75% (48/64),33% (23/69),53% (71/133),8,0,83% (10/12),25% (3/12),54% (13/24),"['3', '4']","['4', '2', '7', '5']",[],[],[],1.43
24.08.,Cukierman D.,0,,,,,,0,2,55%,71% (27/38),61% (19/31),50% (3/6),16% (7/43),43% (9/21),100% (2/2),13,46,67% (46/69),25% (16/64),47% (62/133),2,0,75% (9/12),17% (2/12),46% (11/24),"['3', '1']","['4', '5']",[],[],[],2.70
06.08.,Rapagnetta D.,2,,,,,,"['1', '0', '3', '2', '4', '3', '6', '3']","['2', '0']",[],[],[],6.05
06.08.,Iannaccone F.,0,,,,,,"['1', '1', '3', '3']",[],[],[],[],1.09
05.08.,Iannaccone F.,2,,,,,,"['2', '0', '6', '2']","['2', '0', '4', '0']",[],[],[],1.25
05.08.,Perfetti N.,0,,,,,,[],[],[],[],[],3.62
29.06.,Paul J.,2,,,,,,1,0,58%,63% (24/38),61% (17/28),82% (9/11),34% (15/44),82% (18/22),42% (5/12),19,39,33% (2/6),62% (41/66),50% (33/66),56% (74/132),6,0,78% (7/9),56% (5/9),67% (12/18),"['1', '0', '2', '1', '5', '2']","['1', '0', '2', '1']",[],[],[],1.54
29.06.,Iannaccone F.,0,,,,,,3,4,67%,66% (29/44),18% (4/22),58% (7/12),37% (14/38),39% (11/28),18% (2/11),15,43,71% (5/7),50% (33/66),38% (25/66),44% (58/132),4,0,44% (4/9),22% (2/9),33% (6/18),"['1', '1']","['1', '1']",[],[],[],2.38
15.06.,Fonio G.,2,,,,,,4,8,55%,64% (36/56),48% (22/46),58% (7/12),41% (21/51),55% (23/42),38% (6/16),23,49,62% (8/13),57% (58/101),47% (45/95),53% (103/196),7,0,67% (10/15),40% (6/15),53% (16/30),"['2', '0', '4', '2']","['1', '0']","['3', '1', '4', '4', '7', '5']",[],[],1.38
15.06.,Iannaccone F.,1,,,,,,3,7,55%,59% (30/51),45% (19/42),63% (10/16),36% (20/56),52% (24/46),42% (5/12),22,48,100% (2/2),53% (50/95),43% (43/101),47% (93/196),3,0,60% (9/15),33% (5/15),47% (14/30),"['2', '3']","['1', '1', '3', '1']","['2', '3', '4', '3']",[],[],2.90
11.06.,Bouquet L.,2,,,,,,"['3', '3']",[],"['4', '2', '6', '4']",[],[],3.20
11.06.,Iannaccone F.,1,,,,,,"['1', '0', '4', '3', '6', '3']",[],"['4', '5']",[],[],1.31
10.06.,Iannaccone F.,2,,,,,,"['2', '1', '5', '4']","['1', '0', '2', '1', '6', '3']",[],[],[],1.32
10.06.,Rahmani K.,0,,,,,,"['2', '2']","['1', '1']",[],[],[],3.14
01.06.,Brunold M.,2,,,,,,3,3,66%,81% (25/31),38% (6/16),50% (1/2),42% (11/26),80% (16/20),71% (5/7),66% (31/47),59% (27/46),62% (58/93),7,0,88% (7/8),71% (5/7),80% (12/15),"['3', '1', '5', '1']","['1', '2', '3', '2', '5', '2']",[],[],[],1.39
01.06.,Iannaccone F.,0,,,,,,2,1,57%,58% (15/26),20% (4/20),29% (2/7),19% (6/31),63% (10/16),50% (1/2),41% (19/46),34% (16/47),38% (35/93),3,0,29% (2/7),13% (1/8),20% (3/15),[],"['2', '0']",[],[],[],2.85
21.05.,Piraino G.,2,,,,,,"['2', '0', '5', '1', '6', '2']","['2', '0', '4', '0', '5', '1']",[],[],[],1.99
21.05.,Iannaccone F.,0,,,,,,"['2', '5']","['1', '4']",[],[],[],1.73
17.05.,Molcan A.,2,,,,,,"['1', '0']","['5', '4']","['1', '0']",[],[],1.26
17.05.,Iannaccone F.,1,,,,,,"['4', '4', '6', '4']",[],[],[],[],3.54
16.05.,Iannaccone F.,2,,,,,,"['1', '0', '5', '2']","['1', '0', '3', '0']",[],[],[],1.19
16.05.,Schlageter J.,0,,,,,,[],[],[],[],[],4.28
15.05.,Iannaccone F.,2,,,,,,"['2', '3', '6', '5']","['2', '0', '5', '1']","['3', '2', '5', '2']",[],[],1.57
15.05.,Masur D.,1,,,,,,"['2', '0', '6', '6']",[],[],[],[],2.28
13.05.,Iannaccone F.,2,,,,,,"['2', '1', '5', '2']","['2', '1', '4', '1', '6', '1']",[],[],[],1.02
13.05.,Giovannini U. M.,0,,,,,,[],[],[],[],[],10.20
05.05.,Martin A.,2,,,,,,[],"['1', '0']","['3', '2', '6', '5']",[],[],1.68
05.05.,Iannaccone F.,1,,,,,,"['2', '1', '6', '3']",[],"['5', '5']",[],[],2.09
30.04.,Jubb P.,2,,,,,,"['2', '4', '4', '4', '6', '4']","['1', '1', '3', '1', '5', '3']",[],[],[],2.16
30.04.,Iannaccone F.,0,,,,,,"['2', '1', '4', '1']","['1', '0', '3', '4']",[],[],[],1.63
29.04.,Iannaccone F.,2,,,,,,"['2', '0', '5', '1']","['1', '0', '3', '0', '5', '0']",[],[],[],1.06
29.04.,Mazzola F.,0,,,,,,"['2', '5']",[],[],[],[],7.30
20.04.,Kopp S.,2,,,,,,2,2,67%,68% (42/62),48% (15/31),73% (11/15),44% (24/55),52% (15/29),46% (6/13),61% (57/93),46% (39/84),54% (96/177),6,0,71% (10/14),46% (6/13),59% (16/27),"['2', '0', '5', '3']","['2', '3', '4', '5']","['1', '0', '4', '1']",[],[],1.61
20.04.,Iannaccone F.,1,,,,,,1,3,65%,56% (31/55),48% (14/29),54% (7/13),32% (20/62),52% (16/31),27% (4/15),54% (45/84),39% (36/93),46% (81/177),4,0,54% (7/13),29% (4/14),41% (11/27),"['3', '4']","['2', '0', '5', '3', '6', '4']",[],[],[],2.23
