Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ITF MEN - SINGLES :  M25 Lajeado (Brazil),clay,header
CHALLENGER MEN - SINGLES :  Curitiba (Brazil),clay,header
ITF MEN - SINGLES :  M25 Lajeado (Brazil),clay,header
CHALLENGER MEN - SINGLES :  Curitiba (Brazil),clay,header
22.10. 18:40,Reis Da Silva J.,0,6^3,4,,,,2,4,68%,66% (31/47),32% (7/22),20% (1/5),29% (14/48),71% (15/21),38% (3/8),55% (38/69),42% (29/69),49% (67/138),3,0,64% (7/11),27% (3/11),45% (10/22),"['4', '5']","['1', '1', '3', '1']",[],[],[],2.46
22.10. 18:40,Guillen Meza A.,2,7^7,6,,,,0,0,70%,71% (34/48),29% (6/21),63% (5/8),34% (16/47),68% (15/22),80% (4/5),58% (40/69),45% (31/69),51% (71/138),7,0,73% (8/11),36% (4/11),55% (12/22),"['5', '3']","['1', '0', '2', '3', '5', '4']",[],[],[],1.51
CHALLENGER MEN - SINGLES :  Curitiba (Brazil) - Qualification,clay,header
CHALLENGER MEN - SINGLES :  Curitiba (Brazil),clay,header
CHALLENGER MEN - SINGLES :  Curitiba (Brazil) - Qualification,clay,header
21.10. 18:40,Reis Da Silva J.,2,6,6,,,,3,0,63%,75% (24/32),47% (9/19),75% (3/4),47% (20/43),61% (19/31),45% (5/11),65% (33/51),53% (39/74),58% (72/125),6,0,88% (7/8),56% (5/9),71% (12/17),"['1', '0', '2', '1', '5', '2']","['2', '1', '6', '3']",[],[],[],0
21.10. 18:40,Nijboer R.,0,2,3,,,,2,8,58%,53% (23/43),39% (12/31),55% (6/11),25% (8/32),53% (10/19),25% (1/4),47% (35/74),35% (18/51),42% (53/125),4,0,44% (4/9),13% (1/8),29% (5/17),"['1', '1']",[],[],[],[],0
20.10. 21:55,Reis Da Silva J.,2,6,4,6,,,1,3,57%,77% (30/39),47% (14/30),50% (3/6),45% (26/58),56% (18/32),70% (7/10),64% (44/69),49% (44/90),55% (88/159),4,0,75% (9/12),54% (7/13),64% (16/25),"['1', '0', '4', '1', '6', '1']","['2', '0']","['1', '1', '4', '2', '6', '2']",[],[],0
20.10. 21:55,Schenekenberg G.,1,1,6,2,,,3,3,64%,55% (32/58),44% (14/32),30% (3/10),23% (9/39),53% (16/30),50% (3/6),51% (46/90),36% (25/69),45% (71/159),6,0,46% (6/13),25% (3/12),36% (9/25),[],"['2', '3', '4', '3']","['1', '0']",[],[],0
CHALLENGER MEN - SINGLES :  Campinas (Brazil) - Qualification,clay,header
14.10. 19:40,Reis Da Silva J.,0,4,5,,,,0,6,60%,65% (28/43),38% (11/29),55% (6/11),18% (6/34),62% (23/37),38% (3/8),7,54% (39/72),41% (29/71),48% (68/143),2,55% (6/11),27% (3/11),41% (9/22),"['2', '4']","['2', '2', '4', '4']",[],[],[],2.53
14.10. 19:40,Elias G.,2,6,7,,,,1,6,48%,82% (28/34),38% (14/37),63% (5/8),35% (15/43),62% (18/29),45% (5/11),6,59% (42/71),46% (33/72),52% (75/143),4,73% (8/11),45% (5/11),59% (13/22),"['2', '1', '4', '1']","['2', '1', '4', '3', '6', '5']",[],[],[],1.48
13.10. 18:40,Reis Da Silva J.,2,6,6,,,,1,2,65%,75% (24/32),59% (10/17),100% (2/2),48% (12/25),58% (15/26),80% (4/5),8,69% (34/49),53% (27/51),61% (61/100),4,100% (8/8),50% (4/8),75% (12/16),"['4', '2']","['1', '0', '4', '1', '6', '1']",[],[],[],1.03
13.10. 18:40,Pinto L.,0,3,1,,,,0,6,49%,52% (13/25),42% (11/26),20% (1/5),25% (8/32),41% (7/17),0% (0/2),5,47% (24/51),31% (15/49),39% (39/100),1,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],10.20
CHALLENGER MEN - SINGLES :  Villa Maria (Argentina) - Qualification,clay,header
08.10. 18:40,Reis Da Silva J.,0,2,4,,,,1,2,65%,56% (20/36),42% (8/19),29% (2/7),36% (16/45),46% (11/24),29% (2/7),5,51% (28/55),39% (27/69),44% (55/124),2,44% (4/9),22% (2/9),33% (6/18),"['1', '2']","['4', '5']",[],[],[],3.20
08.10. 18:40,Midon L.,2,6,6,,,,2,1,65%,64% (29/45),54% (13/24),71% (5/7),44% (16/36),58% (11/19),71% (5/7),7,61% (42/69),49% (27/55),56% (69/124),3,78% (7/9),56% (5/9),67% (12/18),"['2', '0', '3', '1', '6', '2']","['4', '2', '6', '4']",[],[],[],1.32
06.10. 18:40,Reis Da Silva J.,2,4,6,6,,,2,3,63%,52% (32/62),58% (21/36),44% (4/9),39% (21/54),65% (28/43),58% (7/12),9,54% (53/98),51% (49/97),52% (102/195),4,64% (9/14),47% (7/15),55% (16/29),"['2', '1']","['2', '1', '4', '1', '5', '2', '6', '3']","['4', '4', '6', '4']",[],[],1.99
06.10. 18:40,Lavagno E.,1,6,3,4,,,2,8,56%,61% (33/54),35% (15/43),42% (5/12),48% (30/62),42% (15/36),56% (5/9),6,49% (48/97),46% (45/98),48% (93/195),3,53% (8/15),36% (5/14),45% (13/29),"['2', '2', '6', '4']","['2', '4', '3', '5']","['4', '3']",[],[],1.75
CHALLENGER MEN - SINGLES :  Buenos Aires 3 (Argentina) - Qualification,clay,header
