Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
16.08.,Suresh D.,2,,,,,,8,0,69%,74% (28/38),82% (14/17),100% (2/2),19% (5/27),52% (14/27),67% (2/3),27,21,62% (8/13),76% (42/55),35% (19/54),56% (61/109),7,0,100% (10/10),22% (2/9),63% (12/19),"['2', '0']","['5', '4']",[],[],[],21.5
16.08.,Mayo A.,0,,,,,,5,3,50%,81% (22/27),48% (13/27),33% (1/3),26% (10/38),18% (3/17),0% (0/2),12,15,80% (8/10),65% (35/54),24% (13/55),44% (48/109),3,0,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],1.55
05.08.,Nardi L.,2,,,,,,5,3,69%,75% (33/44),40% (8/20),75% (3/4),39% (13/33),61% (17/28),33% (4/12),24,26,60% (3/5),64% (41/64),49% (30/61),57% (71/125),6,0,89% (8/9),50% (4/8),71% (12/17),"['3', '1', '4', '2']","['2', '1', '4', '1']",[],[],[],1.49
05.08.,Mayo A.,0,,,,,,5,4,54%,61% (20/33),39% (11/28),67% (8/12),25% (11/44),60% (12/20),25% (1/4),21,32,64% (7/11),51% (31/61),36% (23/64),43% (54/125),4,1,50% (4/8),11% (1/9),29% (5/17),"['2', '3']",[],[],[],[],2.51
30.07.,Eubanks C.,2,,,,,,5,8,58%,81% (50/62),41% (18/44),78% (7/9),31% (16/51),43% (20/47),25% (2/8),29,53,69% (18/26),64% (68/106),37% (36/98),51% (104/204),5,0,87% (13/15),13% (2/15),50% (15/30),"['5', '5']",[],"['4', '2']",[],[],1.64
30.07.,Mayo A.,1,,,,,,7,5,52%,69% (35/51),57% (27/47),75% (6/8),19% (12/62),59% (26/44),22% (2/9),29,35,60% (3/5),63% (62/98),36% (38/106),49% (100/204),5,0,87% (13/15),13% (2/15),50% (15/30),"['3', '2']","['5', '3']",[],[],[],2.19
28.07.,Mayo A.,1,,,,,,11,3,56%,81% (30/37),59% (17/29),67% (2/3),34% (22/65),53% (24/45),20% (2/10),26,22,50% (2/4),71% (47/66),42% (46/110),53% (93/176),7,0,92% (11/12),17% (2/12),54% (13/24),"['6', '5']",[],"['2', '0']",[],[],2.23
28.07.,Damm M.,1,,,,,,3,7,59%,66% (43/65),47% (21/45),80% (8/10),19% (7/37),41% (12/29),33% (1/3),31,51,58% (15/26),58% (64/110),29% (19/66),47% (83/176),3,0,83% (10/12),8% (1/12),46% (11/24),[],"['3', '1']",[],[],[],1.61
27.07.,Mayo A.,2,,,,,,12,2,51%,86% (30/35),70% (23/33),0% (0/1),38% (20/53),40% (17/42),43% (3/7),21,30,20% (1/5),78% (53/68),39% (37/95),55% (90/163),6,0,93% (13/14),21% (3/14),57% (16/28),"['2', '1', '6', '3']",[],"['2', '0']",[],[],1.31
27.07.,Kirchheimer S.,1,,,,,,5,4,56%,62% (33/53),60% (25/42),57% (4/7),14% (5/35),30% (10/33),100% (1/1),24,51,38% (3/8),61% (58/95),22% (15/68),45% (73/163),4,0,79% (11/14),7% (1/14),43% (12/28),[],"['4', '3']",[],[],[],3.27
24.07.,Hsu Y. H.,2,,,,,,4,1,63%,70% (23/33),74% (14/19),0% (0/0),33% (10/30),57% (16/28),38% (3/8),22,17,67% (10/15),71% (37/52),45% (26/58),57% (63/110),7,0,100% (9/9),38% (3/8),71% (12/17),"['5', '3']","['3', '2', '5', '2']",[],[],[],1.55
24.07.,Mayo A.,0,,,,,,6,6,52%,67% (20/30),43% (12/28),63% (5/8),30% (10/33),26% (5/19),0% (0/0),17,25,63% (5/8),55% (32/58),29% (15/52),43% (47/110),3,0,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],2.36
22.07.,Mayo A.,2,,,,,,5,7,48%,66% (31/47),47% (24/51),79% (11/14),36% (14/39),62% (23/37),45% (5/11),14,32,57% (4/7),56% (55/98),49% (37/76),53% (92/174),6,0,70% (7/10),50% (5/10),60% (12/20),"['1', '1', '4', '4']","['1', '2', '3', '2', '5', '2']",[],[],[],2.38
22.07.,Kachmazov A.,0,,,,,,7,5,51%,64% (25/39),38% (14/37),55% (6/11),34% (16/47),53% (27/51),21% (3/14),28,60,57% (4/7),51% (39/76),44% (43/98),47% (82/174),4,1,50% (5/10),30% (3/10),40% (8/20),"['1', '0', '3', '2']","['2', '0']",[],[],[],1.54
21.07.,Mayo A.,2,,,,,,9,6,59%,75% (41/55),54% (21/39),67% (4/6),28% (19/68),71% (17/24),27% (3/11),20,40,50% (4/8),66% (62/94),39% (36/92),53% (98/186),6,0,87% (13/15),21% (3/14),55% (16/29),"['4', '2']","['2', '3']","['4', '3']",[],[],1.87
21.07.,Ilagan A.,1,,,,,,3,2,74%,72% (49/68),29% (7/24),73% (8/11),25% (14/55),46% (18/39),33% (2/6),28,56,64% (7/11),61% (56/92),34% (32/94),47% (88/186),4,0,79% (11/14),13% (2/15),45% (13/29),[],"['2', '0', '6', '4']",[],[],[],1.87
20.07.,Mayo A.,2,,,,,,8,5,50%,92% (24/26),50% (13/26),100% (2/2),35% (13/37),65% (15/23),36% (4/11),20,23,80% (4/5),71% (37/52),47% (28/60),58% (65/112),6,0,100% (8/8),44% (4/9),71% (12/17),"['1', '0']","['1', '0', '4', '1', '6', '1']",[],[],[],1.15
20.07.,Stalder R.,0,,,,,,3,2,62%,65% (24/37),35% (8/23),64% (7/11),8% (2/26),50% (13/26),0% (0/2),12,31,50% (8/16),53% (32/60),29% (15/52),42% (47/112),4,1,56% (5/9),0% (0/8),29% (5/17),[],[],[],[],[],4.90
16.07.,Galarneau A.,2,,,,,,4,1,61%,79% (26/33),71% (15/21),0% (0/0),29% (9/31),50% (20/40),18% (2/11),10,30,83% (5/6),76% (41/54),41% (29/71),56% (70/125),4,0,100% (10/10),22% (2/9),63% (12/19),"['5', '3']","['1', '0']",[],[],[],1.51
16.07.,Mayo A.,0,,,,,,5,5,44%,71% (22/31),50% (20/40),82% (9/11),21% (7/33),29% (6/21),0% (0/0),12,36,56% (5/9),59% (42/71),24% (13/54),44% (55/125),6,1,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],2.46
09.07.,Spizzirri E.,2,,,,,,8,0,63%,88% (28/32),63% (12/19),0% (0/0),30% (10/33),39% (9/23),67% (2/3),14,16,75% (3/4),78% (40/51),34% (19/56),55% (59/107),8,0,100% (10/10),20% (2/10),60% (12/20),"['3', '2']","['5', '4']",[],[],[],1.31
09.07.,Mayo A.,0,,,,,,2,0,59%,70% (23/33),61% (14/23),33% (1/3),13% (4/32),37% (7/19),0% (0/0),16,24,80% (12/15),66% (37/56),22% (11/51),45% (48/107),2,0,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],3.27
07.07.,Mayo A.,2,,,,,,10,3,56%,82% (41/50),48% (19/40),75% (6/8),43% (31/72),28% (8/29),36% (4/11),33,38,69% (18/26),67% (60/90),39% (39/101),52% (99/191),7,0,87% (13/15),25% (4/16),55% (17/31),"['6', '5']","['2', '3']","['1', '0', '6', '3']",[],[],1.14
07.07.,Martin D.,1,,,,,,1,2,71%,57% (41/72),72% (21/29),64% (7/11),18% (9/50),53% (21/40),25% (2/8),33,35,77% (10/13),61% (62/101),33% (30/90),48% (92/191),3,0,75% (12/16),13% (2/15),45% (14/31),[],"['2', '0', '6', '4']",[],[],[],5.10
04.07.,Draxl L.,2,,,,,,1,4,61%,71% (25/35),50% (11/22),0% (0/2),43% (12/28),55% (18/33),63% (5/8),12,19,77% (10/13),63% (36/57),49% (30/61),56% (66/118),7,0,80% (8/10),50% (5/10),65% (13/20),"['1', '0', '3', '0']","['1', '2', '3', '4', '6', '5']",[],[],[],1.28
04.07.,Mayo A.,0,,,,,,2,3,46%,57% (16/28),45% (15/33),38% (3/8),29% (10/35),50% (11/22),100% (2/2),18,32,63% (10/16),51% (31/61),37% (21/57),44% (52/118),3,0,50% (5/10),20% (2/10),35% (7/20),[],"['2', '0', '4', '2']",[],[],[],3.47
03.07.,Mayo A.,2,,,,,,5,2,50%,67% (22/33),67% (22/33),83% (5/6),32% (12/38),58% (14/24),38% (3/8),17,37,67% (2/3),67% (44/66),42% (26/62),55% (70/128),6,0,90% (9/10),30% (3/10),60% (12/20),"['1', '0', '4', '3']","['1', '0']",[],[],[],1.55
03.07.,Moriya H.,0,,,,,,1,2,61%,68% (26/38),42% (10/24),63% (5/8),33% (11/33),33% (11/33),17% (1/6),7,44,28% (5/18),58% (36/62),33% (22/66),45% (58/128),4,0,70% (7/10),10% (1/10),40% (8/20),"['2', '2']",[],[],[],[],2.36
30.06.,Mayo A.,2,,,,,,2,1,54%,77% (20/26),68% (15/22),100% (3/3),39% (11/28),65% (17/26),50% (4/8),11,14,57% (4/7),73% (35/48),52% (28/54),62% (63/102),7,0,100% (8/8),50% (4/8),75% (12/16),"['3', '1', '5', '1']","['3', '2', '6', '3']",[],[],[],2.21
30.06.,Andrade A.,0,,,,,,2,4,52%,61% (17/28),35% (9/26),50% (4/8),23% (6/26),32% (7/22),0% (0/3),10,40,100% (5/5),48% (26/54),27% (13/48),38% (39/102),3,0,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],1.62
20.06.,Milavsky D.,2,,,,,,"['2', '1', '4', '1', '6', '1']",[],[],[],[],2.20
20.06.,Mayo A.,0,,,,,,[],[],[],[],[],1.61
19.06.,Mayo A.,2,,,,,,"['4', '4', '7', '5']","['4', '2', '6', '2']",[],[],[],1.36
19.06.,Watt J.,0,,,,,,"['4', '3']",[],[],[],[],2.94
17.06.,Mayo A.,2,,,,,,"['2', '3', '4', '3']","['1', '0']","['1', '0', '3', '0', '6', '3']",[],[],1.21
17.06.,Woestendick C.,1,,,,,,"['2', '0', '4', '4', '6', '4']",[],"['1', '3']",[],[],4.04
13.06.,Moriya H.,2,,,,,,"['3', '2', '5', '2']","['1', '0']","['4', '3']",[],[],2.62
13.06.,Mayo A.,1,,,,,,"['3', '5']","['2', '2', '4', '2', '6', '2']",[],[],[],1.44
12.06.,Mayo A.,1,,,,,,"['2', '4', '4', '4', '6', '4']","['2', '0']",[],[],[],1.50
12.06.,Ejupovic E.,0,,,,,,"['2', '1', '4', '1']",[],[],[],[],2.44
11.06.,Mayo A.,2,,,,,,"['3', '1', '6', '2']","['2', '0', '4', '0']",[],[],[],-
11.06.,Long D.,0,,,,,,[],"['1', '4', '4', '5']",[],[],[],-
02.06.,Sell K.,2,,,,,,9,2,62%,68% (39/57),51% (18/35),78% (7/9),29% (15/52),61% (17/28),75% (3/4),62% (57/92),40% (32/80),52% (89/172),8,0,85% (11/13),23% (3/13),54% (14/26),[],"['5', '4']","['2', '1', '5', '2']",[],[],1.70
02.06.,Mayo A.,1,,,,,,9,4,65%,71% (37/52),39% (11/28),25% (1/4),32% (18/57),49% (17/35),22% (2/9),60% (48/80),38% (35/92),48% (83/172),2,1,77% (10/13),15% (2/13),46% (12/26),"['3', '1', '6', '2']",[],[],[],[],2.08
17.05.,Kozlov S.,2,,,,,,"['2', '1', '4', '1']","['4', '3']",[],[],[],1.46
17.05.,Mayo A.,0,,,,,,"['2', '4']",[],[],[],[],2.56
16.05.,Mayo A.,2,,,,,,[],"['5', '3']","['5', '4']",[],[],1.01
16.05.,Jauregui Sainz De Rozas R.,1,,,,,,"['4', '2']",[],[],[],[],11.00
14.05.,Mayo A.,2,,,,,,"['1', '0', '3', '0', '6', '1']","['3', '1', '6', '2']",[],[],[],1.01
14.05.,Aguilar Gasperin O.,0,,,,,,[],[],[],[],[],11.50
22.04.,Maloney P.,2,,,,,,3,3,69%,87% (33/38),47% (8/17),100% (3/3),34% (13/38),59% (17/29),38% (3/8),75% (41/55),45% (30/67),58% (71/122),7,0,100% (9/9),33% (3/9),67% (12/18),"['4', '2']","['2', '1', '6', '3']",[],[],[],1.57
22.04.,Mayo A.,0,,,,,,4,3,57%,66% (25/38),41% (12/29),63% (5/8),13% (5/38),53% (9/17),0% (0/3),55% (37/67),25% (14/55),42% (51/122),3,0,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],2.31
15.04.,Tobon M.,2,,,,,,2,7,56%,71% (30/42),45% (15/33),75% (6/8),42% (8/19),54% (20/37),100% (5/5),60% (45/75),50% (28/56),56% (73/131),5,0,80% (8/10),56% (5/9),68% (13/19),"['2', '4', '4', '4', '7', '5']","['3', '1', '5', '1']",[],[],[],4.02
15.04.,Mayo A.,0,,,,,,0,8,34%,58% (11/19),46% (17/37),0% (0/5),29% (12/42),55% (18/33),25% (2/8),50% (28/56),40% (30/75),44% (58/131),5,1,44% (4/9),20% (2/10),32% (6/19),"['2', '1', '4', '1']",[],[],[],[],1.22
08.04.,Mannarino A.,2,,,,,,4,5,51%,81% (29/36),44% (15/34),40% (2/5),37% (14/38),48% (16/33),44% (4/9),63% (44/70),42% (30/71),52% (74/141),10,0,73% (8/11),36% (4/11),55% (12/22),"['4', '2', '5', '5']","['3', '4', '5', '4']",[],[],[],1.62
08.04.,Mayo A.,0,,,,,,6,4,54%,63% (24/38),52% (17/33),56% (5/9),19% (7/36),56% (19/34),60% (3/5),58% (41/71),37% (26/70),48% (67/141),0,0,64% (7/11),27% (3/11),45% (10/22),"['3', '4', '5', '4']","['3', '1']",[],[],[],2.21
05.04.,Huesler M.,2,,,,,,4,6,58%,80% (36/45),44% (14/32),60% (3/5),27% (11/41),55% (21/38),80% (4/5),65% (50/77),41% (32/79),53% (82/156),5,0,85% (11/13),31% (4/13),58% (15/26),[],"['2', '0', '4', '0']","['1', '0', '4', '3']",[],[],1.26
05.04.,Mayo A.,1,,,,,,3,6,52%,73% (30/41),45% (17/38),20% (1/5),20% (9/45),56% (18/32),40% (2/5),59% (47/79),35% (27/77),47% (74/156),5,1,69% (9/13),15% (2/13),42% (11/26),"['3', '1']",[],"['3', '3']",[],[],3.63
02.04.,Mayo A.,2,,,,,,8,2,51%,83% (33/40),67% (26/39),0% (0/0),17% (9/53),44% (11/25),0% (0/1),75% (59/79),26% (20/78),50% (79/157),6,0,100% (12/12),0% (0/12),50% (12/24),[],[],[],[],[],1.72
02.04.,Ejupovic E.,0,,,,,,15,2,68%,83% (44/53),56% (14/25),100% (1/1),18% (7/40),33% (13/39),0% (0/0),74% (58/78),25% (20/79),50% (78/157),4,1,100% (12/12),0% (0/12),50% (12/24),[],[],[],[],[],2.03
01.04.,Mayo A.,2,,,,,,6,8,60%,64% (38/59),49% (19/39),44% (4/9),36% (17/47),54% (19/35),60% (6/10),58% (57/98),44% (36/82),52% (93/180),7,0,69% (11/16),40% (6/15),55% (17/31),"['5', '3']","['3', '4', '4', '5']","['3', '2', '4', '3', '6', '5']",[],[],2.27
01.04.,Nanda G.,1,,,,,,2,3,57%,64% (30/47),46% (16/35),40% (4/10),36% (21/59),51% (20/39),56% (5/9),56% (46/82),42% (41/98),48% (87/180),3,0,60% (9/15),31% (5/16),45% (14/31),[],"['3', '1', '5', '3', '6', '4']","['3', '3', '5', '5']",[],[],1.59
24.03.,Zink T.,2,,,,,,6,4,54%,64% (37/58),60% (30/50),75% (9/12),22% (8/37),53% (21/40),67% (4/6),62% (67/108),38% (29/77),52% (96/185),8,0,80% (12/15),29% (4/14),55% (16/29),"['3', '3', '6', '4']",[],"['2', '0', '5', '3']",[],[],2.17
24.03.,Mayo A.,1,,,,,,5,9,48%,78% (29/37),48% (19/40),33% (2/6),36% (21/58),40% (20/50),25% (3/12),62% (48/77),38% (41/108),48% (89/185),2,0,71% (10/14),20% (3/15),45% (13/29),"['1', '0']","['3', '2']","['2', '3']",[],[],1.64
23.03.,Mayo A.,1,,,,,,3,1,68%,84% (16/19),89% (8/9),67% (2/3),38% (9/24),69% (18/26),75% (6/8),64% (21/33),67% (30/45),65% (51/78),7,0,67% (4/6),100% (6/6),83% (10/12),"['1', '0', '3', '0', '4', '1', '6', '1']","['2', '0', '3', '1']",[],[],[],1.58
23.03.,Hilderbrand T.,0,,,,,,4,7,48%,63% (15/24),31% (8/26),25% (2/8),16% (3/19),11% (1/9),33% (1/3),33% (15/45),36% (12/33),35% (27/78),3,0,0% (0/6),33% (2/6),17% (2/12),"['1', '3']","['1', '2']",[],[],[],2.29
18.03.,Sheehy J.,2,,,,,,9,5,52%,73% (30/41),58% (22/38),40% (2/5),28% (14/50),64% (16/25),60% (3/5),66% (52/79),40% (30/75),53% (82/154),8,0,77% (10/13),23% (3/13),50% (13/26),"['2', '0', '4', '0']",[],"['2', '0']",[],[],2.69
18.03.,Mayo A.,1,,,,,,2,6,67%,72% (36/50),36% (9/25),40% (2/5),27% (11/41),42% (16/38),60% (3/5),60% (45/75),34% (27/79),47% (72/154),2,0,77% (10/13),23% (3/13),50% (13/26),[],"['3', '1', '5', '1']","['3', '4']",[],[],1.43
01.02.,Eubanks C.,2,,,,,,5,1,78%,71% (36/51),64% (9/14),67% (2/3),32% (10/31),45% (10/22),43% (3/7),69% (45/65),38% (20/53),55% (65/118),8,0,91% (10/11),30% (3/10),62% (13/21),"['2', '0']","['4', '5', '6', '5']",[],[],[],1.16
01.02.,Mayo A.,0,,,,,,4,3,58%,68% (21/31),55% (12/22),57% (4/7),29% (15/51),36% (5/14),33% (1/3),62% (33/53),31% (20/65),45% (53/118),2,0,70% (7/10),9% (1/11),38% (8/21),[],"['4', '2']",[],[],[],4.75
27.01.,Zink T.,2,,,,,,4,0,70%,80% (28/35),80% (12/15),0% (0/0),13% (3/23),54% (14/26),67% (2/3),80% (40/50),35% (17/49),58% (57/99),5,0,100% (10/10),22% (2/9),63% (12/19),"['4', '2']","['2', '1']",[],[],[],2.63
27.01.,Mayo A.,0,,,,,,3,4,47%,87% (20/23),46% (12/26),33% (1/3),20% (7/35),20% (3/15),0% (0/0),65% (32/49),20% (10/50),42% (42/99),5,1,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],1.45
20.01.,Harper C.,2,,,,,,1,3,69%,61% (55/90),53% (21/40),80% (12/15),32% (12/38),47% (23/49),33% (5/15),58% (76/130),40% (35/87),51% (111/217),6,0,80% (12/15),36% (5/14),59% (17/29),"['2', '2']","['3', '1', '5', '1']","['1', '0', '4', '3']",[],[],3.88
20.01.,Mayo A.,1,,,,,,6,1,44%,68% (26/38),53% (26/49),67% (10/15),39% (35/90),48% (19/40),20% (3/15),60% (52/87),42% (54/130),49% (106/217),4,0,64% (9/14),20% (3/15),41% (12/29),"['2', '1', '6', '5']",[],"['2', '2']",[],[],1.23
12.01.,Ovcharenko O.,2,,,,,,2,3,62%,66% (31/47),41% (12/29),50% (4/8),41% (18/44),55% (17/31),71% (5/7),57% (43/76),47% (35/75),52% (78/151),7,0,64% (7/11),45% (5/11),55% (12/22),"['2', '3', '3', '4', '5', '4']","['2', '1', '4', '1']",[],[],[],2.66
12.01.,Mayo A.,0,,,,,,5,5,59%,59% (26/44),45% (14/31),29% (2/7),34% (16/47),59% (17/29),50% (4/8),53% (40/75),43% (33/76),48% (73/151),3,2,55% (6/11),36% (4/11),45% (10/22),"['3', '1', '4', '2']","['2', '4', '5', '5']",[],[],[],1.44
06.01.,Kopp S.,2,,,,,,8,3,71%,71% (56/79),47% (15/32),80% (4/5),25% (12/48),50% (17/34),43% (3/7),64% (71/111),35% (29/82),52% (100/193),6,0,94% (15/16),21% (3/14),60% (18/30),"['3', '1']","['1', '0']","['3', '1']",[],[],3.10
06.01.,Mayo A.,1,,,,,,15,0,59%,75% (36/48),50% (17/34),57% (4/7),29% (23/79),53% (17/32),20% (1/5),65% (53/82),36% (40/111),48% (93/193),4,0,79% (11/14),6% (1/16),40% (12/30),[],"['5', '5']",[],[],[],1.34
30.11.2024,Oliveira G.,2,,,,,,6,1,62%,87% (40/46),61% (17/28),100% (2/2),21% (10/47),47% (16/34),33% (1/3),77% (57/74),32% (26/81),54% (83/155),8,0,100% (12/12),8% (1/12),54% (13/24),[],"['7', '5']",[],[],[],2.09
30.11.2024,Mayo A.,0,,,,,,7,3,58%,79% (37/47),53% (18/34),67% (2/3),13% (6/46),39% (11/28),0% (0/2),68% (55/81),23% (17/74),46% (72/155),2,0,92% (11/12),0% (0/12),46% (11/24),[],[],[],[],[],1.69
29.11.2024,Mayo A.,2,,,,,,5,6,52%,70% (40/57),63% (33/52),86% (6/7),35% (24/69),42% (18/43),50% (3/6),67% (73/109),38% (42/112),52% (115/221),8,0,94% (15/16),19% (3/16),56% (18/32),[],"['3', '1']","['1', '0', '5', '2']",[],[],1.91
29.11.2024,Dougaz A.,1,,,,,,1,6,62%,65% (45/69),58% (25/43),50% (3/6),30% (17/57),37% (19/52),14% (1/7),63% (70/112),33% (36/109),48% (106/221),2,0,81% (13/16),6% (1/16),44% (14/32),[],"['2', '3']",[],[],[],1.80
27.11.2024,Mayo A.,2,,,,,,6,2,53%,84% (26/31),57% (16/28),0% (0/2),36% (18/50),57% (13/23),67% (4/6),71% (42/59),42% (31/73),55% (73/132),5,0,82% (9/11),36% (4/11),59% (13/22),"['4', '5', '6', '5']","['1', '0', '4', '3']",[],[],[],1.38
