Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
18.08.,Poullain L.,2,,,,,,0,1,69%,68% (27/40),50% (9/18),60% (3/5),39% (15/38),62% (13/21),45% (5/11),12,21,60% (6/10),64% (36/56),47% (28/59),56% (64/115),6,0,78% (7/9),56% (5/9),67% (12/18),"['2', '0', '4', '0']","['2', '1', '4', '3', '6', '3']",[],[],[],20.5
18.08.,Martineau M.,0,,,,,,0,3,64%,61% (23/38),38% (8/21),55% (6/11),33% (13/40),50% (9/18),40% (2/5),11,39,57% (4/7),53% (31/59),36% (20/56),44% (51/115),4,0,44% (4/9),22% (2/9),33% (6/18),"['1', '4']","['2', '2']",[],[],[],1.65
12.08.,Fellin P. O.,2,,,,,,2,2,56%,64% (16/25),55% (11/20),0% (0/2),60% (15/25),80% (12/15),75% (6/8),11,16,75% (6/8),60% (27/45),68% (27/40),64% (54/85),8,0,75% (6/8),75% (6/8),75% (12/16),"['2', '0', '3', '1', '5', '1']","['2', '3', '4', '3', '6', '3']",[],[],[],20.5
12.08.,Martineau M.,0,,,,,,1,5,63%,40% (10/25),20% (3/15),25% (2/8),36% (9/25),45% (9/20),100% (2/2),5,33,17% (1/6),33% (13/40),40% (18/45),36% (31/85),2,0,25% (2/8),25% (2/8),25% (4/16),"['1', '2']","['3', '1']",[],[],[],1.62
23.07.,Jodar R.,2,,,,,,6,4,66%,73% (59/81),63% (26/41),80% (4/5),23% (19/81),56% (18/32),22% (2/9),48,45,88% (14/16),70% (85/122),33% (37/113),52% (122/235),4,0,94% (16/17),13% (2/16),55% (18/33),"['3', '1']",[],"['2', '0']",[],[],1.32
23.07.,Martineau M.,1,,,,,,5,5,72%,77% (62/81),44% (14/32),78% (7/9),27% (22/81),37% (15/41),20% (1/5),24,50,71% (10/14),67% (76/113),30% (37/122),48% (113/235),6,2,88% (14/16),6% (1/17),45% (15/33),"['2', '3']",[],[],[],[],3.21
21.07.,Martineau M.,2,,,,,,9,8,56%,84% (36/43),44% (15/34),50% (2/4),27% (12/45),56% (20/36),50% (4/8),24,38,63% (5/8),66% (51/77),40% (32/81),53% (83/158),6,0,85% (11/13),31% (4/13),58% (15/26),"['2', '1', '4', '1']",[],"['2', '0', '4', '0']",[],[],2.09
21.07.,Chidekh C.,1,,,,,,3,9,56%,73% (33/45),44% (16/36),50% (4/8),16% (7/43),56% (19/34),50% (2/4),20,40,82% (14/17),60% (49/81),34% (26/77),47% (75/158),4,0,69% (9/13),15% (2/13),42% (11/26),"['3', '5']","['2', '0']",[],[],[],1.69
15.07.,Soto M.,2,,,,,,11,4,55%,75% (39/52),67% (29/43),83% (5/6),22% (16/73),48% (13/27),14% (1/7),43,60,57% (4/7),72% (68/95),29% (29/100),50% (97/195),7,0,93% (14/15),6% (1/16),48% (15/31),"['2', '1']",[],[],[],[],2.48
15.07.,Martineau M.,1,,,,,,13,3,73%,78% (57/73),52% (14/27),86% (6/7),25% (13/52),33% (14/43),17% (1/6),29,35,75% (3/4),71% (71/100),28% (27/95),50% (98/195),3,0,94% (15/16),7% (1/15),52% (16/31),[],"['3', '1']",[],[],[],1.50
08.07.,De Schepper K.,2,,,,,,6,2,66%,76% (50/66),56% (19/34),83% (5/6),18% (10/56),50% (13/26),20% (1/5),69% (69/100),28% (23/82),51% (92/182),7,0,92% (11/12),8% (1/12),50% (12/24),[],"['4', '5']",[],[],[],2.73
08.07.,Martineau M.,0,,,,,,6,1,68%,82% (46/56),50% (13/26),80% (4/5),24% (16/66),44% (15/34),17% (1/6),72% (59/82),31% (31/100),49% (90/182),3,0,92% (11/12),8% (1/12),50% (12/24),[],"['2', '0']",[],[],[],1.42
03.07.,Trungelliti M.,2,,,,,,1,8,65%,62% (33/53),48% (14/29),56% (5/9),44% (30/68),53% (20/38),29% (5/17),57% (47/82),47% (50/106),52% (97/188),6,0,69% (9/13),38% (5/13),54% (14/26),[],"['2', '0', '3', '3', '5', '3']","['1', '0', '6', '3']",[],[],1.35
03.07.,Martineau M.,1,,,,,,4,9,64%,56% (38/68),47% (18/38),71% (12/17),38% (20/53),52% (15/29),44% (4/9),53% (56/106),43% (35/82),48% (91/188),4,2,62% (8/13),31% (4/13),46% (12/26),"['1', '0', '4', '1']","['1', '2', '3', '2']",[],[],[],3.04
01.07.,Martineau M.,2,,,,,,6,2,61%,82% (23/28),56% (10/18),0% (0/0),39% (11/28),60% (15/25),40% (4/10),72% (33/46),49% (26/53),60% (59/99),5,0,100% (8/8),50% (4/8),75% (12/16),"['2', '1', '4', '1']","['1', '0', '3', '0']",[],[],[],1.54
01.07.,Paire B.,0,,,,,,0,9,53%,61% (17/28),40% (10/25),60% (6/10),18% (5/28),44% (8/18),0% (0/0),51% (27/53),28% (13/46),40% (40/99),5,1,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],2.38
27.06.,Damas M.,2,,,,,,"['2', '0', '4', '0', '5', '1']","['1', '0', '3', '2', '5', '2', '6', '3']",[],[],[],1.99
27.06.,Martineau M.,0,,,,,,"['1', '4']","['1', '1', '3', '5']",[],[],[],1.73
26.06.,Martineau M.,2,,,,,,"['2', '0', '4', '0', '5', '1']","['2', '1', '4', '1']",[],[],[],1.06
26.06.,Lemire C.,0,,,,,,"['1', '4']",[],[],[],[],7.40
25.06.,Martineau M.,2,,,,,,[],"['1', '0', '3', '0', '5', '0']",[],[],[],1.01
25.06.,Berard T.,0,,,,,,[],[],[],[],[],11.50
18.06.,Svrcina D.,2,,,,,,3,2,79%,69% (40/58),60% (9/15),100% (4/4),28% (9/32),48% (11/23),67% (2/3),67% (49/73),36% (20/55),54% (69/128),5,0,100% (10/10),22% (2/9),63% (12/19),"['6', '4']","['3', '1']",[],[],[],1.29
18.06.,Martineau M.,0,,,,,,4,2,58%,72% (23/32),52% (12/23),33% (1/3),31% (18/58),40% (6/15),0% (0/4),64% (35/55),33% (24/73),46% (59/128),5,1,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],3.39
17.06.,Martineau M.,2,,,,,,2,3,60%,65% (24/37),52% (13/25),67% (4/6),54% (20/37),58% (11/19),56% (5/9),60% (37/62),55% (31/56),58% (68/118),7,0,78% (7/9),63% (5/8),71% (12/17),"['3', '1', '4', '2']","['1', '0', '3', '0', '5', '2']",[],[],[],2.25
17.06.,Dedura D.,0,,,,,,1,1,66%,46% (17/37),42% (8/19),44% (4/9),35% (13/37),48% (12/25),33% (2/6),45% (25/56),40% (25/62),42% (50/118),3,1,38% (3/8),22% (2/9),29% (5/17),"['2', '3']","['2', '4']",[],[],[],1.65
