Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
13.08.,Kingsley C.,2,,,,,,6,1,71%,76% (32/42),65% (11/17),100% (1/1),43% (16/37),27% (4/15),75% (3/4),11,36,71% (5/7),73% (43/59),38% (20/52),57% (63/111),6,0,100% (10/10),30% (3/10),65% (13/20),"['6', '5']","['1', '0', '3', '0']",[],[],[],19.5
13.08.,Gomez J. S.,0,,,,,,0,2,71%,57% (21/37),73% (11/15),25% (1/4),24% (10/42),35% (6/17),0% (0/1),3,27,100% (1/1),62% (32/52),27% (16/59),43% (48/111),4,1,70% (7/10),0% (0/10),35% (7/20),[],[],[],[],[],1.62
12.08.,Gomez J. S.,2,,,,,,1,1,69%,80% (35/44),55% (11/20),50% (1/2),40% (20/50),48% (11/23),38% (3/8),19,32,100% (1/1),72% (46/64),42% (31/73),56% (77/137),7,0,91% (10/11),27% (3/11),59% (13/22),"['7', '5']","['3', '3', '6', '4']",[],[],[],1.59
12.08.,Brumm J.,0,,,,,,4,2,68%,60% (30/50),52% (12/23),63% (5/8),20% (9/44),45% (9/20),50% (1/2),9,45,0% (0/1),58% (42/73),28% (18/64),44% (60/137),3,0,73% (8/11),9% (1/11),41% (9/22),[],"['2', '1']",[],[],[],20.5
09.07.,Bertran P.,2,,,,,,"['3', '4']","['2', '0', '3', '1']","['3', '2', '5', '2']",[],[],1.49
09.07.,Gomez J. S.,1,,,,,,"['3', '1', '5', '3']","['1', '2']","['3', '5']",[],[],2.47
07.07.,Gomez J. S.,2,,,,,,"['2', '2', '5', '3']","['1', '0', '3', '2']","['2', '1', '4', '1']",[],[],1.04
07.07.,Sanchez Rojas C. F.,1,,,,,,"['2', '1']","['1', '1', '3', '3', '6', '4']",[],[],[],8.50
22.06.,Rodriguez J. A.,2,,,,,,0,1,75%,62% (31/50),47% (8/17),75% (6/8),41% (25/61),72% (23/32),33% (5/15),58% (39/67),52% (48/93),54% (87/160),6,0,78% (7/9),56% (5/9),67% (12/18),"['2', '0', '5', '3']","['2', '1', '3', '2', '6', '3']",[],[],[],1.27
22.06.,Gomez J. S.,0,,,,,,2,4,66%,59% (36/61),28% (9/32),67% (10/15),38% (19/50),53% (9/17),25% (2/8),48% (45/93),42% (28/67),46% (73/160),4,2,44% (4/9),22% (2/9),33% (6/18),"['3', '4']","['2', '2']",[],[],[],3.54
15.06.,Barreiros Reyes M.,1,,,,,,1,1,70%,79% (26/33),43% (6/14),67% (2/3),28% (5/18),57% (12/21),100% (3/3),68% (32/47),44% (17/39),57% (49/86),7,0,88% (7/8),43% (3/7),67% (10/15),"['5', '5', '7', '5']","['2', '0']",[],[],[],1.41
15.06.,Gomez J. S.,0,,,,,,1,3,46%,72% (13/18),43% (9/21),0% (0/3),21% (7/33),57% (8/14),33% (1/3),56% (22/39),32% (15/47),43% (37/86),3,0,57% (4/7),13% (1/8),33% (5/15),"['3', '2']",[],[],[],[],2.77
13.05.,Barreiros Reyes M.,2,,,,,,2,3,43%,71% (15/21),64% (18/28),33% (1/3),27% (9/33),76% (22/29),57% (4/7),67% (33/49),50% (31/62),58% (64/111),7,0,80% (8/10),44% (4/9),63% (12/19),"['4', '2']","['1', '0', '4', '3', '5', '4']",[],[],[],1.82
13.05.,Gomez J. S.,0,,,,,,1,8,53%,73% (24/33),24% (7/29),43% (3/7),29% (6/21),36% (10/28),67% (2/3),50% (31/62),33% (16/49),42% (47/111),3,0,56% (5/9),20% (2/10),37% (7/19),[],"['3', '3', '4', '4']",[],[],[],1.90
12.05.,Gomez J. S.,2,,,,,,0,11,53%,71% (34/48),43% (18/42),55% (6/11),40% (18/45),58% (25/43),47% (7/15),58% (52/90),49% (43/88),53% (95/178),7,0,47% (7/15),67% (10/15),57% (17/30),"['1', '0', '3', '4', '5', '4']","['1', '0', '3', '0', '5', '0']","['1', '0', '2', '1', '3', '4', '5', '4']",[],[],2.89
12.05.,McCormick T.,1,,,,,,4,10,51%,60% (27/45),42% (18/43),53% (8/15),29% (14/48),57% (24/42),45% (5/11),51% (45/88),42% (38/90),47% (83/178),3,2,33% (5/15),53% (8/15),43% (13/30),"['2', '2', '4', '2', '5', '5', '7', '5']","['1', '5']","['1', '1', '2', '2', '4', '2']",[],[],1.38
11.05.,Gomez J. S.,2,,,,,,2,7,63%,66% (33/50),52% (15/29),75% (9/12),43% (16/37),55% (21/38),45% (5/11),61% (48/79),49% (37/75),55% (85/154),5,0,73% (8/11),45% (5/11),59% (13/22),"['4', '4', '7', '5']","['2', '2', '5', '3', '6', '4']",[],[],[],1.28
11.05.,Castaneda M.,0,,,,,,0,6,49%,57% (21/37),45% (17/38),55% (6/11),34% (17/50),48% (14/29),25% (3/12),51% (38/75),39% (31/79),45% (69/154),5,3,55% (6/11),27% (3/11),41% (9/22),"['2', '1']","['1', '0', '4', '5']",[],[],[],3.47
17.09.2024,Burruchaga R. A.,2,,,,,,5,3,65%,59% (22/37),55% (11/20),71% (5/7),59% (23/39),74% (14/19),88% (7/8),58% (33/57),64% (37/58),61% (70/115),9,0,71% (5/7),88% (7/8),80% (12/15),"['1', '0', '2', '1', '4', '1', '5', '2']","['2', '1', '4', '1', '6', '1']",[],[],[],1.04
17.09.2024,Gomez J. S.,0,,,,,,1,4,67%,41% (16/39),26% (5/19),13% (1/8),41% (15/37),45% (9/20),29% (2/7),36% (21/58),42% (24/57),39% (45/115),1,0,13% (1/8),29% (2/7),20% (3/15),"['1', '1', '2', '4']",[],[],[],[],9.80
16.09.2024,Gomez J. S.,1,,,,,,4,2,56%,93% (13/14),45% (5/11),0% (0/1),55% (6/11),79% (15/19),80% (4/5),72% (18/25),70% (21/30),71% (39/55),7,0,80% (4/5),80% (4/5),80% (8/10),"['1', '0', '3', '0', '5', '2']","['1', '0']",[],[],[],1.34
16.09.2024,Carou I.,0,,,,,,1,6,37%,45% (5/11),21% (4/19),20% (1/5),7% (1/14),55% (6/11),100% (1/1),30% (9/30),28% (7/25),29% (16/55),3,0,20% (1/5),20% (1/5),20% (2/10),"['1', '3']",[],[],[],[],3.13
15.09.2024,Gomez J. S.,2,,,,,,0,6,65%,62% (39/63),44% (15/34),69% (9/13),44% (24/55),57% (16/28),78% (7/9),56% (54/97),48% (40/83),52% (94/180),6,0,67% (8/12),54% (7/13),60% (15/25),"['2', '1']","['2', '0', '4', '0', '6', '0']","['2', '0', '4', '4', '6', '4']",[],[],1.17
15.09.2024,Price S.,1,,,,,,0,3,66%,56% (31/55),43% (12/28),22% (2/9),38% (24/63),56% (19/34),31% (4/13),52% (43/83),44% (43/97),48% (86/180),4,1,46% (6/13),33% (4/12),40% (10/25),"['2', '2', '5', '3']",[],"['1', '2', '4', '3']",[],[],4.74
05.08.2024,Claverie L.,2,,,,,,13,4,57%,79% (34/43),64% (21/33),50% (1/2),0 km/h,0 km/h,26% (15/58),46% (12/26),40% (2/5),72% (55/76),32% (27/84),51% (82/160),6,0,93% (13/14),14% (2/14),54% (15/28),"['2', '1']",[],"['3', '1']",[],[],1.68
05.08.2024,Gomez J. S.,1,,,,,,7,8,69%,74% (43/58),54% (14/26),60% (3/5),0 km/h,0 km/h,21% (9/43),36% (12/33),50% (1/2),68% (57/84),28% (21/76),49% (78/160),4,0,86% (12/14),7% (1/14),46% (13/28),[],"['5', '3']",[],[],[],2.13
04.08.2024,Gomez J. S.,2,,,,,,1,5,59%,62% (38/61),50% (21/42),58% (7/12),0 km/h,0 km/h,36% (16/44),55% (17/31),60% (6/10),57% (59/103),44% (33/75),52% (92/178),6,0,64% (9/14),46% (6/13),56% (15/27),"['1', '1']","['3', '4', '5', '4']","['1', '0', '3', '2', '5', '2']",[],[],1.04
04.08.2024,Buitrago N.,1,,,,,,8,5,59%,64% (28/44),45% (14/31),40% (4/10),0 km/h,0 km/h,38% (23/61),50% (21/42),42% (5/12),56% (42/75),43% (44/103),48% (86/178),4,0,54% (7/13),36% (5/14),44% (12/27),"['1', '0', '2', '1', '6', '3']","['3', '1']","['1', '1']",[],[],9.70
27.07.2024,Gomez J. S.,2,,,,,,[],"['2', '1', '4', '1']","['2', '1']",[],[],3.24
27.07.2024,Hernandez A.,1,,,,,,"['2', '1', '4', '1']","['1', '0']",[],[],[],1.31
26.07.2024,Gomez J. S.,2,,,,,,"['1', '0', '4', '1']","['6', '5']",[],[],[],1.99
26.07.2024,Claverie L.,0,,,,,,[],[],[],[],[],1.74
25.07.2024,Gomez J. S.,2,,,,,,"['1', '0', '3', '2']","['1', '0', '4', '3', '6', '3']",[],[],[],-
25.07.2024,Lopez Villasenor G.,0,,,,,,"['1', '1']","['1', '1']",[],[],[],-
23.07.2024,Gomez J. S.,2,,,,,,"['1', '0']","['4', '2']",[],[],[],1.86
23.07.2024,Mbithi M.,0,,,,,,"['4', '4']",[],[],[],[],1.86
25.06.2024,Barreiros Reyes M.,2,,,,,,3,7,53%,71% (34/48),52% (22/42),71% (5/7),38% (20/53),53% (19/36),33% (4/12),62% (56/90),44% (39/89),53% (95/179),7,0,85% (11/13),31% (4/13),58% (15/26),[],"['5', '4']","['1', '0', '4', '1', '6', '1']",[],[],1.72
25.06.2024,Gomez J. S.,1,,,,,,0,4,60%,62% (33/53),47% (17/36),67% (8/12),29% (14/48),48% (20/42),29% (2/7),56% (50/89),38% (34/90),47% (84/179),3,0,69% (9/13),15% (2/13),42% (11/26),"['4', '3', '6', '3']",[],[],[],[],2.04
24.06.2024,Gomez J. S.,2,,,,,,5,2,58%,64% (27/42),48% (15/31),29% (2/7),63% (35/56),55% (12/22),69% (9/13),58% (42/73),60% (47/78),59% (89/151),9,0,62% (8/13),69% (9/13),65% (17/26),"['4', '4', '5', '5']","['2', '0', '3', '1', '5', '1']","['1', '0', '2', '1', '4', '1', '6', '1']",[],[],1.31
24.06.2024,Ogura K.,1,,,,,,0,1,72%,38% (21/56),45% (10/22),31% (4/13),36% (15/42),52% (16/31),71% (5/7),40% (31/78),42% (31/73),41% (62/151),1,0,31% (4/13),38% (5/13),35% (9/26),"['2', '1', '5', '4', '6', '5']","['1', '2']","['1', '1']",[],[],3.31
23.06.2024,Gomez J. S.,0,,,,,,1,1,59%,60% (6/10),86% (6/7),100% (2/2),29% (2/7),54% (7/13),50% (1/2),71% (12/17),45% (9/20),57% (21/37),8,0,100% (2/2),33% (1/3),60% (3/5),"['3', '2']",[],[],[],[],1.12
23.06.2024,Britto L.,0,,,,,,0,3,35%,71% (5/7),46% (6/13),50% (1/2),40% (4/10),14% (1/7),0% (0/2),55% (11/20),29% (5/17),43% (16/37),2,0,67% (2/3),0% (0/2),40% (2/5),[],[],[],[],[],5.80
16.06.2024,Blanch D.,2,,,,,,8,2,61%,79% (30/38),67% (16/24),0% (0/1),27% (9/33),60% (18/30),60% (3/5),74% (46/62),43% (27/63),58% (73/125),8,0,90% (9/10),33% (3/9),63% (12/19),"['4', '5']","['3', '1', '5', '1']",[],[],[],1.40
16.06.2024,Gomez J. S.,0,,,,,,2,3,52%,73% (24/33),40% (12/30),40% (2/5),21% (8/38),33% (8/24),100% (1/1),57% (36/63),26% (16/62),42% (52/125),2,1,67% (6/9),10% (1/10),37% (7/19),"['2', '0']",[],[],[],[],2.84
09.06.2024,Vilicich B.,2,,,,,,0,1,78%,58% (39/67),63% (12/19),70% (7/10),47% (27/58),69% (11/16),67% (6/9),59% (51/86),51% (38/74),56% (89/160),6,0,75% (9/12),50% (6/12),63% (15/24),"['2', '0', '4', '0', '6', '0']","['2', '4']","['3', '2', '6', '3']",[],[],1.79
09.06.2024,Gomez J. S.,1,,,,,,1,3,78%,53% (31/58),31% (5/16),33% (3/9),42% (28/67),37% (7/19),30% (3/10),49% (36/74),41% (35/86),44% (71/160),4,0,50% (6/12),25% (3/12),38% (9/24),[],"['1', '0', '4', '1', '6', '3']",[],[],[],1.95
03.06.2024,Hilderbrand T.,2,,,,,,1,2,71%,67% (24/36),40% (6/15),25% (1/4),47% (17/36),64% (16/25),38% (6/16),59% (30/51),54% (33/61),56% (63/112),6,0,67% (6/9),67% (6/9),67% (12/18),"['2', '1', '4', '3', '6', '3']","['2', '2', '3', '3', '5', '3']",[],[],[],2.26
03.06.2024,Gomez J. S.,0,,,,,,0,9,59%,53% (19/36),36% (9/25),63% (10/16),33% (12/36),60% (9/15),75% (3/4),46% (28/61),41% (21/51),44% (49/112),4,1,33% (3/9),33% (3/9),33% (6/18),"['2', '2']","['2', '1', '3', '2']",[],[],[],1.60
02.06.2024,Gomez J. S.,2,,,,,,3,4,68%,63% (37/59),54% (15/28),50% (3/6),42% (24/57),58% (14/24),50% (5/10),60% (52/87),47% (38/81),54% (90/168),6,0,75% (9/12),42% (5/12),58% (14/24),"['2', '0', '6', '2']",[],"['2', '2', '4', '2', '6', '2']",[],[],1.04
02.06.2024,De Dios F.,1,,,,,,0,1,70%,58% (33/57),42% (10/24),50% (5/10),37% (22/59),46% (13/28),50% (3/6),53% (43/81),40% (35/87),46% (78/168),4,3,58% (7/12),25% (3/12),42% (10/24),[],"['2', '1', '4', '1']","['2', '1']",[],[],9.70
17.10.2023,Sell K.,2,,,,,,[],[],[],[],[],1.47
17.10.2023,Gomez J. S.,0,,,,,,[],[],[],[],[],2.54
24.09.2023,Klier Junior G.,2,,,,,,6,3,50%,62% (16/26),58% (15/26),33% (1/3),58% (21/36),50% (10/20),50% (5/10),60% (31/52),55% (31/56),57% (62/108),78% (7/9),56% (5/9),67% (12/18),"['2', '1', '3', '2', '5', '2']","['3', '4', '5', '4']",[],[],[],1.27
24.09.2023,Gomez J. S.,0,,,,,,2,1,64%,42% (15/36),50% (10/20),50% (5/10),38% (10/26),42% (11/26),67% (2/3),45% (25/56),40% (21/52),43% (46/108),44% (4/9),22% (2/9),33% (6/18),"['2', '2']","['4', '2']",[],[],[],3.56
11.09.2023,Zormann Da Silva M.,2,,,,,,4,5,61%,67% (41/61),41% (16/39),50% (6/12),39% (27/70),69% (27/39),40% (6/15),57% (57/100),50% (54/109),53% (111/209),60% (9/15),43% (6/14),52% (15/29),"['1', '1']","['1', '0', '4', '1']","['2', '1', '3', '2', '6', '5']",[],[],1.93
11.09.2023,Gomez J. S.,1,,,,,,2,5,64%,61% (43/70),31% (12/39),60% (9/15),33% (20/61),59% (23/39),50% (6/12),50% (55/109),43% (43/100),47% (98/209),57% (8/14),40% (6/15),48% (14/29),"['1', '0', '3', '2', '6', '3']",[],"['2', '2', '5', '5', '6', '6']",[],[],1.80
10.09.2023,Gomez J. S.,2,,,,,,4,3,63%,64% (25/39),52% (12/23),50% (2/4),41% (15/37),75% (18/24),56% (5/9),60% (37/62),54% (33/61),57% (70/123),78% (7/9),56% (5/9),67% (12/18),"['3', '2', '5', '2']","['1', '0', '3', '0', '5', '4']",[],[],[],3.09
10.09.2023,Alves M.,0,,,,,,5,6,61%,59% (22/37),25% (6/24),44% (4/9),36% (14/39),48% (11/23),50% (2/4),46% (28/61),40% (25/62),43% (53/123),44% (4/9),22% (2/9),33% (6/18),[],"['1', '3', '4', '4']",[],[],[],1.34
