Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds

CHALLENGER MEN - SINGLES Segovia (Spain),hard,header
22.07.,Catry R.,1,,,,,,3,2,63%,71% (44/62),56% (20/36),71% (5/7),14% (7/50),48% (15/31),50% (1/2),17,48,47% (7/15),65% (64/98),27% (22/81),48% (86/179),3,3,87% (13/15),7% (1/15),47% (14/30),[],[],[],[],[],0
22.07.,Dougaz A.,2,,,,,,5,5,62%,86% (43/50),52% (16/31),50% (1/2),29% (18/62),44% (16/36),29% (2/7),20,32,56% (5/9),73% (59/81),35% (34/98),52% (93/179),7,0,93% (14/15),13% (2/15),53% (16/30),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Segovia (Spain) - Qualification,hard,header
21.07.,Catry R.,2,,,,,,2,2,73%,82% (31/38),36% (5/14),100% (2/2),47% (15/32),63% (10/16),80% (4/5),20,15,79% (11/14),69% (36/52),52% (25/48),61% (61/100),7,0,100% (8/8),57% (4/7),80% (12/15),[],[],[],[],[],0
21.07.,De Schepper K.,0,,,,,,2,0,67%,53% (17/32),38% (6/16),20% (1/5),18% (7/38),64% (9/14),0% (0/2),7,23,45% (5/11),48% (23/48),31% (16/52),39% (39/100),3,1,43% (3/7),0% (0/8),20% (3/15),[],[],[],[],[],0
20.07.,Catry R.,2,,,,,,3,12,56%,75% (40/53),41% (17/41),70% (7/10),34% (19/56),50% (11/22),50% (4/8),23,39,81% (13/16),61% (57/94),38% (30/78),51% (87/172),5,0,79% (11/14),29% (4/14),54% (15/28),[],[],[],[],[],0
20.07.,Barroso Campos A.,1,,,,,,4,3,72%,66% (37/56),50% (11/22),50% (4/8),25% (13/53),59% (24/41),30% (3/10),18,43,65% (11/17),62% (48/78),39% (37/94),49% (85/172),5,1,71% (10/14),21% (3/14),46% (13/28),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Pozoblanco (Spain) - Qualification,hard,header
13.07.,Catry R.,1,,,,,,4,0,67%,55% (31/56),57% (16/28),29% (2/7),37% (23/62),27% (7/26),30% (3/10),29,54,57% (21/37),56% (47/84),34% (30/88),45% (77/172),3,0,64% (9/14),21% (3/14),43% (12/28),[],[],[],[],[],0
13.07.,Peniston R.,2,,,,,,3,2,70%,63% (39/62),73% (19/26),70% (7/10),45% (25/56),43% (12/28),71% (5/7),19,28,43% (3/7),66% (58/88),44% (37/84),55% (95/172),7,0,79% (11/14),36% (5/14),57% (16/28),[],[],[],[],[],0
ITF MEN - SINGLES M25 Bakio (Spain),hard,header
CHALLENGER MEN - SINGLES Lyon (France) - Qualification,clay,header
08.06.,Catry R.,0,,,,,,3,2,55%,57% (16/28),48% (11/23),50% (3/6),13% (4/30),33% (5/15),0% (0/0),53% (27/51),20% (9/45),38% (36/96),4,0,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],0
08.06.,Damas M.,2,,,,,,1,2,67%,87% (26/30),67% (10/15),0% (0/0),43% (12/28),52% (12/23),50% (3/6),80% (36/45),47% (24/51),63% (60/96),6,0,100% (9/9),38% (3/8),71% (12/17),[],[],[],[],[],0
ITF MEN - SINGLES M25 Monastir (Tunisia),hard,header
ITF MEN - SINGLES M25 Heraklion (Greece),hard,header
CHALLENGER MEN - SINGLES San Luis Potosi (Mexico) - Qualification,clay,header
15.04.,Catry R.,0,,,,,,3,6,54%,71% (15/21),22% (4/18),20% (1/5),21% (6/29),31% (5/16),0% (0/1),49% (19/39),24% (11/45),36% (30/84),3,0,43% (3/7),0% (0/8),20% (3/15),[],[],[],[],[],0
15.04.,Kingsley C.,2,,,,,,5,2,64%,79% (23/29),69% (11/16),100% (1/1),29% (6/21),78% (14/18),80% (4/5),76% (34/45),51% (20/39),64% (54/84),7,0,100% (8/8),57% (4/7),80% (12/15),[],[],[],[],[],0
14.04.,Catry R.,2,,,,,,6,3,57%,85% (23/27),70% (14/20),100% (1/1),33% (8/24),56% (14/25),60% (3/5),79% (37/47),45% (22/49),61% (59/96),6,0,100% (9/9),38% (3/8),71% (12/17),[],[],[],[],[],0
14.04.,Avila A. L.,0,,,,,,0,5,49%,67% (16/24),44% (11/25),40% (2/5),15% (4/27),30% (6/20),0% (0/1),55% (27/49),21% (10/47),39% (37/96),4,0,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Morelos (Mexico),hard,header
05.04.,Catry R.,0,,,,,,9,6,59%,76% (31/41),39% (11/28),71% (5/7),19% (7/37),39% (9/23),0% (0/2),61% (42/69),27% (16/60),45% (58/129),3,2,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],0
05.04.,Galarneau A.,2,,,,,,1,2,62%,81% (30/37),61% (14/23),100% (2/2),24% (10/41),61% (17/28),29% (2/7),73% (44/60),39% (27/69),55% (71/129),7,0,100% (10/10),20% (2/10),60% (12/20),[],[],[],[],[],0
03.04.,Rodionov J.,1,,,,,,3,4,70%,67% (35/52),45% (10/22),43% (3/7),20% (10/50),68% (28/41),21% (3/14),61% (45/74),42% (38/91),50% (83/165),4,0,67% (8/12),25% (3/12),46% (11/24),[],[],[],[],[],0
03.04.,Catry R.,1,,,,,,9,5,55%,80% (40/50),32% (13/41),79% (11/14),33% (17/52),55% (12/22),57% (4/7),58% (53/91),39% (29/74),50% (82/165),6,0,75% (9/12),33% (4/12),54% (13/24),[],[],[],[],[],0
02.04.,Catry R.,2,,,,,,8,2,71%,75% (33/44),67% (12/18),80% (4/5),26% (9/34),63% (15/24),50% (3/6),73% (45/62),41% (24/58),57% (69/120),7,0,91% (10/11),30% (3/10),62% (13/21),[],[],[],[],[],0
02.04.,Cassone M.,0,,,,,,3,7,59%,74% (25/34),38% (9/24),50% (3/6),25% (11/44),33% (6/18),20% (1/5),59% (34/58),27% (17/62),43% (51/120),3,1,70% (7/10),9% (1/11),38% (8/21),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Morelos (Mexico) - Qualification,hard,header
31.03.,Catry R.,2,,,,,,8,1,64%,73% (30/41),61% (14/23),0% (0/2),40% (21/52),68% (21/31),67% (6/9),69% (44/64),51% (42/83),59% (86/147),7,0,83% (10/12),46% (6/13),64% (16/25),[],[],[],[],[],0
31.03.,Tudorica A. N.,1,,,,,,0,6,63%,60% (31/52),32% (10/31),33% (3/9),27% (11/41),39% (9/23),100% (2/2),49% (41/83),31% (20/64),41% (61/147),3,1,54% (7/13),17% (2/12),36% (9/25),[],[],[],[],[],0
30.03.,Catry R.,2,,,,,,11,2,59%,91% (20/22),60% (9/15),0% (0/1),32% (11/34),76% (22/29),45% (5/11),78% (29/37),52% (33/63),62% (62/100),6,0,88% (7/8),63% (5/8),75% (12/16),[],[],[],[],[],0
30.03.,Hilderbrand T.,0,,,,,,0,6,54%,68% (23/34),24% (7/29),55% (6/11),9% (2/22),40% (6/15),100% (1/1),48% (30/63),22% (8/37),38% (38/100),4,0,38% (3/8),13% (1/8),25% (4/16),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Morelia (Mexico) - Qualification,hard,header
25.03.,Catry R.,1,,,,,,11,3,60%,67% (32/48),44% (14/32),43% (3/7),30% (16/53),33% (11/33),25% (2/8),57% (46/80),31% (27/86),44% (73/166),4,0,71% (10/14),14% (2/14),43% (12/28),[],[],[],[],[],0
25.03.,Napolitano S.,2,,,,,,5,1,62%,70% (37/53),67% (22/33),75% (6/8),33% (16/48),56% (18/32),57% (4/7),69% (59/86),43% (34/80),56% (93/166),6,0,86% (12/14),29% (4/14),57% (16/28),[],[],[],[],[],0
24.03.,Catry R.,2,,,,,,10,3,65%,75% (45/60),42% (14/33),60% (3/5),28% (14/50),34% (10/29),50% (3/6),63% (59/93),30% (24/79),48% (83/172),4,0,87% (13/15),21% (3/14),55% (16/29),[],[],[],[],[],0
24.03.,Wiskandt M.,1,,,,,,4,4,63%,72% (36/50),66% (19/29),50% (3/6),25% (15/60),58% (19/33),40% (2/5),70% (55/79),37% (34/93),52% (89/172),6,0,79% (11/14),13% (2/15),45% (13/29),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Merida (Mexico),clay,header
19.03.,Catry R.,0,,,,,,3,4,60%,53% (17/32),38% (8/21),44% (4/9),28% (9/32),40% (6/15),33% (1/3),47% (25/53),32% (15/47),40% (40/100),3,0,38% (3/8),13% (1/8),25% (4/16),[],[],[],[],[],0
19.03.,Nesterov P.,2,,,,,,3,0,68%,72% (23/32),60% (9/15),67% (2/3),47% (15/32),62% (13/21),56% (5/9),68% (32/47),53% (28/53),60% (60/100),7,0,88% (7/8),63% (5/8),75% (12/16),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Merida (Mexico) - Qualification,clay,header
17.03.,Catry R.,2,,,,,,5,3,68%,84% (51/61),45% (13/29),75% (3/4),23% (10/44),31% (9/29),100% (2/2),71% (64/90),26% (19/73),51% (83/163),6,0,93% (14/15),14% (2/14),55% (16/29),[],[],[],[],[],0
17.03.,McCormick T.,1,,,,,,3,0,60%,77% (34/44),69% (20/29),0% (0/2),16% (10/61),55% (16/29),25% (1/4),74% (54/73),29% (26/90),49% (80/163),4,2,86% (12/14),7% (1/15),45% (13/29),[],[],[],[],[],0
16.03.,Catry R.,2,,,,,,14,1,67%,82% (49/60),57% (17/30),50% (2/4),31% (22/70),44% (18/41),29% (2/7),68% (63/92),38% (39/104),52% (102/196),6,0,81% (13/16),19% (3/16),50% (16/32),[],[],[],[],[],0
16.03.,Van Orderlain D.,1,,,,,,1,3,63%,69% (48/70),56% (23/41),71% (5/7),18% (11/60),43% (13/30),50% (2/4),63% (65/104),32% (29/92),48% (94/196),4,1,81% (13/16),19% (3/16),50% (16/32),[],[],[],[],[],0
ITF MEN - SINGLES M15 Lannion (France),hard,header
ITF MEN - SINGLES M15 Bucharest (Romania),hard,header
ITF MEN - SINGLES M15 Tallahassee,hard,header
CHALLENGER MEN - SINGLES Drummondville (Canada),hard,header
13.11.2024,Catry R.,1,,,,,,8,6,59%,67% (37/55),50% (19/38),79% (15/19),28% (13/46),51% (20/39),50% (3/6),60% (56/93),39% (33/85),50% (89/178),3,1,69% (9/13),21% (3/14),44% (12/27),[],[],[],[],[],0
13.11.2024,Tomic B.,2,,,,,,2,3,54%,72% (33/46),49% (19/39),50% (3/6),33% (18/55),50% (19/38),21% (4/19),61% (52/85),40% (37/93),50% (89/178),7,0,79% (11/14),31% (4/13),56% (15/27),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Drummondville (Canada) - Qualification,hard,header
11.11.2024,Catry R.,2,,,,,,11,6,59%,81% (47/58),37% (15/41),67% (6/9),38% (33/88),54% (21/39),31% (4/13),63% (62/99),43% (54/127),51% (116/226),7,0,80% (12/15),25% (4/16),52% (16/31),[],[],[],[],[],0
11.11.2024,Wiskandt M.,1,,,,,,1,5,69%,63% (55/88),46% (18/39),69% (9/13),19% (11/58),63% (26/41),33% (3/9),57% (73/127),37% (37/99),49% (110/226),3,0,75% (12/16),20% (3/15),48% (15/31),[],[],[],[],[],0
