Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
21.08.,Jodar R.,2,,,,,,1,2,41%,75% (12/16),78% (18/23),100% (1/1),61% (17/28),67% (6/9),71% (5/7),11,11,67% (4/6),77% (30/39),62% (23/37),70% (53/76),8,0,100% (7/7),83% (5/6),92% (12/13),"['2', '0', '4', '0', '6', '0']","['3', '1', '5', '1']",[],[],[],1.34
21.08.,Sakellaridis S.,0,,,,,,0,1,76%,39% (11/28),33% (3/9),29% (2/7),25% (4/16),22% (5/23),0% (0/1),3,29,100% (1/1),38% (14/37),23% (9/39),30% (23/76),2,0,17% (1/6),0% (0/7),8% (1/13),[],[],[],[],[],3.10
20.08.,Sakellaridis S.,2,,,,,,8,2,64%,72% (42/58),59% (19/32),57% (4/7),32% (18/56),66% (23/35),83% (5/6),68% (61/90),45% (41/91),56% (102/181),8,0,80% (12/15),33% (5/15),57% (17/30),"['2', '1']","['5', '5']","['2', '0', '4', '0', '6', '0']",[],[],1.45
20.08.,Jones M.,1,,,,,,3,5,62%,68% (38/56),34% (12/35),17% (1/6),28% (16/58),41% (13/32),43% (3/7),55% (50/91),32% (29/90),44% (79/181),2,0,67% (10/15),20% (3/15),43% (13/30),"['3', '3']","['5', '4', '6', '5']",[],[],[],2.61
19.08.,Sakellaridis S.,2,,,,,,9,4,62%,74% (34/46),64% (18/28),75% (3/4),12% (4/34),50% (17/34),43% (3/7),19,31,67% (2/3),70% (52/74),31% (21/68),51% (73/142),4,0,92% (12/13),23% (3/13),58% (15/26),[],"['3', '1']","['2', '1', '4', '1']",[],[],18.5
19.08.,Giunta M.,1,,,,,,1,9,50%,88% (30/34),50% (17/34),57% (4/7),26% (12/46),36% (10/28),25% (1/4),12,33,92% (12/13),69% (47/68),30% (22/74),49% (69/142),6,0,77% (10/13),8% (1/13),42% (11/26),"['2', '0']",[],[],[],[],1.34
13.08.,Lokoli L.,2,,,,,,1,3,61%,67% (38/57),59% (22/37),69% (9/13),39% (30/77),53% (28/53),25% (5/20),37,59,78% (18/23),64% (60/94),45% (58/130),53% (118/224),6,0,73% (11/15),33% (5/15),53% (16/30),"['3', '4']","['4', '4', '7', '5']","['3', '1', '5', '1']",[],[],1.59
13.08.,Sakellaridis S.,1,,,,,,4,5,59%,61% (47/77),47% (25/53),75% (15/20),33% (19/57),41% (15/37),31% (4/13),24,42,66% (19/29),55% (72/130),36% (34/94),47% (106/224),4,3,67% (10/15),27% (4/15),47% (14/30),"['3', '1', '5', '3']","['3', '2']","['2', '5']",[],[],20.5
11.08.,Sakellaridis S.,2,,,,,,7,1,50%,67% (29/43),51% (22/43),38% (3/8),41% (20/49),58% (19/33),60% (6/10),21,34,53% (10/19),59% (51/86),48% (39/82),54% (90/168),7,0,64% (9/14),46% (6/13),56% (15/27),"['2', '0', '4', '2', '6', '2']",[],"['1', '0', '4', '3', '5', '4']",[],[],18.5
11.08.,Binda A.,1,,,,,,0,5,60%,59% (29/49),42% (14/33),40% (4/10),33% (14/43),49% (21/43),63% (5/8),26,44,60% (6/10),52% (43/82),41% (35/86),46% (78/168),3,0,54% (7/13),36% (5/14),44% (12/27),"['2', '3']","['2', '1', '6', '3']","['2', '2', '4', '4']",[],[],1.41
27.07.,Mayot H.,2,,,,,,7,0,62%,82% (50/61),54% (20/37),100% (1/1),33% (19/57),35% (11/31),67% (2/3),30,30,100% (5/5),71% (70/98),34% (30/88),54% (100/186),7,0,100% (16/16),14% (2/14),60% (18/30),"['2', '0']",[],"['5', '3']",[],[],1.23
27.07.,Sakellaridis S.,1,,,,,,9,2,65%,67% (38/57),65% (20/31),33% (1/3),18% (11/61),46% (17/37),0% (0/1),29,32,55% (11/20),66% (58/88),29% (28/98),46% (86/186),3,0,86% (12/14),0% (0/16),40% (12/30),[],[],[],[],[],3.59
25.07.,Sakellaridis S.,2,,,,,,11,3,51%,76% (45/59),54% (30/56),75% (9/12),25% (17/67),50% (20/40),50% (3/6),27,39,45% (10/22),65% (75/115),35% (37/107),50% (112/222),8,0,82% (14/17),18% (3/17),50% (17/34),[],"['5', '4']","['4', '4', '6', '4']",[],[],4.27
25.07.,Piros Z.,1,,,,,,5,6,63%,75% (50/67),50% (20/40),50% (3/6),24% (14/59),46% (26/56),25% (3/12),36,43,73% (8/11),65% (70/107),35% (40/115),50% (110/222),2,0,82% (14/17),18% (3/17),50% (17/34),"['7', '5']","['5', '5']","['3', '2']",[],[],1.20
23.07.,Sakellaridis S.,2,,,,,,8,0,74%,78% (29/37),69% (9/13),100% (2/2),31% (11/36),52% (12/23),60% (3/5),24,23,83% (5/6),76% (38/50),39% (23/59),56% (61/109),8,0,100% (9/9),30% (3/10),63% (12/19),"['4', '3']","['4', '3', '6', '3']",[],[],[],2.12
23.07.,Blancaneaux G.,0,,,,,,0,3,61%,69% (25/36),48% (11/23),40% (2/5),22% (8/37),31% (4/13),0% (0/2),9,18,58% (7/12),61% (36/59),24% (12/50),44% (48/109),2,0,70% (7/10),0% (0/9),37% (7/19),[],[],[],[],[],1.67
22.07.,Sakellaridis S.,2,,,,,,6,1,75%,76% (29/38),62% (8/13),50% (2/4),39% (12/31),61% (19/31),42% (5/12),19,18,78% (7/9),69% (35/51),50% (31/62),58% (66/113),7,0,78% (7/9),50% (5/10),63% (12/19),"['4', '3', '5', '4']","['1', '0', '4', '3', '6', '3']",[],[],[],2.81
22.07.,Hassan B.,0,,,,,,5,1,50%,61% (19/31),39% (12/31),58% (7/12),29% (11/38),38% (5/13),50% (2/4),15,31,50% (2/4),50% (31/62),31% (16/51),42% (47/113),3,2,50% (5/10),22% (2/9),37% (7/19),"['4', '4']","['2', '2']",[],[],[],1.40
21.07.,Sakellaridis S.,2,,,,,,5,2,52%,82% (37/45),66% (27/41),50% (1/2),19% (12/62),65% (22/34),33% (2/6),17,23,100% (5/5),74% (64/86),35% (34/96),54% (98/182),5,0,94% (15/16),13% (2/15),55% (17/31),[],"['7', '5']","['3', '1']",[],[],1.60
21.07.,Pokorny L.,1,,,,,,7,5,65%,81% (50/62),35% (12/34),67% (4/6),18% (8/45),34% (14/41),50% (1/2),35,52,89% (8/9),65% (62/96),26% (22/86),46% (84/182),5,0,87% (13/15),6% (1/16),45% (14/31),"['1', '0']",[],[],[],[],2.25
20.07.,Sakellaridis S.,2,,,,,,6,5,55%,88% (21/24),40% (8/20),67% (2/3),52% (16/31),70% (16/23),46% (6/13),66% (29/44),59% (32/54),62% (61/98),7,0,86% (6/7),75% (6/8),80% (12/15),"['1', '0', '4', '1', '6', '1']","['2', '2', '4', '2', '6', '2']",[],[],[],1.45
20.07.,De Krom M.,0,,,,,,0,3,57%,48% (15/31),30% (7/23),54% (7/13),13% (3/24),60% (12/20),33% (1/3),41% (22/54),34% (15/44),38% (37/98),3,2,25% (2/8),14% (1/7),20% (3/15),[],"['2', '1']",[],[],[],2.63
13.07.,Prado Angelo J. C.,2,,,,,,0,3,68%,56% (36/64),67% (20/30),79% (11/14),43% (26/61),46% (11/24),44% (4/9),23,37,76% (13/17),60% (56/94),44% (37/85),52% (93/179),5,0,77% (10/13),31% (4/13),54% (14/26),"['1', '0', '4', '1']","['1', '2']","['2', '1']",[],[],1.43
13.07.,Sakellaridis S.,1,,,,,,2,1,72%,57% (35/61),54% (13/24),56% (5/9),44% (28/64),33% (10/30),21% (3/14),24,37,63% (10/16),56% (48/85),40% (38/94),48% (86/179),5,1,69% (9/13),23% (3/13),46% (12/26),[],"['2', '0', '3', '1', '6', '2']",[],[],[],2.70
06.07.,Pecci A.,2,,,,,,0,2,52%,79% (19/24),59% (13/22),100% (2/2),56% (14/25),64% (9/14),56% (5/9),10,16,75% (3/4),74% (31/42),58% (22/38),66% (53/80),8,0,88% (7/8),71% (5/7),80% (12/15),"['1', '1', '4', '2', '6', '2']","['2', '0', '5', '1']",[],[],[],1.93
06.07.,Sakellaridis S.,0,,,,,,1,1,64%,44% (11/25),36% (5/14),44% (4/9),21% (5/24),41% (9/22),0% (0/2),7,28,60% (3/5),42% (16/38),26% (11/42),34% (27/80),2,0,29% (2/7),13% (1/8),20% (3/15),"['1', '0']",[],[],[],[],1.80
04.07.,Seyboth Wild T.,2,,,,,,4,5,67%,71% (54/76),57% (21/37),75% (6/8),36% (28/78),46% (18/39),67% (4/6),49,50,78% (18/23),66% (75/113),39% (46/117),53% (121/230),6,0,88% (14/16),24% (4/17),55% (18/33),"['2', '1', '6', '3']",[],"['3', '2', '5', '2']",[],[],1.10
04.07.,Sakellaridis S.,1,,,,,,6,3,67%,64% (50/78),54% (21/39),33% (2/6),29% (22/76),43% (16/37),25% (2/8),42,39,72% (13/18),61% (71/117),34% (38/113),47% (109/230),4,0,76% (13/17),13% (2/16),45% (15/33),[],[],"['3', '5', '5', '5']",[],[],6.00
03.07.,Sakellaridis S.,2,,,,,,9,0,68%,76% (35/46),64% (14/22),57% (4/7),31% (16/52),51% (23/45),36% (4/11),19,15,100% (7/7),72% (49/68),40% (39/97),53% (88/165),6,0,79% (11/14),29% (4/14),54% (15/28),[],"['4', '2', '5', '3']","['1', '0', '4', '3']",[],[],2.33
03.07.,Echargui M.,1,,,,,,5,5,54%,69% (36/52),49% (22/45),64% (7/11),24% (11/46),36% (8/22),43% (3/7),32,31,85% (11/13),60% (58/97),28% (19/68),47% (77/165),4,0,71% (10/14),21% (3/14),46% (13/28),"['5', '3']","['3', '4']","['1', '1']",[],[],1.56
01.07.,Sakellaridis S.,2,,,,,,4,2,60%,78% (29/37),68% (17/25),0% (0/1),32% (14/44),45% (13/29),25% (2/8),28,23,62% (8/13),74% (46/62),37% (27/73),54% (73/135),6,0,91% (10/11),18% (2/11),55% (12/22),"['2', '1']","['3', '4']",[],[],[],3.04
01.07.,Bondioli F.,0,,,,,,2,3,60%,68% (30/44),55% (16/29),75% (6/8),22% (8/37),32% (8/25),100% (1/1),19,26,64% (9/14),63% (46/73),26% (16/62),46% (62/135),4,0,82% (9/11),9% (1/11),45% (10/22),[],"['3', '1']",[],[],[],1.35
30.06.,Sakellaridis S.,2,,,,,,6,2,64%,72% (48/67),50% (19/38),90% (9/10),38% (24/63),51% (29/57),33% (4/12),36,37,74% (25/34),64% (67/105),44% (53/120),53% (120/225),7,0,93% (14/15),27% (4/15),60% (18/30),[],"['1', '0', '3', '2']","['1', '0', '5', '2']",[],[],3.22
30.06.,Paul J.,1,,,,,,4,1,53%,62% (39/63),49% (28/57),67% (8/12),28% (19/67),50% (19/38),10% (1/10),33,40,55% (11/20),56% (67/120),36% (38/105),47% (105/225),3,0,73% (11/15),7% (1/15),40% (12/30),[],"['2', '2']",[],[],[],1.32
29.06.,Sakellaridis S.,2,,,,,,4,1,69%,79% (46/58),54% (14/26),67% (2/3),27% (16/59),55% (24/44),57% (4/7),23,35,93% (14/15),71% (60/84),39% (40/103),53% (100/187),6,0,93% (14/15),27% (4/15),60% (18/30),"['2', '2']","['1', '0', '6', '3']","['2', '0']",[],[],2.99
29.06.,Krumich M.,1,,,,,,2,6,57%,73% (43/59),45% (20/44),43% (3/7),21% (12/58),46% (12/26),33% (1/3),25,45,80% (8/10),61% (63/103),29% (24/84),47% (87/187),4,2,73% (11/15),7% (1/15),40% (12/30),"['2', '1']",[],[],[],[],1.36
24.06.,Angelini L.,2,,,,,,"['6', '4']","['2', '4']","['3', '5', '5', '5', '7', '5']",[],[],2.85
24.06.,Sakellaridis S.,1,,,,,,[],"['1', '0', '4', '1']","['1', '0', '3', '0']",[],[],1.38
15.06.,Martin A.,2,,,,,,1,2,66%,90% (28/31),56% (9/16),100% (3/3),40% (17/43),59% (10/17),33% (3/9),14,17,83% (5/6),79% (37/47),45% (27/60),60% (64/107),8,0,100% (9/9),33% (3/9),67% (12/18),"['1', '0', '6', '3']","['5', '3']",[],[],[],1.42
15.06.,Sakellaridis S.,0,,,,,,2,2,72%,60% (26/43),41% (7/17),67% (6/9),10% (3/31),44% (7/16),0% (0/3),16,32,63% (5/8),55% (33/60),21% (10/47),40% (43/107),2,0,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],2.73
08.06.,Napolitano S.,2,,,,,,2,1,64%,77% (27/35),50% (10/20),100% (4/4),42% (14/33),73% (11/15),40% (4/10),67% (37/55),52% (25/48),60% (62/103),7,0,100% (8/8),57% (4/7),80% (12/15),"['2', '0', '5', '1']","['1', '0', '5', '2']",[],[],[],1.24
08.06.,Sakellaridis S.,0,,,,,,2,1,69%,58% (19/33),27% (4/15),60% (6/10),23% (8/35),50% (10/20),0% (0/4),48% (23/48),33% (18/55),40% (41/103),3,0,43% (3/7),0% (0/8),20% (3/15),[],[],[],[],[],3.80
29.05.,Winter E.,2,,,,,,"['2', '0']","['3', '2', '4', '3', '6', '5']",[],[],[],1.86
29.05.,Sakellaridis S.,0,,,,,,[],"['3', '3', '4', '4']",[],[],[],1.84
28.05.,Sakellaridis S.,2,,,,,,"['4', '3']","['1', '0', '3', '0', '6', '1']","['4', '2', '6', '2']",[],[],1.36
28.05.,Vales A.,1,,,,,,"['4', '4', '6', '4']",[],[],[],[],2.94
22.04.,Sakellaridis S.,0,,,,,,[],[],[],[],[],1.96
22.04.,Sels J.,0,,,,,,"['2', '1', '4', '1']",[],[],[],[],1.75
06.04.,Sakellaridis S.,2,,,,,,"['2', '4']","['3', '1', '5', '1']","['4', '3']",[],[],1.88
06.04.,Parker S.,1,,,,,,"['1', '0', '3', '0', '5', '2']",[],[],[],[],1.82
05.04.,Sakellaridis S.,2,,,,,,[],"['2', '0', '5', '3']","['1', '0', '3', '2', '6', '3']",[],[],1.41
05.04.,Kellovsky D.,1,,,,,,"['4', '3']","['2', '3']","['1', '1']",[],[],2.73
04.04.,Sakellaridis S.,2,,,,,,"['3', '1', '5', '3']","['2', '0', '4', '0', '6', '2']","['2', '0', '6', '2']",[],[],1.21
04.04.,Nikles J.,1,,,,,,"['2', '3', '4', '5', '6', '5']","['1', '4']",[],[],[],4.09
03.04.,Sakellaridis S.,2,,,,,,"['3', '1', '5', '1']","['1', '2', '3', '2', '5', '4']",[],[],[],-
03.04.,Khoeblal E.,0,,,,,,[],"['2', '0', '4', '4']",[],[],[],-
30.03.,Parker S.,2,,,,,,"['1', '0', '5', '2']","['1', '0', '4', '1']",[],[],[],1.88
30.03.,Sakellaridis S.,0,,,,,,[],[],[],[],[],1.82
29.03.,Sakellaridis S.,2,,,,,,"['1', '0', '3', '0', '6', '1']","['2', '0']",[],[],[],1.78
29.03.,Mott B.,0,,,,,,[],[],[],[],[],1.92
28.03.,Sakellaridis S.,2,,,,,,"['3', '1']","['1', '0']","['4', '2']",[],[],1.20
28.03.,Vales A.,1,,,,,,[],"['2', '2']",[],[],[],4.13
27.03.,Sakellaridis S.,2,,,,,,"['2', '2']","['4', '2']","['2', '1', '5', '2']",[],[],1.19
27.03.,Jones M.,1,,,,,,"['2', '1', '4', '3']","['3', '4']",[],[],[],4.23
26.03.,Sakellaridis S.,2,,,,,,"['3', '3', '5', '3']","['2', '1', '6', '3']",[],[],[],1.14
26.03.,Kuhar M.,0,,,,,,"['2', '1']",[],[],[],[],5.00
23.03.,Sakellaridis S.,2,,,,,,"['3', '2', '4', '3', '6', '3']","['4', '2']",[],[],[],1.25
23.03.,Delage P.,0,,,,,,"['3', '3']",[],[],[],[],3.62
22.03.,Sakellaridis S.,2,,,,,,"['1', '5', '3', '5']","['1', '0', '5', '2']","['1', '0', '5', '2']",[],[],2.47
22.03.,Simakin I.,1,,,,,,"['1', '0', '3', '0', '5', '0', '6', '3']",[],[],[],[],1.49
21.03.,Sakellaridis S.,2,,,,,,"['6', '4']","['2', '0', '6', '4']",[],[],[],1.68
21.03.,Ilkel C.,0,,,,,,[],"['1', '2']",[],[],[],2.06
20.03.,Sakellaridis S.,2,,,,,,"['2', '0', '5', '1']","['1', '0', '5', '2']",[],[],[],1.13
20.03.,Khoeblal E.,0,,,,,,[],[],[],[],[],5.15
19.03.,Sakellaridis S.,2,,,,,,"['2', '2', '3', '3', '6', '4']","['3', '1', '5', '1', '6', '2']",[],[],[],1.08
19.03.,Walters M.,0,,,,,,"['1', '0', '3', '2']","['2', '5']",[],[],[],6.45
12.03.,Negritu Ch.,2,,,,,,5,2,62%,78% (31/40),52% (13/25),50% (1/2),42% (19/45),40% (12/30),30% (3/10),68% (44/65),41% (31/75),54% (75/140),6,0,91% (10/11),27% (3/11),59% (13/22),"['4', '3', '6', '5']","['4', '3']",[],[],[],1.73
12.03.,Sakellaridis S.,0,,,,,,3,3,60%,58% (26/45),60% (18/30),70% (7/10),23% (9/40),48% (12/25),50% (1/2),59% (44/75),32% (21/65),46% (65/140),4,0,73% (8/11),9% (1/11),41% (9/22),"['4', '4']",[],[],[],[],2.02
10.03.,Sakellaridis S.,2,,,,,,5,2,53%,87% (27/31),57% (16/28),50% (1/2),41% (15/37),44% (11/25),25% (3/12),73% (43/59),42% (26/62),57% (69/121),6,0,91% (10/11),30% (3/10),62% (13/21),"['4', '2', '7', '5']","['3', '1']",[],[],[],1.55
10.03.,Sanchez Izquierdo N.,0,,,,,,3,2,60%,59% (22/37),56% (14/25),75% (9/12),13% (4/31),43% (12/28),50% (1/2),58% (36/62),27% (16/59),43% (52/121),4,0,70% (7/10),9% (1/11),38% (8/21),"['3', '4']",[],[],[],[],2.35
06.03.,Piros Z.,2,,,,,,0,3,62%,72% (28/39),67% (16/24),50% (1/2),33% (16/49),63% (17/27),30% (3/10),70% (44/63),43% (33/76),55% (77/139),7,0,90% (9/10),30% (3/10),60% (12/20),"['4', '2', '6', '2']","['4', '2']",[],[],[],1.33
06.03.,Sakellaridis S.,0,,,,,,4,1,64%,67% (33/49),37% (10/27),70% (7/10),28% (11/39),33% (8/24),50% (1/2),57% (43/76),30% (19/63),45% (62/139),3,1,70% (7/10),10% (1/10),40% (8/20),[],"['4', '5']",[],[],[],3.15
04.03.,Sakellaridis S.,2,,,,,,8,0,66%,88% (29/33),53% (9/17),100% (2/2),43% (17/40),50% (11/22),33% (3/9),76% (38/50),45% (28/62),59% (66/112),6,0,100% (9/9),33% (3/9),67% (12/18),"['1', '0', '4', '1']","['4', '3']",[],[],[],1.70
04.03.,Prado Angelo J. C.,0,,,,,,2,3,65%,57% (23/40),50% (11/22),67% (6/9),12% (4/33),47% (8/17),0% (0/2),55% (34/62),24% (12/50),41% (46/112),4,1,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],2.06
