Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
26.08.,Dellavedova M.,2,,,,,,"['2', '0', '4', '0', '6', '2']","['3', '3', '6', '6']","['1', '0', '6', '3']",[],[],1.03
26.08.,Nakamura R.,1,,,,,,"['2', '5']","['2', '1', '6', '5']",[],[],[],9.10
22.08.,Sweeny D.,2,,,,,,"['2', '3', '3', '4']","['2', '0', '4', '0', '6', '0']",[],[],[],1.41
22.08.,Dellavedova M.,0,,,,,,"['3', '1', '4', '2']",[],[],[],[],2.73
21.08.,Dellavedova M.,2,,,,,,"['5', '3']",[],"['1', '0', '6', '3']",[],[],2.66
21.08.,Erel Y.,1,,,,,,[],"['6', '4']",[],[],[],1.43
19.08.,Dellavedova M.,2,,,,,,"['1', '0', '5', '2']","['1', '0', '4', '1']",[],[],[],-
19.08.,Hung K. H.,0,,,,,,[],[],[],[],[],-
15.08.,Gea A.,2,,,,,,"['3', '2', '5', '2']","['1', '0', '3', '0', '5', '0']",[],[],[],18.5
15.08.,Dellavedova M.,0,,,,,,[],[],[],[],[],1.58
14.08.,Dellavedova M.,2,,,,,,"['4', '2']",[],[],[],[],1.77
14.08.,Rai A.,1,,,,,,[],"['5', '3']",[],[],[],21.0
12.08.,Dellavedova M.,2,,,,,,"['2', '0', '4', '0']","['3', '2', '6', '3']",[],[],[],-
12.08.,Abd Hazli I. D.,0,,,,,,[],[],[],[],[],-
07.08.,Sekulic P.,2,,,,,,"['3', '2', '5', '2']","['3', '2', '5', '4']",[],[],[],22.0
07.08.,Dellavedova M.,0,,,,,,[],"['3', '3']",[],[],[],1.79
06.08.,Dellavedova M.,2,,,,,,"['4', '2']","['2', '3']",[],[],[],1.92
06.08.,Uchida K.,0,,,,,,"['4', '5']","['2', '0']",[],[],[],1.78
21.07.,Brunclik P.,2,,,,,,5,3,69%,72% (38/53),46% (11/24),83% (5/6),41% (25/61),50% (10/20),50% (3/6),41,44,57% (16/28),64% (49/77),43% (35/81),53% (84/158),6,0,90% (9/10),30% (3/10),60% (12/20),"['1', '0', '3', '0']","['2', '1']",[],[],[],1.20
21.07.,Dellavedova M.,0,,,,,,1,1,75%,59% (36/61),50% (10/20),50% (3/6),28% (15/53),54% (13/24),17% (1/6),21,18,60% (9/15),57% (46/81),36% (28/77),47% (74/158),4,3,70% (7/10),10% (1/10),40% (8/20),[],"['2', '2']",[],[],[],4.27
20.07.,Dellavedova M.,2,,,,,,1,2,67%,71% (32/45),55% (12/22),80% (4/5),31% (10/32),50% (10/20),75% (3/4),66% (44/67),37% (19/51),53% (63/118),8,0,90% (9/10),33% (3/9),63% (12/19),"['2', '2', '4', '2']","['5', '4']",[],[],[],1.75
20.07.,Casanova A.,0,,,,,,4,2,62%,69% (22/32),50% (10/20),25% (1/4),29% (13/45),45% (10/22),20% (1/5),63% (32/51),34% (23/67),47% (55/118),2,1,67% (6/9),10% (1/10),37% (7/19),"['2', '1']",[],[],[],[],1.99
13.07.,Kestelboim M.,2,,,,,,1,2,75%,64% (29/45),47% (7/15),50% (3/6),42% (24/57),62% (18/29),45% (5/11),30,32,67% (14/21),60% (36/60),49% (42/86),53% (78/146),7,0,70% (7/10),50% (5/10),60% (12/20),"['1', '0', '3', '0', '5', '4']","['2', '1', '5', '4']",[],[],[],1.43
13.07.,Dellavedova M.,0,,,,,,0,1,66%,58% (33/57),38% (11/29),55% (6/11),36% (16/45),53% (8/15),50% (3/6),14,22,47% (8/17),51% (44/86),40% (24/60),47% (68/146),3,0,50% (5/10),30% (3/10),40% (8/20),"['1', '3', '3', '3']","['2', '2']",[],[],[],2.70
06.07.,Vrbensky M.,2,,,,,,4,1,65%,76% (25/33),61% (11/18),50% (1/2),45% (18/40),50% (9/18),44% (4/9),71% (36/51),47% (27/58),58% (63/109),9,0,89% (8/9),44% (4/9),67% (12/18),"['2', '1', '4', '3']","['3', '2', '5', '2']",[],[],[],1.38
06.07.,Dellavedova M.,0,,,,,,5,2,69%,55% (22/40),50% (9/18),56% (5/9),24% (8/33),39% (7/18),50% (1/2),53% (31/58),29% (15/51),42% (46/109),1,0,56% (5/9),11% (1/9),33% (6/18),"['3', '3']",[],[],[],[],2.90
23.06.,Faurel T.,2,,,,,,1,1,69%,75% (18/24),73% (8/11),50% (1/2),67% (16/24),75% (12/16),67% (6/9),74% (26/35),70% (28/40),72% (54/75),9,0,86% (6/7),86% (6/7),86% (12/14),"['1', '0', '3', '2', '5', '2']","['1', '0', '3', '0', '5', '0']",[],[],[],1.84
23.06.,Dellavedova M.,0,,,,,,0,3,60%,33% (8/24),25% (4/16),33% (3/9),25% (6/24),27% (3/11),50% (1/2),30% (12/40),26% (9/35),28% (21/75),1,0,14% (1/7),14% (1/7),14% (2/14),"['1', '1']",[],[],[],[],1.88
22.06.,Dellavedova M.,2,,,,,,0,1,75%,73% (29/40),62% (8/13),100% (5/5),43% (12/28),69% (11/16),57% (4/7),70% (37/53),52% (23/44),62% (60/97),8,0,100% (8/8),57% (4/7),80% (12/15),"['2', '0', '5', '1']","['1', '0', '5', '2']",[],[],[],-
22.06.,Bianchi E.,0,,,,,,0,3,64%,57% (16/28),31% (5/16),43% (3/7),28% (11/40),38% (5/13),0% (0/5),48% (21/44),30% (16/53),38% (37/97),2,0,43% (3/7),0% (0/8),20% (3/15),[],[],[],[],[],-
20.06.,Moeller M.,2,,,,,,"['2', '1', '5', '2']","['1', '0', '2', '1', '4', '1', '6', '1']",[],[],[],1.55
20.06.,Dellavedova M.,0,,,,,,[],"['1', '1']",[],[],[],2.33
19.06.,Dellavedova M.,2,,,,,,"['5', '3']",[],[],[],[],1.29
19.06.,Aubriot A.,0,,,,,,[],[],[],[],[],3.32
18.06.,Dellavedova M.,2,,,,,,"['2', '0']","['3', '2', '5', '2']",[],[],[],1.13
18.06.,Plunger M.,0,,,,,,[],[],[],[],[],5.00
10.06.,Gakhov I.,0,,,,,,1,0,100%,80% (4/5),0% (0/0),0% (0/0),60% (6/10),50% (1/2),50% (1/2),80% (4/5),58% (7/12),65% (11/17),8,0,100% (1/1),50% (1/2),67% (2/3),"['2', '1']",[],[],[],[],1.27
10.06.,Dellavedova M.,0,,,,,,0,1,83%,40% (4/10),50% (1/2),50% (1/2),20% (1/5),0% (0/0),0% (0/0),42% (5/12),20% (1/5),35% (6/17),2,0,50% (1/2),0% (0/1),33% (1/3),[],[],[],[],[],3.54
09.06.,Dellavedova M.,2,,,,,,4,5,74%,69% (51/74),35% (9/26),17% (1/6),32% (19/59),50% (23/46),31% (4/13),60% (60/100),40% (42/105),50% (102/205),6,0,67% (10/15),27% (4/15),47% (14/30),"['2', '2', '3', '3', '5', '3']",[],"['1', '0']",[],[],2.90
09.06.,Gentzsch T.,1,,,,,,5,7,56%,68% (40/59),50% (23/46),69% (9/13),31% (23/74),65% (17/26),83% (5/6),60% (63/105),40% (40/100),50% (103/205),4,1,73% (11/15),33% (5/15),53% (16/30),"['2', '1', '3', '2', '4', '5']","['3', '1', '6', '2']",[],[],[],1.38
08.06.,Dellavedova M.,2,,,,,,0,1,67%,68% (38/56),41% (11/27),82% (9/11),40% (19/47),52% (11/21),40% (4/10),59% (49/83),44% (30/68),52% (79/151),7,0,82% (9/11),40% (4/10),62% (13/21),"['2', '0', '4', '0']","['1', '0', '6', '5']",[],[],[],1.81
08.06.,Donnet E.,0,,,,,,2,3,69%,60% (28/47),48% (10/21),60% (6/10),32% (18/56),59% (16/27),18% (2/11),56% (38/68),41% (34/83),48% (72/151),3,1,60% (6/10),18% (2/11),38% (8/21),"['1', '4']","['2', '2']",[],[],[],1.92
03.06.,Donnet E.,2,,,,,,"['1', '0']","['5', '3']",[],[],[],1.76
03.06.,Dellavedova M.,0,,,,,,"['4', '4']","['4', '5']",[],[],[],1.95
26.05.,Cecchinato M.,2,,,,,,1,3,65%,75% (24/32),53% (9/17),67% (2/3),49% (25/51),67% (6/9),50% (5/10),33,22,88% (14/16),67% (33/49),52% (31/60),59% (64/109),8,0,88% (7/8),56% (5/9),71% (12/17),"['1', '0', '3', '0']","['1', '0', '3', '2', '6', '3']",[],[],[],1.32
26.05.,Dellavedova M.,0,,,,,,0,1,85%,51% (26/51),33% (3/9),50% (5/10),25% (8/32),47% (8/17),33% (1/3),9,14,50% (7/14),48% (29/60),33% (16/49),41% (45/109),2,0,44% (4/9),13% (1/8),29% (5/17),[],"['2', '2']",[],[],[],3.21
25.05.,Dellavedova M.,2,,,,,,3,0,82%,76% (31/41),78% (7/9),100% (2/2),29% (12/41),70% (14/20),43% (3/7),8,10,50% (2/4),76% (38/50),43% (26/61),58% (64/111),8,0,100% (9/9),33% (3/9),67% (12/18),"['2', '0']","['1', '0', '6', '3']",[],[],[],3.90
25.05.,Travaglia S.,0,,,,,,4,1,67%,71% (29/41),30% (6/20),57% (4/7),24% (10/41),22% (2/9),0% (0/2),26,45,77% (10/13),57% (35/61),24% (12/50),42% (47/111),2,0,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],1.23
18.05.,Krumich M.,2,,,,,,2,3,57%,90% (26/29),55% (12/22),100% (2/2),37% (16/43),53% (9/17),50% (3/6),26,25,56% (5/9),75% (38/51),42% (25/60),57% (63/111),9,0,100% (9/9),33% (3/9),67% (12/18),"['2', '1']","['2', '1', '5', '2']",[],[],[],1.45
18.05.,Dellavedova M.,0,,,,,,0,3,72%,63% (27/43),47% (8/17),50% (3/6),10% (3/29),45% (10/22),0% (0/2),10,21,100% (8/8),58% (35/60),25% (13/51),43% (48/111),1,0,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],2.64
09.05.,Crawford O.,1,,,,,,"['2', '1', '4', '1', '6', '1']","['2', '0']",[],[],[],1.18
09.05.,Dellavedova M.,0,,,,,,[],[],[],[],[],4.38
08.05.,Dellavedova M.,2,,,,,,"['5', '5', '7', '5']","['4', '2', '6', '2']",[],[],[],1.51
08.05.,Beckley A.,0,,,,,,"['3', '2']",[],[],[],[],2.42
07.05.,Dellavedova M.,2,,,,,,"['1', '1', '4', '4', '6', '4']","['2', '0', '4', '2', '6', '2']",[],[],[],1.05
07.05.,Maric M.,0,,,,,,"['1', '0', '4', '3']","['1', '2']",[],[],[],7.50
02.05.,Milic O.,2,,,,,,"['2', '0', '3', '1', '4', '2', '6', '2']","['2', '0', '6', '2']",[],[],[],-
02.05.,Dellavedova M.,0,,,,,,"['1', '2', '2', '3']",[],[],[],[],-
01.05.,Dellavedova M.,2,,,,,,"['2', '0', '6', '2']","['2', '0', '4', '2', '6', '2']",[],[],[],1.02
01.05.,Stanisavljevic M.,0,,,,,,[],"['1', '2']",[],[],[],9.60
30.04.,Dellavedova M.,2,,,,,,"['2', '0', '3', '3', '5', '3']","['1', '0', '3', '0', '6', '1']",[],[],[],1.09
30.04.,Nikolic M.,0,,,,,,"['1', '2', '3', '2']",[],[],[],[],5.95
18.04.,Dellavedova M.,0,,,,,,[],[],[],[],[],3.14
18.04.,Picchione A.,0,,,,,,"['1', '0', '5', '2']",[],[],[],[],1.32
18.04.,Dellavedova M.,2,,,,,,"['3', '1']","['2', '1', '5', '4']","['1', '0', '3', '0', '4', '1', '6', '1']",[],[],2.36
18.04.,Kravchenko G.,1,,,,,,"['2', '3', '4', '3', '6', '3']","['3', '3']","['1', '3']",[],[],1.55
10.04.,Kouame M.,2,,,,,,"['2', '1', '4', '1']","['1', '0', '4', '1', '6', '1']",[],[],[],1.67
