Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
25.08.,Alcala Gurri M.,2,,,,,,0,3,73%,70% (26/37),64% (9/14),0% (0/1),42% (16/38),58% (14/24),40% (4/10),16,18,100% (9/9),69% (35/51),48% (30/62),58% (65/113),7,0,89% (8/9),50% (4/8),71% (12/17),"['3', '1', '6', '2']","['3', '1', '5', '3']",[],[],[],1.64
25.08.,Gima S.,0,,,,,,0,4,61%,58% (22/38),42% (10/24),60% (6/10),30% (11/37),36% (5/14),100% (1/1),15,33,52% (11/21),52% (32/62),31% (16/51),42% (48/113),3,1,50% (4/8),11% (1/9),29% (5/17),[],"['3', '4']",[],[],[],2.18
24.08.,Gima S.,2,,,,,,3,4,69%,83% (35/42),37% (7/19),0% (0/0),39% (14/36),52% (14/27),33% (3/9),10,16,60% (3/5),69% (42/61),44% (28/63),56% (70/124),8,0,100% (10/10),33% (3/9),68% (13/19),"['7', '5']","['2', '0', '5', '1']",[],[],[],1.23
24.08.,Bocchi L.,0,,,,,,0,5,57%,61% (22/36),48% (13/27),67% (6/9),17% (7/42),63% (12/19),0% (0/0),17,24,71% (10/14),56% (35/63),31% (19/61),44% (54/124),2,0,67% (6/9),0% (0/10),32% (6/19),[],[],[],[],[],3.90
14.08.,Fatic N.,2,,,,,,2,1,80%,75% (30/40),60% (6/10),100% (3/3),38% (10/26),56% (10/18),67% (4/6),12,11,75% (6/8),72% (36/50),45% (20/44),60% (56/94),6,0,100% (8/8),50% (4/8),75% (12/16),"['2', '1', '4', '1']","['1', '0', '4', '1']",[],[],[],19.5
14.08.,Gima S.,0,,,,,,1,0,59%,62% (16/26),44% (8/18),33% (2/6),25% (10/40),40% (4/10),0% (0/3),14,32,33% (2/6),55% (24/44),28% (14/50),40% (38/94),4,0,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],1.58
13.08.,Gima S.,2,,,,,,1,4,61%,64% (28/44),43% (12/28),40% (2/5),24% (9/38),85% (23/27),56% (5/9),11,30,33% (2/6),56% (40/72),49% (32/65),53% (72/137),7,0,70% (7/10),50% (5/10),60% (12/20),"['2', '1', '4', '1']","['2', '1', '3', '4', '5', '4']",[],[],[],19.5
13.08.,Rincon D.,0,,,,,,2,6,58%,76% (29/38),15% (4/27),44% (4/9),36% (16/44),57% (16/28),60% (3/5),17,40,83% (10/12),51% (33/65),44% (32/72),47% (65/137),3,1,50% (5/10),30% (3/10),40% (8/20),"['3', '5']","['2', '2', '4', '2']",[],[],[],1.61
12.08.,Gima S.,2,,,,,,3,5,55%,72% (34/47),59% (23/39),89% (8/9),35% (18/52),54% (13/24),36% (4/11),14,39,75% (3/4),66% (57/86),41% (31/76),54% (88/162),7,0,92% (11/12),33% (4/12),63% (15/24),"['3', '1', '5', '1']",[],"['4', '2', '6', '2']",[],[],1.71
12.08.,Roncadelli F.,1,,,,,,1,0,68%,65% (34/52),46% (11/24),64% (7/11),30% (14/47),41% (16/39),11% (1/9),10,47,75% (3/4),59% (45/76),34% (29/86),46% (74/162),3,1,67% (8/12),8% (1/12),38% (9/24),[],"['2', '0']",[],[],[],20.5
11.08.,Gima S.,2,,,,,,6,0,53%,81% (17/21),63% (12/19),0% (0/0),47% (9/19),75% (15/20),71% (5/7),24,14,67% (4/6),73% (29/40),62% (24/39),67% (53/79),8,0,100% (7/7),71% (5/7),86% (12/14),"['2', '0', '5', '1']","['1', '0', '3', '0', '6', '1']",[],[],[],1.67
11.08.,Faurel T.,0,,,,,,0,2,49%,53% (10/19),25% (5/20),29% (2/7),19% (4/21),37% (7/19),0% (0/0),5,20,29% (2/7),38% (15/39),28% (11/40),33% (26/79),2,0,29% (2/7),0% (0/7),14% (2/14),[],[],[],[],[],20.0
10.08.,Gima S.,2,,,,,,1,0,71%,56% (22/39),69% (11/16),60% (3/5),36% (12/33),68% (17/25),45% (5/11),14,18,100% (3/3),60% (33/55),50% (29/58),55% (62/113),6,0,78% (7/9),56% (5/9),67% (12/18),"['1', '0', '5', '2', '6', '3']","['3', '3', '5', '3']",[],[],[],1.77
10.08.,Milev Y.,0,,,,,,4,5,57%,64% (21/33),32% (8/25),55% (6/11),44% (17/39),31% (5/16),40% (2/5),19,35,67% (4/6),50% (29/58),40% (22/55),45% (51/113),4,1,44% (4/9),22% (2/9),33% (6/18),"['3', '5']","['1', '0']",[],[],[],21.0
04.08.,Milev Y.,2,,,,,,3,3,56%,73% (27/37),52% (15/29),33% (1/3),40% (14/35),46% (12/26),57% (4/7),25,35,82% (9/11),64% (42/66),43% (26/61),54% (68/127),9,0,82% (9/11),36% (4/11),59% (13/22),"['2', '3', '6', '5']","['2', '3', '5', '4']",[],[],[],2.48
04.08.,Gima S.,0,,,,,,2,2,57%,60% (21/35),54% (14/26),43% (3/7),27% (10/37),48% (14/29),67% (2/3),10,19,25% (2/8),57% (35/61),36% (24/66),46% (59/127),1,0,64% (7/11),18% (2/11),41% (9/22),"['2', '0']","['3', '1']",[],[],[],1.50
03.08.,Gima S.,2,,,,,,2,2,50%,70% (19/27),63% (17/27),50% (1/2),46% (11/24),58% (15/26),50% (4/8),8,17,67% (2/3),67% (36/54),52% (26/50),60% (62/104),8,0,89% (8/9),50% (4/8),71% (12/17),"['2', '0', '5', '1']","['1', '0', '5', '4']",[],[],[],2.36
03.08.,Broska F.,0,,,,,,0,4,48%,54% (13/24),42% (11/26),50% (4/8),30% (8/27),37% (10/27),50% (1/2),11,38,67% (6/9),48% (24/50),33% (18/54),40% (42/104),2,0,50% (4/8),11% (1/9),29% (5/17),[],"['2', '2']",[],[],[],1.55
29.07.,Pinnington Jones J.,2,,,,,,2,2,71%,73% (37/51),67% (14/21),50% (1/2),36% (15/42),48% (16/33),57% (4/7),71% (51/72),42% (31/74),56% (82/146),7,0,92% (12/13),31% (4/13),62% (16/26),[],"['2', '0']","['1', '0', '4', '1', '6', '1']",[],[],1.58
29.07.,Gima S.,1,,,,,,3,2,56%,62% (26/42),52% (17/33),43% (3/7),27% (14/51),33% (7/21),50% (1/2),58% (43/74),29% (21/72),44% (64/146),3,1,69% (9/13),8% (1/13),38% (10/26),"['3', '2']",[],[],[],[],2.29
28.07.,Gima S.,2,,,,,,7,3,69%,68% (46/68),42% (13/31),86% (12/14),31% (15/48),64% (21/33),50% (3/6),60% (59/99),44% (36/81),53% (95/180),7,0,82% (9/11),27% (3/11),55% (12/22),"['3', '2', '6', '5']","['6', '4']",[],[],[],3.21
28.07.,Prihodko O.,0,,,,,,5,4,59%,69% (33/48),36% (12/33),50% (3/6),32% (22/68),58% (18/31),14% (2/14),56% (45/81),40% (40/99),47% (85/180),3,2,73% (8/11),18% (2/11),45% (10/22),"['4', '4', '6', '6']",[],[],[],[],1.32
27.07.,Gima S.,2,,,,,,2,4,53%,67% (28/42),46% (17/37),38% (3/8),27% (12/44),62% (23/37),40% (4/10),57% (45/79),43% (35/81),50% (80/160),8,0,62% (8/13),33% (4/12),48% (12/25),"['3', '1', '6', '4']",[],"['3', '1', '5', '3']",[],[],2.81
27.07.,Faurel T.,1,,,,,,1,10,54%,73% (32/44),38% (14/37),60% (6/10),33% (14/42),54% (20/37),63% (5/8),57% (46/81),43% (34/79),50% (80/160),2,0,67% (8/12),38% (5/13),52% (13/25),"['4', '5']","['1', '0', '3', '0', '5', '0']","['3', '4']",[],[],1.40
23.07.,Snitari I.,2,,,,,,[],"['2', '2', '5', '3']","['3', '2']",[],[],1.58
23.07.,Gima S.,1,,,,,,"['3', '2', '5', '2']","['2', '1']",[],[],[],2.26
08.07.,Dellien Velasco M. A.,2,,,,,,3,2,69%,72% (44/61),36% (10/28),67% (4/6),37% (20/54),61% (19/31),33% (3/9),61% (54/89),46% (39/85),53% (93/174),7,0,82% (9/11),30% (3/10),57% (12/21),"['1', '0', '3', '2']","['5', '3']",[],[],[],1.41
08.07.,Gima S.,0,,,,,,0,4,64%,63% (34/54),39% (12/31),67% (6/9),28% (17/61),64% (18/28),33% (2/6),54% (46/85),39% (35/89),47% (81/174),3,0,70% (7/10),18% (2/11),43% (9/21),"['2', '2', '3', '3']",[],[],[],[],2.77
07.07.,Gima S.,2,,,,,,3,3,59%,84% (32/38),58% (15/26),60% (3/5),30% (13/43),56% (25/45),42% (5/12),73% (47/64),43% (38/88),56% (85/152),7,0,85% (11/13),36% (5/14),59% (16/27),[],"['2', '1', '4', '3', '6', '3']","['2', '0', '6', '2']",[],[],2.23
07.07.,Bax F.,1,,,,,,3,6,49%,70% (30/43),44% (20/45),58% (7/12),16% (6/38),42% (11/26),40% (2/5),57% (50/88),27% (17/64),44% (67/152),3,0,64% (9/14),15% (2/13),41% (11/27),"['6', '4']","['3', '3']",[],[],[],1.61
06.07.,Gima S.,2,,,,,,2,1,47%,74% (23/31),63% (22/35),50% (1/2),30% (15/50),53% (8/15),67% (2/3),68% (45/66),35% (23/65),52% (68/131),6,0,91% (10/11),18% (2/11),55% (12/22),"['2', '0']","['2', '1']",[],[],[],2.63
06.07.,Yevseyev D.,0,,,,,,1,0,77%,70% (35/50),47% (7/15),33% (1/3),26% (8/31),37% (13/35),50% (1/2),65% (42/65),32% (21/66),48% (63/131),4,0,82% (9/11),9% (1/11),45% (10/22),"['2', '3']",[],[],[],[],1.45
29.06.,Guerrieri A.,2,,,,,,3,3,69%,74% (54/73),55% (18/33),78% (7/9),36% (19/53),34% (13/38),57% (4/7),68% (72/106),35% (32/91),53% (104/197),6,0,88% (14/16),27% (4/15),58% (18/31),"['1', '0', '3', '2']","['5', '3']","['4', '3']",[],[],1.50
29.06.,Gima S.,1,,,,,,8,2,58%,64% (34/53),66% (25/38),43% (3/7),26% (19/73),45% (15/33),22% (2/9),65% (59/91),32% (34/106),47% (93/197),4,0,73% (11/15),13% (2/16),42% (13/31),"['2', '2', '3', '3']",[],[],[],[],2.48
26.06.,Marti Pujolras A.,2,,,,,,"['3', '1', '5', '1']","['1', '0', '4', '5']",[],[],[],1.37
26.06.,Gima S.,0,,,,,,[],"['1', '1', '5', '3']",[],[],[],2.88
25.06.,Gima S.,2,,,,,,"['1', '0', '3', '4', '5', '4']",[],"['1', '0']",[],[],2.20
25.06.,Kellovsky D.,1,,,,,,"['2', '2', '4', '2']","['2', '0', '6', '2']",[],[],[],1.61
24.06.,Gima S.,2,,,,,,[],"['2', '0', '4', '0']",[],[],[],1.18
24.06.,Coman M. A.,0,,,,,,[],[],[],[],[],4.47
12.06.,Orlikowski A.,2,,,,,,"['3', '1', '6', '2']",[],"['5', '4']",[],[],3.81
12.06.,Gima S.,1,,,,,,[],"['1', '0', '4', '1', '6', '1']",[],[],[],1.23
11.06.,Gima S.,2,,,,,,"['2', '1', '4', '1', '6', '1']","['2', '0']","['4', '4']",[],[],1.07
11.06.,De Dios F.,1,,,,,,[],"['2', '3', '5', '4']","['4', '3']",[],[],5.65
08.06.,Guerrieri A.,2,,,,,,"['1', '0', '3', '0', '5', '0']","['1', '4', '2', '5', '4', '5']","['3', '2', '6', '3']",[],[],1.59
08.06.,Gima S.,1,,,,,,[],"['2', '0', '4', '0', '5', '1', '6', '4']",[],[],[],2.24
07.06.,Gima S.,2,,,,,,"['4', '3', '6', '3']","['2', '4', '3', '5']","['1', '0', '3', '0', '6', '1']",[],[],2.09
07.06.,Artnak B.,1,,,,,,[],"['1', '0', '4', '1', '5', '2', '6', '3']",[],[],[],1.68
06.06.,Gima S.,2,,,,,,"['1', '0', '3', '0']","['3', '2', '6', '3']",[],[],[],1.42
06.06.,Beckley A.,0,,,,,,[],[],[],[],[],2.69
05.06.,Gima S.,2,,,,,,"['5', '4', '6', '5']","['2', '0', '3', '1', '6', '4']",[],[],[],2.24
05.06.,Caniato C. A.,0,,,,,,"['5', '5', '6', '6']","['1', '2', '2', '3']",[],[],[],1.59
03.06.,Gima S.,2,,,,,,"['1', '0', '4', '1', '6', '1']","['5', '3']",[],[],[],1.76
03.06.,Vankan M.,1,,,,,,[],"['4', '5', '6', '5']",[],[],[],1.95
28.05.,Lalami Laaroussi Y.,2,,,,,,"['2', '0', '4', '0']","['4', '5', '6', '5']",[],[],[],2.59
28.05.,Gima S.,0,,,,,,[],"['3', '1']",[],[],[],1.45
23.05.,Ghetu G.,2,,,,,,"['2', '2', '3', '3']","['3', '2', '4', '3', '6', '3']","['5', '3', '6', '6']",[],[],2.24
23.05.,Gima S.,1,,,,,,"['1', '0', '3', '2', '4', '3', '6', '3']","['3', '3']","['4', '5', '6', '5']",[],[],1.59
22.05.,Gima S.,2,,,,,,"['6', '5']","['2', '1', '4', '3']",[],[],[],1.55
22.05.,Balciunas M.,0,,,,,,[],"['3', '3', '4', '4']",[],[],[],2.32
21.05.,Gima S.,2,,,,,,"['1', '0', '3', '0', '5', '2']","['1', '2', '3', '2', '6', '3']",[],[],[],1.27
21.05.,Balshaw F.,0,,,,,,"['2', '4', '3', '5']","['2', '0']",[],[],[],3.46
16.05.,Zink T.,2,,,,,,"['2', '0']","['1', '0']",[],[],[],1.50
16.05.,Gima S.,0,,,,,,[],[],[],[],[],2.44
15.05.,Gima S.,2,,,,,,"['1', '0', '4', '1']","['3', '2', '5', '2']",[],[],[],1.45
15.05.,Slavic N.,0,,,,,,[],[],[],[],[],2.59
14.05.,Gima S.,2,,,,,,"['3', '2', '6', '5']","['1', '0', '4', '5']","['1', '0', '2', '3']",[],[],1.79
14.05.,Bicknell B.,1,,,,,,"['3', '3']","['1', '1', '5', '3', '7', '5']","['1', '1', '3', '1']",[],[],1.91
29.04.,Luis T.,2,,,,,,"['2', '2', '4', '4', '5', '5']","['2', '1', '4', '1', '6', '1']","['2', '2', '5', '3']",[],[],2.22
29.04.,Gima S.,1,,,,,,"['4', '3', '5', '4']",[],"['1', '0']",[],[],1.60
24.04.,Dickerson R.,2,,,,,,"['2', '2']","['1', '0']","['2', '0', '5', '1']",[],[],3.81
24.04.,Gima S.,1,,,,,,"['1', '0']","['2', '2', '5', '3']",[],[],[],1.23
23.04.,Gima S.,2,,,,,,"['2', '1']","['2', '1']",[],[],[],1.84
23.04.,Ribeiro de Almeida G.,0,,,,,,[],"['5', '5']",[],[],[],1.86
06.04.,Maloney P.,2,,,,,,2,5,55%,81% (29/36),41% (12/29),83% (5/6),52% (14/27),48% (10/21),67% (4/6),63% (41/65),50% (24/48),58% (65/113),6,0,89% (8/9),50% (4/8),71% (12/17),"['3', '1', '5', '1']","['2', '1', '5', '2']",[],[],[],1.59
06.04.,Gima S.,0,,,,,,1,0,56%,48% (13/27),52% (11/21),33% (2/6),19% (7/36),59% (17/29),17% (1/6),50% (24/48),37% (24/65),42% (48/113),4,0,50% (4/8),11% (1/9),29% (5/17),[],"['3', '5']",[],[],[],2.28
17.03.,Johns G.,2,,,,,,5,2,72%,87% (33/38),60% (9/15),100% (1/1),30% (10/33),47% (15/32),50% (2/4),79% (42/53),38% (25/65),57% (67/118),6,0,100% (10/10),20% (2/10),60% (12/20),"['2', '1']","['1', '0']",[],[],[],1.54
17.03.,Gima S.,0,,,,,,2,5,51%,70% (23/33),53% (17/32),50% (2/4),13% (5/38),40% (6/15),0% (0/1),62% (40/65),21% (11/53),43% (51/118),4,1,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],2.38
