Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
19.08.,Wu Y.,2,,,,,,4,2,65%,87% (26/30),63% (10/16),0% (0/0),30% (10/33),62% (16/26),43% (3/7),78% (36/46),44% (26/59),59% (62/105),8,0,100% (9/9),33% (3/9),67% (12/18),"['2', '0']","['1', '0', '6', '3']",[],[],[],19.0
19.08.,Ficovich J. P.,0,,,,,,5,3,56%,70% (23/33),38% (10/26),57% (4/7),13% (4/30),38% (6/16),0% (0/0),56% (33/59),22% (10/46),41% (43/105),2,0,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],1.40
16.08.,Fery A.,2,,,,,,4,0,65%,77% (33/43),39% (9/23),80% (4/5),34% (12/35),59% (10/17),80% (4/5),25,29,68% (17/25),64% (42/66),45% (22/49),56% (64/115),5,0,89% (8/9),44% (4/9),67% (12/18),"['2', '0']","['3', '2', '5', '2', '6', '3']",[],[],[],1.42
16.08.,Ficovich J. P.,0,,,,,,2,0,67%,57% (20/35),41% (7/17),20% (1/5),23% (10/43),61% (14/23),20% (1/5),8,12,50% (5/10),55% (27/49),36% (24/66),44% (51/115),5,1,56% (5/9),11% (1/9),33% (6/18),[],"['3', '5']",[],[],[],20.0
14.08.,Ficovich J. P.,2,,,,,,3,0,67%,76% (28/37),56% (10/18),100% (4/4),48% (20/42),62% (8/13),80% (4/5),21,19,88% (7/8),69% (38/55),50% (27/54),60% (65/109),8,0,100% (8/8),50% (4/8),75% (12/16),"['5', '3']","['2', '1', '4', '1', '6', '1']",[],[],[],20.5
14.08.,Perez A.,0,,,,,,1,1,76%,52% (22/42),38% (5/13),20% (1/5),24% (9/37),44% (8/18),0% (0/4),12,26,50% (7/14),50% (27/54),31% (17/55),40% (44/109),2,0,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],1.61
13.08.,Ficovich J. P.,2,,,,,,5,2,67%,84% (26/31),67% (10/15),100% (2/2),40% (12/30),60% (12/20),57% (4/7),23,19,100% (7/7),78% (36/46),48% (24/50),63% (60/96),8,0,100% (8/8),50% (4/8),75% (12/16),"['3', '1']","['1', '0', '3', '0', '6', '1']",[],[],[],18.5
13.08.,Bertran P.,0,,,,,,0,2,60%,60% (18/30),40% (8/20),43% (3/7),16% (5/31),33% (5/15),0% (0/2),10,29,77% (10/13),52% (26/50),22% (10/46),38% (36/96),2,0,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],1.55
12.08.,Ficovich J. P.,2,,,,,,1,1,61%,68% (26/38),71% (17/24),67% (2/3),39% (12/31),48% (11/23),80% (4/5),9,20,75% (3/4),69% (43/62),43% (23/54),57% (66/116),8,0,89% (8/9),44% (4/9),67% (12/18),"['2', '2']","['1', '0', '3', '0', '5', '0']",[],[],[],17.5
12.08.,Saraiva Dos Santos P. A.,0,,,,,,3,2,57%,61% (19/31),52% (12/23),20% (1/5),32% (12/38),29% (7/24),33% (1/3),16,43,57% (8/14),57% (31/54),31% (19/62),43% (50/116),2,0,56% (5/9),11% (1/9),33% (6/18),"['1', '0']",[],[],[],[],1.51
05.08.,Royer V.,2,,,,,,6,4,52%,81% (22/27),56% (14/25),100% (2/2),52% (16/31),50% (6/12),57% (4/7),20,22,73% (8/11),69% (36/52),51% (22/43),61% (58/95),5,0,100% (8/8),57% (4/7),80% (12/15),"['2', '0', '5', '1']","['1', '0', '3', '0']",[],[],[],1.52
05.08.,Ficovich J. P.,0,,,,,,0,0,72%,48% (15/31),50% (6/12),43% (3/7),19% (5/27),44% (11/25),0% (0/2),7,16,40% (2/5),49% (21/43),31% (16/52),39% (37/95),5,0,43% (3/7),0% (0/8),20% (3/15),[],[],[],[],[],2.55
29.07.,Khachanov K.,2,,,,,,5,7,66%,88% (38/43),23% (5/22),88% (7/8),194 km/h,157 km/h,37% (11/30),62% (18/29),44% (4/9),27,28,80% (12/15),66% (43/65),49% (29/59),58% (72/124),8,0,89% (8/9),44% (4/9),67% (12/18),"['2', '1']","['2', '1', '4', '1', '5', '2']",[],[],[],1.10
29.07.,Ficovich J. P.,0,,,,,,3,4,51%,63% (19/30),38% (11/29),56% (5/9),186 km/h,152 km/h,12% (5/43),77% (17/22),13% (1/8),12,19,45% (5/11),51% (30/59),34% (22/65),42% (52/124),2,0,56% (5/9),11% (1/9),33% (6/18),[],"['2', '4']",[],[],[],7.03
27.07.,Ficovich J. P.,2,,,,,,2,0,71%,85% (23/27),82% (9/11),0% (0/0),186 km/h,146 km/h,43% (15/35),48% (14/29),33% (4/12),7,4,100% (3/3),84% (32/38),45% (29/64),60% (61/102),8,0,100% (8/8),44% (4/9),71% (12/17),"['2', '1', '5', '2']","['4', '3', '6', '3']",[],[],[],4.01
27.07.,Fearnley J.,0,,,,,,1,5,55%,57% (20/35),52% (15/29),67% (8/12),190 km/h,170 km/h,15% (4/27),18% (2/11),0% (0/0),6,16,86% (6/7),55% (35/64),16% (6/38),40% (41/102),2,1,56% (5/9),0% (0/8),29% (5/17),[],[],[],[],[],1.25
26.07.,Ficovich J. P.,2,,,,,,7,2,56%,71% (35/49),53% (20/38),70% (7/10),21% (8/38),61% (28/46),50% (5/10),21,13,70% (16/23),63% (55/87),43% (36/84),53% (91/171),6,0,79% (11/14),36% (5/14),57% (16/28),"['1', '2', '3', '2', '5', '2']","['4', '5']","['5', '4']",[],[],2.42
26.07.,Jacquet K.,1,,,,,,5,8,45%,79% (30/38),39% (18/46),50% (5/10),29% (14/49),47% (18/38),30% (3/10),27,27,60% (9/15),57% (48/84),37% (32/87),47% (80/171),4,1,64% (9/14),21% (3/14),43% (12/28),"['2', '0']","['3', '1', '6', '4']",[],[],[],1.57
18.07.,Kovacevic A.,2,,,,,,3,3,51%,81% (21/26),52% (13/25),75% (3/4),44% (17/39),67% (18/27),38% (5/13),23,29,75% (6/8),67% (34/51),53% (35/66),59% (69/117),8,0,88% (7/8),63% (5/8),75% (12/16),"['2', '2', '4', '2']","['1', '0', '3', '0', '6', '1']",[],[],[],1.40
18.07.,Ficovich J. P.,0,,,,,,2,1,59%,56% (22/39),33% (9/27),62% (8/13),19% (5/26),48% (12/25),25% (1/4),9,24,33% (3/9),47% (31/66),33% (17/51),41% (48/117),2,0,38% (3/8),13% (1/8),25% (4/16),"['2', '1']",[],[],[],[],3.00
17.07.,Ficovich J. P.,2,,,,,,5,3,60%,79% (49/62),46% (19/41),63% (5/8),32% (18/56),53% (28/53),42% (5/12),23,18,80% (12/15),66% (68/103),42% (46/109),54% (114/212),6,0,81% (13/16),33% (5/15),58% (18/31),"['1', '0', '4', '3']","['5', '4']","['2', '0', '4', '0']",[],[],3.53
17.07.,Halys Q.,1,,,,,,4,10,51%,68% (38/56),47% (25/53),58% (7/12),21% (13/62),54% (22/41),38% (3/8),34,39,69% (20/29),58% (63/109),34% (35/103),46% (98/212),4,1,67% (10/15),19% (3/16),42% (13/31),"['1', '1']","['5', '5']","['1', '4']",[],[],1.31
15.07.,Ficovich J. P.,2,,,,,,2,2,63%,84% (26/31),67% (12/18),100% (1/1),38% (6/16),42% (11/26),75% (3/4),8,16,83% (5/6),78% (38/49),40% (17/42),60% (55/91),6,0,100% (9/9),38% (3/8),71% (12/17),"['5', '3']","['1', '0', '4', '1']",[],[],[],2.40
15.07.,Kachmazov A.,0,,,,,,2,8,38%,63% (10/16),58% (15/26),25% (1/4),16% (5/31),33% (6/18),0% (0/1),11,33,60% (3/5),60% (25/42),22% (11/49),40% (36/91),4,0,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],1.59
08.07.,Cina F.,2,,,,,,2,3,58%,80% (51/64),46% (21/46),63% (5/8),35% (23/65),48% (21/44),45% (5/11),36,46,57% (13/23),65% (72/110),40% (44/109),53% (116/219),4,0,82% (14/17),31% (5/16),58% (19/33),"['3', '4']","['2', '4', '5', '5', '7', '5']","['2', '0']",[],[],1.44
