Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
27.08.,Butvilas E.,2,,,,,,3,2,67%,71% (27/38),58% (11/19),50% (1/2),48% (12/25),45% (10/22),44% (4/9),67% (38/57),47% (22/47),58% (60/104),5,0,89% (8/9),50% (4/8),71% (12/17),"['2', '0', '4', '0']","['2', '1', '4', '1']",[],[],[],1.39
27.08.,Geerts M.,0,,,,,,1,3,53%,52% (13/25),55% (12/22),56% (5/9),29% (11/38),42% (8/19),50% (1/2),53% (25/47),33% (19/57),42% (44/104),5,0,50% (4/8),11% (1/9),29% (5/17),"['2', '5']",[],[],[],[],2.85
18.08.,Gigante M.,2,,,,,,0,8,48%,74% (29/39),47% (20/43),60% (6/10),38% (18/48),50% (20/40),42% (5/12),16,34,56% (9/16),60% (49/82),43% (38/88),51% (87/170),5,0,71% (10/14),38% (5/13),56% (15/27),"['2', '2']","['3', '4', '5', '4']","['1', '0', '4', '1']",[],[],20.0
18.08.,Butvilas E.,1,,,,,,8,4,55%,63% (30/48),50% (20/40),58% (7/12),26% (10/39),53% (23/43),40% (4/10),29,36,62% (13/21),57% (50/88),40% (33/82),49% (83/170),5,1,62% (8/13),29% (4/14),44% (12/27),"['2', '1', '3', '2', '6', '3']","['2', '0']",[],[],[],1.38
01.08.,Echargui M.,2,,,,,,3,2,55%,65% (31/48),60% (24/40),63% (5/8),38% (21/55),56% (19/34),56% (5/9),14,31,73% (8/11),62% (54/87),44% (38/87),53% (92/174),7,0,79% (11/14),36% (5/14),57% (16/28),"['2', '2']","['3', '3', '5', '3']","['2', '1', '6', '3']",[],[],2.77
01.08.,Butvilas E.,1,,,,,,4,4,62%,62% (34/55),44% (15/34),44% (4/9),38% (18/48),40% (16/40),38% (3/8),23,50,71% (10/14),56% (49/87),38% (33/87),47% (82/174),3,1,64% (9/14),21% (3/14),43% (12/28),"['2', '1', '3', '2']","['2', '1']",[],[],[],1.41
31.07.,Butvilas E.,2,,,,,,9,1,64%,81% (26/32),61% (11/18),100% (2/2),36% (14/39),62% (16/26),43% (3/7),21,26,83% (10/12),74% (37/50),46% (30/65),58% (67/115),6,0,100% (9/9),33% (3/9),67% (12/18),"['3', '2', '5', '2']","['3', '2']",[],[],[],2.09
31.07.,van Assche L.,0,,,,,,1,6,60%,64% (25/39),38% (10/26),57% (4/7),19% (6/32),39% (7/18),0% (0/2),12,30,71% (5/7),54% (35/65),26% (13/50),42% (48/115),4,0,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],1.69
29.07.,Butvilas E.,2,,,,,,4,5,62%,73% (32/44),48% (13/27),60% (3/5),39% (20/51),54% (13/24),40% (4/10),27,38,50% (6/12),63% (45/71),44% (33/75),53% (78/146),7,0,80% (8/10),40% (4/10),60% (12/20),"['1', '0', '5', '2']","['1', '0', '6', '5']",[],[],[],1.31
29.07.,Yevseyev D.,0,,,,,,0,1,68%,61% (31/51),46% (11/24),60% (6/10),27% (12/44),52% (14/27),40% (2/5),14,32,44% (4/9),56% (42/75),37% (26/71),47% (68/146),3,1,60% (6/10),20% (2/10),40% (8/20),[],"['2', '2', '6', '6']",[],[],[],3.27
