Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
27.08.,Alvarez Varona N.,2,,,,,,5,4,58%,81% (29/36),42% (11/26),80% (4/5),39% (13/33),39% (11/28),38% (3/8),65% (40/62),39% (24/61),52% (64/123),4,0,90% (9/10),30% (3/10),60% (12/20),"['3', '4', '5', '4']","['3', '2']",[],[],[],1.94
27.08.,Barrena A.,0,,,,,,4,0,54%,61% (20/33),61% (17/28),63% (5/8),19% (7/36),58% (15/26),20% (1/5),61% (37/61),35% (22/62),48% (59/123),6,0,70% (7/10),10% (1/10),40% (8/20),"['3', '1']",[],[],[],[],1.79
25.08.,Alvarez Varona N.,2,,,,,,7,2,63%,80% (20/25),67% (10/15),100% (1/1),54% (14/26),80% (8/10),100% (5/5),75% (30/40),61% (22/36),68% (52/76),5,0,100% (7/7),71% (5/7),86% (12/14),"['1', '0', '3', '0', '5', '0']","['1', '0', '3', '0']",[],[],[],1.32
25.08.,Strombachs R.,0,,,,,,2,2,72%,46% (12/26),20% (2/10),0% (0/5),20% (5/25),33% (5/15),0% (0/1),39% (14/36),25% (10/40),32% (24/76),5,0,29% (2/7),0% (0/7),14% (2/14),[],[],[],[],[],3.21
29.07.,Alvarez Varona N.,1,,,,,,6,3,69%,73% (35/48),55% (12/22),67% (4/6),18% (7/38),49% (18/37),50% (2/4),19,21,47% (9/19),67% (47/70),33% (25/75),50% (72/145),2,0,83% (10/12),17% (2/12),50% (12/24),"['6', '6']","['1', '0']",[],[],[],1.38
29.07.,Soto M.,1,,,,,,4,6,51%,82% (31/38),51% (19/37),50% (2/4),27% (13/48),45% (10/22),33% (2/6),26,29,83% (5/6),67% (50/75),33% (23/70),50% (73/145),8,0,83% (10/12),17% (2/12),50% (12/24),"['6', '5']",[],"['2', '0']",[],[],2.90
27.07.,Loffhagen G.,2,,,,,,19,6,57%,83% (53/64),53% (26/49),86% (6/7),27% (21/78),37% (11/30),29% (2/7),47,56,81% (17/21),70% (79/113),30% (32/108),50% (111/221),4,0,94% (16/17),12% (2/17),53% (18/34),[],[],"['2', '3', '4', '3']",[],[],1.47
27.07.,Alvarez Varona N.,1,,,,,,2,1,72%,73% (57/78),63% (19/30),71% (5/7),17% (11/64),47% (23/49),14% (1/7),26,27,82% (14/17),70% (76/108),30% (34/113),50% (110/221),6,2,88% (15/17),6% (1/17),47% (16/34),[],[],"['2', '0']",[],[],2.56
26.07.,Alvarez Varona N.,2,,,,,,12,1,73%,64% (46/72),67% (18/27),67% (6/9),25% (10/40),45% (21/47),60% (3/5),28,25,75% (9/12),65% (64/99),36% (31/87),51% (95/186),5,0,80% (12/15),21% (3/14),52% (15/29),"['3', '1', '7', '5']",[],"['3', '1']",[],[],1.53
26.07.,Shah A.,1,,,,,,8,3,46%,75% (30/40),55% (26/47),40% (2/5),36% (26/72),33% (9/27),33% (3/9),35,37,78% (18/23),64% (56/87),35% (35/99),49% (91/186),5,1,79% (11/14),20% (3/15),48% (14/29),"['2', '3']","['1', '0', '4', '1']",[],[],[],2.40
