Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
27.08.,Moro Canas A.,2,,,,,,1,1,75%,75% (39/52),71% (12/17),33% (1/3),40% (30/75),49% (17/35),27% (4/15),71% (47/66),43% (46/108),53% (93/174),8,0,85% (11/13),29% (4/14),56% (15/27),"['6', '5']",[],"['2', '1', '4', '1', '6', '1']",[],[],1.46
27.08.,Olivieri G. A.,1,,,,,,2,2,68%,60% (45/75),51% (18/35),73% (11/15),27% (14/52),29% (5/17),67% (2/3),57% (62/108),29% (19/66),47% (81/174),2,1,71% (10/14),15% (2/13),44% (12/27),[],"['2', '0', '6', '2']",[],[],[],2.59
25.08.,Olivieri G. A.,2,,,,,,7,0,64%,72% (21/29),44% (7/16),0% (0/2),47% (27/57),67% (12/18),56% (5/9),62% (28/45),52% (39/75),56% (67/120),7,0,78% (7/9),56% (5/9),67% (12/18),"['3', '1', '6', '4']","['3', '1', '4', '2', '6', '2']",[],[],[],1.29
25.08.,Hernandez A.,0,,,,,,1,0,76%,53% (30/57),33% (6/18),44% (4/9),28% (8/29),56% (9/16),100% (2/2),48% (36/75),38% (17/45),44% (53/120),3,0,44% (4/9),22% (2/9),33% (6/18),"['4', '5']","['2', '3']",[],[],[],3.39
03.08.,Bueno G.,1,,,,,,1,0,96%,76% (19/25),100% (1/1),0% (0/0),45% (10/22),73% (8/11),75% (3/4),77% (20/26),55% (18/33),64% (38/59),8,0,100% (5/5),60% (3/5),80% (8/10),"['1', '0', '5', '2']","['1', '0']",[],[],[],1.60
03.08.,Olivieri G. A.,0,,,,,,0,1,67%,55% (12/22),27% (3/11),25% (1/4),24% (6/25),0% (0/1),0% (0/0),45% (15/33),23% (6/26),36% (21/59),2,0,40% (2/5),0% (0/5),20% (2/10),[],[],[],[],[],2.25
02.08.,Olivieri G. A.,2,,,,,,4,2,75%,75% (33/44),40% (6/15),0% (0/2),44% (22/50),50% (11/22),44% (4/9),66% (39/59),46% (33/72),55% (72/131),6,0,80% (8/10),36% (4/11),57% (12/21),"['4', '3', '6', '3']","['2', '0', '3', '1']",[],[],[],1.82
02.08.,Michalski D.,0,,,,,,2,1,69%,56% (28/50),50% (11/22),56% (5/9),25% (11/44),60% (9/15),100% (2/2),54% (39/72),34% (20/59),45% (59/131),4,3,64% (7/11),20% (2/10),43% (9/21),[],"['1', '2', '3', '4']",[],[],[],1.91
01.08.,Olivieri G. A.,2,,,,,,3,0,72%,67% (42/63),50% (12/24),67% (6/9),36% (21/59),62% (18/29),36% (5/14),62% (54/87),45% (39/87),53% (93/174),7,0,75% (9/12),38% (5/13),56% (14/25),[],"['2', '1', '5', '2']","['1', '2', '3', '2', '6', '3']",[],[],1.85
01.08.,Pinnington Jones J.,1,,,,,,3,7,67%,63% (37/59),38% (11/29),64% (9/14),33% (21/63),50% (12/24),33% (3/9),55% (48/87),38% (33/87),47% (81/174),3,2,62% (8/13),25% (3/12),44% (11/25),"['2', '0', '6', '2']",[],"['2', '0']",[],[],1.87
30.07.,Olivieri G. A.,1,,,,,,0,1,67%,67% (20/30),47% (7/15),100% (3/3),64% (7/11),57% (4/7),75% (3/4),60% (27/45),71% (12/17),63% (39/62),6,0,100% (4/4),100% (3/3),100% (7/7),"['2', '0', '4', '0', '6', '0']",[],[],[],[],2.48
30.07.,Barrena A.,0,,,,,,0,0,61%,36% (4/11),43% (3/7),25% (1/4),33% (10/30),53% (8/15),0% (0/3),29% (5/17),40% (18/45),37% (23/62),4,0,0% (0/3),0% (0/4),0% (0/7),[],[],[],[],[],1.50
29.07.,Olivieri G. A.,2,,,,,,1,1,72%,60% (26/43),76% (13/17),83% (5/6),35% (9/26),63% (17/27),50% (4/8),65% (39/60),49% (26/53),58% (65/113),6,0,89% (8/9),50% (4/8),71% (12/17),"['2', '0', '5', '1']","['2', '1', '4', '1']",[],[],[],2.15
29.07.,Karol M.,0,,,,,,3,1,49%,65% (17/26),37% (10/27),50% (4/8),40% (17/43),24% (4/17),17% (1/6),51% (27/53),35% (21/60),42% (48/113),4,1,50% (4/8),11% (1/9),29% (5/17),"['2', '5']",[],[],[],[],1.70
21.07.,Neuchrist M.,2,,,,,,5,2,77%,66% (63/96),55% (16/29),77% (10/13),32% (24/76),50% (7/14),50% (3/6),56,57,66% (31/47),63% (79/125),34% (31/90),51% (110/215),9,0,81% (13/16),20% (3/15),52% (16/31),"['3', '2']","['2', '2']","['5', '3']",[],[],2.64
21.07.,Olivieri G. A.,1,,,,,,2,0,84%,68% (52/76),50% (7/14),50% (3/6),34% (33/96),45% (13/29),23% (3/13),22,25,100% (4/4),66% (59/90),37% (46/125),49% (105/215),1,0,80% (12/15),19% (3/16),48% (15/31),"['3', '3']","['1', '0', '4', '3']",[],[],[],1.45
20.07.,Olivieri G. A.,2,,,,,,2,0,84%,65% (44/68),23% (3/13),0% (0/4),41% (23/56),53% (19/36),50% (4/8),10,14,100% (1/1),58% (47/81),46% (42/91),52% (89/172),7,0,67% (8/12),33% (4/12),50% (12/24),"['2', '3', '4', '3']","['1', '1', '4', '4']",[],[],[],1.43
